rank_hoa2,Gene,Distance_hoa2,boxcox-transformed distance_hoa2,Z_hoa2,FC_hoa2,p-value_hoa2,adjusted p-value_hoa2,rank_hoa3,Distance_hoa3,boxcox-transformed distance_hoa3,Z_hoa3,FC_hoa3,p-value_hoa3,adjusted p-value_hoa3,mean_rank,max_rank,replicated_top50,replicated_fdr_0_05,replicated_nominal_0_05
46,MCL1,8.946939618203277e-06,-10.377673871050087,1.3188748394034855,0.1976110198731157,0.6566561115957119,0.9999999999964178,9,1.9792834879709504e-05,-9.739757395714811,1.380001020217346,0.2539064487374003,0.6143377599935935,0.9999999999972699,27.5,46,True,False,False
51,KDM6B,8.769510628079149e-06,-10.393564609403073,1.3163271590913146,0.18985098922579985,0.6630406668156386,0.9999999999964178,5,2.2700042023279685e-05,-9.629197666594514,1.3978447796824287,0.33397276364836215,0.5633290920616363,0.9999999999972699,28.0,51,False,False,False
56,EGR3,1.0784904534889591e-07,-13.733844591243534,0.7807972574694603,2.8714070163249325e-05,0.9957245152498957,0.9999999999964178,2,0.0001276733573624631,-8.209658279419015,1.6269509793585277,10.564727168018287,0.0011526604608739271,0.1409126860654866,29.0,56,False,False,False
8,CNKSR3,1.0228480596718036e-05,-10.27131290010169,1.335927146580747,0.25827620602187007,0.6113069051819061,0.9999999999964178,55,7.193285463650846e-06,-10.547010123628496,1.249714670756862,0.033536081705501944,0.8546971208757352,0.9999999999972699,31.5,55,False,False,False
53,NFKBIA,8.248219370672746e-06,-10.442143214123654,1.308538801364306,0.16795098406451478,0.6819392901484469,0.9999999999964178,12,1.851853165961976e-05,-9.793334731932244,1.3713539196152498,0.22226486944598065,0.63731959387413,0.9999999999972699,32.5,53,False,False,False
49,SELE,8.853347126165231e-06,-10.386017227773113,1.3175371919519638,0.1934982902771342,0.6600208309896891,0.9999999999964178,17,1.8125100092575755e-05,-9.810608283832634,1.3685660590834752,0.2129210284210326,0.6444875022518417,0.9999999999972699,33.0,49,True,False,False
38,AKAP12,9.417298431220811e-06,-10.336997609630144,1.3253962550916891,0.2189348073913202,0.6398527429499621,0.9999999999964178,29,1.4921109714812756e-05,-9.966741197342113,1.3433670270723321,0.14429788830071513,0.7040451699502679,0.9999999999972699,33.5,38,True,False,False
29,CXCL2,9.65304099212171e-06,-10.317354076963838,1.3285456016055992,0.23003316122658934,0.6314992410335378,0.9999999999964178,40,1.1564501623149348e-05,-10.170372013320595,1.3105020831283671,0.08667853667858434,0.7684429544239987,0.9999999999972699,34.5,40,True,False,False
48,ICAM1,8.857479939469511e-06,-10.38564698522701,1.3175965510342469,0.1936789855437716,0.6598721074597272,0.9999999999964178,21,1.7325637300090604e-05,-9.846870333990251,1.3627135546872384,0.1945522084643826,0.6591545550556319,0.9999999999972699,34.5,48,True,False,False
37,WWTR1,9.492037403188831e-06,-10.330718207204615,1.3264029993710518,0.22242368345211846,0.6371993661983091,0.9999999999964178,32,1.3776889091377406e-05,-10.03060547875963,1.3330596675564221,0.12301556126727288,0.725786608029797,0.9999999999972699,34.5,37,True,False,False
