rank_hoa2,Gene,Distance_hoa2,boxcox-transformed distance_hoa2,Z_hoa2,FC_hoa2,p-value_hoa2,adjusted p-value_hoa2,rank_hoa3,Distance_hoa3,boxcox-transformed distance_hoa3,Z_hoa3,FC_hoa3,p-value_hoa3,adjusted p-value_hoa3,mean_rank,max_rank,replicated_top50,replicated_fdr_0_05,replicated_nominal_0_05
163,SERPINE1,1.5073280448236125e-09,-16.708921379090647,0.3038185047376708,5.608900114254636e-09,0.9999402443583643,0.9999999999964178,38,1.1740907248882155e-05,-10.15830398828047,1.312449798971631,0.08934310515584648,0.7650139281587451,0.9999999999972699,100.5,163,False,False,False
95,PINK1,4.5585132127923895e-08,-14.354308147792878,0.6813215281278333,5.129896261250739e-06,0.9981928509176828,0.9999999999964178,107,1.327009039513036e-08,-15.217780955113524,0.49587679600178136,1.1413149092251988e-07,0.9997304478510439,0.9999999999972699,101.0,107,False,False,False
69,NDUFB8,6.85133903758111e-08,-14.062065167696511,0.7281753413505357,1.1588122164152402e-05,0.997283900002151,0.9999999999964178,135,5.90003416798002e-09,-15.777633213748338,0.4055195825882692,2.2561438240244547e-08,0.9998801540256463,0.9999999999972699,102.0,135,False,False,False
114,PRDX3,1.5925535458178598e-08,-15.09775234363497,0.5621289457020677,6.261094137691036e-07,0.9993686573440016,0.9999999999964178,99,1.7374363107711853e-08,-15.029633278084441,0.5262428426584987,1.9564804620676523e-07,0.9996470787530943,0.9999999999972699,106.5,114,False,False,False
99,YME1L1,3.988888439918597e-08,-14.44953572036654,0.6660541814235721,3.92794978730099e-06,0.9984186691600506,0.9999999999964178,114,7.462574321549784e-09,-15.616288908015257,0.4315597059267524,3.609400439257606e-08,0.9998484145238363,0.9999999999972699,106.5,114,False,False,False
52,ADAMTS1,8.352186113054281e-06,-10.432218887926469,1.3101299175165255,0.1722116283728988,0.6781536970367787,0.9999999999964178,167,3.7145952040180154e-09,-16.093176553533166,0.3545925452236707,8.942948203804714e-09,0.999924546321277,0.9999999999972699,109.5,167,False,False,False
105,TXN2,2.9394425928762834e-08,-14.666383306520196,0.6312881237544129,2.1330061743468214e-06,0.9988347047843177,0.9999999999964178,115,7.429244194266498e-09,-15.619370043003347,0.43106242692612184,3.5772310781982866e-08,0.9998490915506821,0.9999999999972699,110.0,115,False,False,False
86,CAT,4.945788084031567e-08,-14.296012985311329,0.6906676915627837,6.038556784516365e-06,0.9980393223345839,0.9999999999964178,136,5.900034131909028e-09,-15.777633217937025,0.4055195819122372,2.2561437964377182e-08,0.9998801540263791,0.9999999999972699,111.0,136,False,False,False
78,NBR1,5.826969761921498e-08,-14.17850595707058,0.7095069887521682,8.382000369762987e-06,0.9976899930177126,0.9999999999964178,146,5.852150507668854e-09,-15.783215855079565,0.40461857360528003,2.2196714799153535e-08,0.999881126674909,0.9999999999972699,112.0,146,False,False,False
85,COX5A,4.945893543824429e-08,-14.29599772856087,0.690670137599079,6.038814309394671e-06,0.9980392805268394,0.9999999999964178,140,5.889178587622319e-09,-15.778894937521244,0.405315946999667,2.2478492214935162e-08,0.9998803745324364,0.9999999999972699,112.5,140,False,False,False
128,IRF3,1.4197390666180693e-08,-15.178015344117755,0.5492607918388883,4.975986719764753e-07,0.9994371668979699,0.9999999999964178,104,1.3282081530705109e-08,-15.217152038262052,0.49597829987765457,1.1433784739379748e-07,0.9997302042780053,0.9999999999972699,116.0,128,False,False,False
72,CD300LG,6.550738949599567e-08,-14.09436183851885,0.7229973823045187,1.059357956259242e-05,0.9974030675027838,0.9999999999964178,161,3.7168507165790833e-09,-16.092764486067075,0.35465905074794074,8.95381186717665e-09,0.9999245005055931,0.9999999999972699,116.5,161,False,False,False
107,LTBP4,2.574983780047963e-08,-14.760001037497661,0.6162788746696104,1.6368585164606348e-06,0.9989791885935292,0.9999999999964178,129,6.608677553137269e-09,-15.699833868122461,0.41807598826088505,2.830654428434701e-08,0.9998657595232101,0.9999999999972699,118.0,129,False,False,False
102,SEMA3G,3.642389490572422e-08,-14.514219825912388,0.6556837116223015,3.275178054494285e-06,0.9985560329535542,0.9999999999964178,134,5.959978727952532e-09,-15.77070667889911,0.4066374889250481,2.3022217227493587e-08,0.9998789363862332,0.9999999999972699,118.0,134,False,False,False
17,LRG1,9.936369136454679e-06,-10.29435828396034,1.3322323987698579,0.24373482237417704,0.6215215473193555,0.9999999999964178,225,1.9383753595867375e-16,-25.76739932600213,-1.2067761876513128,2.435193573427067e-23,0.9999999999960626,0.9999999999972699,121.0,225,False,False,False
138,LEPR,8.28708401575974e-09,-15.55176201529712,0.4893399112132173,1.6953744367749857e-07,0.9996714716409466,0.9999999999964178,109,1.11982419835516e-08,-15.33578268431693,0.4768319368191187,8.127508342788996e-08,0.9997725328074002,0.9999999999972699,123.5,138,False,False,False
106,VDAC1,2.6878330273945298e-08,-14.729694477991902,0.6211377694086296,1.7834737399534943e-06,0.9989344513284834,0.9999999999964178,141,5.8889800269622905e-09,-15.778918037075758,0.4053122188529197,2.2476976462291308e-08,0.9998803785657513,0.9999999999972699,123.5,141,False,False,False
118,ACE,1.4944198451620238e-08,-15.142216329412873,0.555000263657805,5.513246356650978e-07,0.9994075608895796,0.9999999999964178,130,6.599350220630005e-09,-15.700803708820377,0.41791946106720645,2.8226698285046566e-08,0.9998659489870689,0.9999999999972699,124.0,130,False,False,False
122,PPP1R14A,1.4543585803943464e-08,-15.161196219737603,0.5519573155056577,5.221618541955426e-07,0.9994234425415466,0.9999999999964178,128,6.6160540315766225e-09,-15.699067823518039,0.41819962383569687,2.8369769988022697e-08,0.9998656096865801,0.9999999999972699,125.0,128,False,False,False
133,FBLN2,8.298873235308277e-09,-15.550780365022215,0.48949729415057736,1.7002015528714246e-07,0.9996710042759813,0.9999999999964178,119,7.374856783797802e-09,-15.624426983233082,0.430246263339193,3.525046984156977e-08,0.9998501963090485,0.9999999999972699,126.0,133,False,False,False
109,CXCL12,2.2713019583970112e-08,-14.848521019185883,0.6020869214971873,1.273537969403032e-06,0.9990995783720915,0.9999999999964178,149,4.7403953276424025e-09,-15.927238820839213,0.38137402354251065,1.4564207265885932e-08,0.9999037094902428,0.9999999999972699,129.0,149,False,False,False
110,SRGN,2.2696587567371112e-08,-14.849030889534687,0.6020051766077711,1.271695922193104e-06,0.9991002297930445,0.9999999999964178,148,5.281964031871602e-09,-15.853366299568533,0.3932966603933927,1.8082089189356033e-08,0.9998927087355174,0.9999999999972699,129.0,148,False,False,False
55,MT1X,1.0786699722297152e-07,-13.733723639815851,0.7808166489894885,2.872363008603146e-05,0.9957238035863962,0.9999999999964178,210,2.1837181742581343e-16,-25.709437008749976,-1.1974213741462896,3.090657678364352e-23,0.9999999999955642,0.9999999999972699,132.5,210,False,False,False
207,ZEB2,1.5394296982459979e-16,-25.90257180267176,-1.1701521604918135,5.850350260099753e-23,0.9999999999938972,0.9999999999964178,61,5.226838649074049e-06,-10.79833392237035,1.2091523299454,0.017706630133352923,0.894140976695242,0.9999999999972699,134.0,207,False,False,False
238,CREB5,1.3178206839711763e-16,-25.97776853452328,-1.1822080655745189,4.287210289915446e-23,0.9999999999947757,0.9999999999964178,33,1.2354565937368223e-05,-10.11766490014406,1.319008734303296,0.09892651529577792,0.7531216804324794,0.9999999999972699,135.5,238,False,False,False
125,ARL15,1.4456880718263556e-08,-15.165371465818117,0.5512879197858676,5.15954426023351e-07,0.999426879826951,0.9999999999964178,147,5.288314771964594e-09,-15.852544836654994,0.39342924019216124,1.8125597128254288e-08,0.9998925797344628,0.9999999999972699,136.0,147,False,False,False
141,PDGFB,8.284230385254605e-09,-15.551999833646436,0.4893017830209983,1.6942070444253515e-07,0.9996715847686152,0.9999999999964178,131,6.599214263152339e-09,-15.700817855386612,0.41791717788573374,2.822553526413008e-08,0.9998659517487405,0.9999999999972699,136.0,141,False,False,False
147,ANKRD29,7.922734906051907e-09,-15.582795067364566,0.48436454166004933,1.549574269267795e-07,0.999685915685267,0.9999999999964178,126,7.3409489447318005e-09,-15.62759826293671,0.42973443545504136,3.492706844790679e-08,0.9998508850708148,0.9999999999972699,136.5,147,False,False,False
148,FILIP1,5.872553137630627e-09,-15.788769863456453,0.45134166247406793,8.513655195536457e-08,0.9997671919013696,0.9999999999964178,125,7.344529758391707e-09,-15.627262684940003,0.42978859598078295,3.496115064294683e-08,0.9998508123346096,0.9999999999972699,136.5,148,False,False,False
123,JAG2,1.4456975338998817e-08,-15.165366896033959,0.5512886524358471,5.159611799210787e-07,0.9994268760758622,0.9999999999964178,150,4.1758203040176165e-09,-16.013632175835518,0.3674305899053117,1.130163640957794e-08,0.9999151775668155,0.9999999999972699,136.5,150,False,False,False
153,CDH13,5.843772600403237e-09,-15.79213898458042,0.450801508620535,8.430411283680773e-08,0.9997683328603025,0.9999999999964178,123,7.354630121141144e-09,-15.62631698698529,0.4299412266625403,3.505737548640267e-08,0.9998506071683743,0.9999999999972699,138.0,153,False,False,False
119,JAG1,1.4943378921637808e-08,-15.142254645025481,0.5549941207127937,5.512641687646489e-07,0.9994075933785436,0.9999999999964178,157,3.7182523280049565e-09,-16.09250854422445,0.35470035841677444,8.960566042800893e-09,0.9999244720349976,0.9999999999972699,138.0,157,False,False,False
124,DEPP1,1.4456975321750792e-08,-15.165366896866962,0.5512886523022961,5.159611786899344e-07,0.999426876076546,0.9999999999964178,153,3.7332500646259765e-09,-16.08977577982165,0.35514141223507073,9.032997512225223e-09,0.9999241673895826,0.9999999999972699,138.5,153,False,False,False
154,MCAM,5.840257568421996e-09,-15.79255157684978,0.4507353598250384,8.42027254108369e-08,0.9997684722081926,0.9999999999964178,124,7.352338083468517e-09,-15.626531479000636,0.42990660877807646,3.5035527941877623e-08,0.9998506537259834,0.9999999999972699,139.0,154,False,False,False
146,CLDN5,7.926593228702307e-09,-15.58245916947081,0.4844183944409467,1.5510839028429115e-07,0.999685762728166,0.9999999999964178,133,6.5677875187154715e-09,-15.704095540176146,0.41738817677970563,2.795734437737535e-08,0.9998665901126316,0.9999999999972699,139.5,146,False,False,False
161,CR381670.1,2.568905478391293e-09,-16.351159201057712,0.3611766738275663,1.6291399613976568e-08,0.999898159796458,0.9999999999964178,118,7.413702290476035e-09,-15.620811416535911,0.43082979681008354,3.5622796711264996e-08,0.9998494072496296,0.9999999999972699,139.5,161,False,False,False
273,KCNQ1OT1,1.1787141986963514e-16,-26.03159460980715,-1.190837723255364,3.4298819833873106e-23,0.9999999999953272,0.9999999999964178,8,1.9894609323891788e-05,-9.735625276100562,1.380667922615392,0.25652432791856755,0.6125181068112537,0.9999999999972699,140.5,273,False,False,False
183,GABARAPL2,1.7469650896352978e-11,-19.556200322060537,-0.15267107712620992,7.53408645681552e-13,0.9999993074432583,0.9999999999964178,100,1.7372731736142904e-08,-15.029699013382237,0.5262322333267686,1.956113070556817e-07,0.9996471118907494,0.9999999999972699,141.5,183,False,False,False
152,MMP2,5.845375298358905e-09,-15.791950941620238,0.4508316565807403,8.43503612337083e-08,0.9997682693238739,0.9999999999964178,132,6.599009395619557e-09,-15.700839172680212,0.41791373738653514,2.8223782811251945e-08,0.9998659559101654,0.9999999999972699,142.0,152,False,False,False
121,MGP,1.4588509977682541e-08,-15.159042500559881,0.5523026102191658,5.253926832084186e-07,0.9994216615940379,0.9999999999964178,165,3.7153893201308594e-09,-16.09303144572514,0.3546159648615763,8.94677230736879e-09,0.9999245301905875,0.9999999999972699,143.0,165,False,False,False
117,ADAMTS6,1.4945722533784584e-08,-15.14214507923843,0.5550116868316459,5.514370949440363e-07,0.999407500469764,0.9999999999964178,170,3.7134196194629854e-09,-16.093391422401606,0.3545578665170975,8.937288621742638e-09,0.9999245702006432,0.9999999999972699,143.5,170,False,False,False
168,PIK3R3,6.750582790533152e-11,-18.719304128876765,-0.018495816836662012,1.1249796919894743e-11,0.9999973238379806,0.9999999999964178,120,7.363245823846683e-09,-15.625511303300936,0.430071259776613,3.5139560677776535e-08,0.9998504321596808,0.9999999999972699,144.0,168,False,False,False
120,FAM107A,1.4938883141639666e-08,-15.142464873571601,0.554960415851754,5.509325182559378e-07,0.9994077716065979,0.9999999999964178,169,3.714026587853694e-09,-16.09328047470751,0.3545757728920716,8.940210508081868e-09,0.9999245578714403,0.9999999999972699,144.5,169,False,False,False
191,INMT,1.9544609095232155e-16,-25.786636189251137,-1.1515648001546104,9.430096223209433e-23,0.9999999999922519,0.9999999999964178,98,1.7377666380149824e-08,-15.029500192903777,0.5262643219075077,1.9572244780996892e-07,0.9996470116545225,0.9999999999972699,144.5,191,False,False,False
19,RND1,9.89798135737917e-06,-10.297436035569142,1.33173895869141,0.24185518913246748,0.6228693986871183,0.9999999999964178,271,1.6638318376692846e-16,-25.84147641633472,-1.2187318408741032,1.7942236988134348e-23,0.9999999999966203,0.9999999999972699,145.0,271,False,False,False
164,LGALS1,1.0284210151798482e-09,-16.96314465743048,0.263060194662028,2.6109829274350734e-09,0.9999592298717751,0.9999999999964178,127,6.6242448468738195e-09,-15.69821819046922,0.41833675014631055,2.8440058224889806e-08,0.9998654433085216,0.9999999999972699,145.5,164,False,False,False
181,MET,1.9554415558585412e-11,-19.48726035379354,-0.14161828675398017,9.439561656093236e-13,0.9999992247960531,0.9999999999964178,110,1.0056801536461051e-08,-15.410307551281075,0.4648040148003468,6.555072320466241e-08,0.9997957186117796,0.9999999999972699,145.5,181,False,False,False
139,TSPAN13,8.284653181539396e-09,-15.551964593214489,0.48930743293811785,1.694379980881605e-07,0.9996715680075251,0.9999999999964178,152,3.739747412958321e-09,-16.08859522507373,0.3553319475694542,9.064466930455977e-09,0.9999240354105094,0.9999999999972699,145.5,152,False,False,False
140,VEGFC,8.28423039139698e-09,-15.55199983313445,0.4893017831030822,1.6942070469377044e-07,0.9996715847683717,0.9999999999964178,151,4.1071618490356425e-09,-16.02491073346379,0.36561028995492917,1.0933050711243913e-08,0.999916572209488,0.9999999999972699,145.5,151,False,False,False
173,IL32,5.464631329845206e-11,-18.85163356763048,-0.03971151483285374,7.37197548349936e-12,0.9999978336331441,0.9999999999964178,122,7.3584197914582834e-09,-15.625962488125355,0.429998440916208,3.509351329941826e-08,0.999850530189714,0.9999999999972699,147.5,173,False,False,False
145,TAGLN,8.25718771485414e-09,-15.55425753337,0.4889398176416213,1.6831641108254176e-07,0.9996726568325179,0.9999999999964178,154,3.7213605953015676e-09,-16.091941294950193,0.35479190946965006,8.97555344724846e-09,0.9999244088975119,0.9999999999972699,149.5,154,False,False,False
127,SIPA1L2,1.4358116810692242e-08,-15.170157404306735,0.5505206148946872,5.089288975556722e-07,0.9994307951652086,0.9999999999964178,173,2.741395778118531e-09,-16.298784192605723,0.3214085524173726,4.870810204879467e-09,0.9999443146870455,0.9999999999972699,150.0,173,False,False,False
137,SYT11,8.290052827262643e-09,-15.551514683065289,0.489379564717265,1.6965893752719061e-07,0.9996713539471095,0.9999999999964178,164,3.715600127973449e-09,-16.092992930186785,0.3546221810671289,8.947787599771351e-09,0.9999245259084986,0.9999999999972699,150.5,164,False,False,False
9,RGS16,1.0225346791114191e-05,-10.27155669314212,1.335888060497045,0.2581179687501829,0.6114160935571442,0.9999999999964178,294,1.469507351404406e-16,-25.901548972944532,-1.228427235925512,1.3995913641544598e-23,0.999999999997015,0.9999999999972699,151.5,294,False,False,False
126,TM6SF1,1.4365789669685457e-08,-15.169784435815709,0.5505804110136931,5.094729776887096e-07,0.9994304909868995,0.9999999999964178,181,1.9612727174364126e-11,-19.472949356946888,-0.19088502993502587,2.493065576643567e-13,0.9999996016113908,0.9999999999972699,153.5,181,False,False,False
134,MAP1B,8.293706834844115e-09,-15.551210386172135,0.4894283510723431,1.6980853166882783e-07,0.9996712090897575,0.9999999999964178,174,2.6490654175330067e-09,-16.321892775089108,0.31767894860327606,4.5482370782668815e-09,0.9999461901714456,0.9999999999972699,154.0,174,False,False,False
150,EMP3,5.857921642502638e-09,-15.790480635261938,0.4510673832335045,8.471284416993309e-08,0.9997677719438801,0.9999999999964178,162,3.7158833119034264e-09,-16.092941194583233,0.3546305309217542,8.94915156043939e-09,0.9999245201562516,0.9999999999972699,156.0,162,False,False,False
23,KDR,9.7891102753291e-06,-10.306228870197128,1.3303292487602356,0.23656396389674206,0.6266988906317987,0.9999999999964178,289,1.5330304592938924e-16,-25.881096237069404,-1.2251262718017526,1.5232082934016322e-23,0.999999999996886,0.9999999999972699,156.0,289,False,False,False
135,FUT8,8.293023745152654e-09,-15.551267262238445,0.4894192324252952,1.697805611405651e-07,0.999671236169768,0.9999999999964178,178,2.6454169659610612e-09,-16.322822047234222,0.31752896896089666,4.53571749648004e-09,0.9999462642815646,0.9999999999972699,156.5,178,False,False,False
199,CD83,1.8096011241964014e-16,-25.824098457580273,-1.1575709328686052,8.084028978148672e-23,0.9999999999928261,0.9999999999964178,116,7.426125906129469e-09,-15.61965899940362,0.4310157908811224,3.574228754967443e-08,0.9998491548917178,0.9999999999972699,157.5,199,False,False,False
156,EDN1,5.8258481665370386e-09,-15.794245491227521,0.45046378324912284,8.378773887209523e-08,0.9997690434461676,0.9999999999964178,159,3.7178706296593052e-09,-16.092578235041234,0.35468911068505965,8.958726437857289e-09,0.9999244797883442,0.9999999999972699,157.5,159,False,False,False
75,BNIP3L,6.00735223864149e-08,-14.156614304833745,0.713016764708815,8.908987336301669e-06,0.9976184835404205,0.9999999999964178,241,1.820924872381901e-16,-25.79774371420716,-1.2116736124962715,2.1490265658199484e-23,0.9999999999963012,0.9999999999972699,158.0,241,False,False,False
158,INHBB,4.727983799881591e-09,-15.937125336358559,0.4275565928870111,5.5184118098561526e-08,0.9998125665449927,0.9999999999964178,160,3.7168634254215393e-09,-16.092762164938648,0.3546594253658751,8.953873097926885e-09,0.9999245002474415,0.9999999999972699,159.0,160,False,False,False
142,CRIP1,8.280512180264322e-09,-15.552309825150928,0.4892520836781866,1.6926865663327082e-07,0.999671732170972,0.9999999999964178,177,2.6456198032653275e-09,-16.32277035096734,0.31753731246679023,4.536413075281203e-09,0.9999462601613792,0.9999999999972699,159.5,177,False,False,False
284,SLC4A7,1.1290043932644984e-16,-26.052352871942613,-1.194165788609071,3.146686019772571e-23,0.9999999999955242,0.9999999999964178,36,1.191570224350715e-05,-10.146520164368344,1.3143516462458598,0.09202313247508562,0.7616207467582782,0.9999999999972699,160.0,284,False,False,False
165,VSIR,1.0101462826030568e-09,-16.9750196184167,0.2611563432713403,2.5190146122755855e-09,0.9999599543447086,0.9999999999964178,155,3.719876108705707e-09,-16.092212151263897,0.35474819468353574,8.968394006023656e-09,0.9999244390515309,0.9999999999972699,160.0,165,False,False,False
136,SLC6A6,8.29005286357141e-09,-15.55151468004093,0.48937956520214504,1.6965893901333475e-07,0.9996713539456701,0.9999999999964178,185,4.360943249526349e-12,-20.378507928372624,-0.3370374260980343,1.2325898814797506e-14,0.9999999114172088,0.9999999999972699,160.5,185,False,False,False
216,SEMA3A,1.4351516468051803e-16,-25.936534345964436,-1.1755972002990256,5.0846110180400854e-23,0.9999999999943106,0.9999999999964178,108,1.3270090378729605e-08,-15.2177809559741,0.49587679586288896,1.1413149064040537e-07,0.999730447851377,0.9999999999972699,162.0,216,False,False,False
149,AQP7,5.859347661802157e-09,-15.79031371540348,0.4510941446355021,8.475409322096953e-08,0.9997677154115977,0.9999999999964178,176,2.648733907506386e-09,-16.321977159916738,0.31766532933540415,4.547098796183676e-09,0.999946196905329,0.9999999999972699,162.5,176,False,False,False
157,ATP8A1,5.825848029707739e-09,-15.79424550733214,0.450463780667152,8.378773493631898e-08,0.9997690434515919,0.9999999999964178,168,3.714287216338935e-09,-16.093232839904854,0.3545834608989753,8.941465294617585e-09,0.9999245525773567,0.9999999999972699,162.5,168,False,False,False
222,PMPCB,1.380693678701773e-16,-25.95524511552639,-1.178597001704075,4.706053064317634e-23,0.9999999999945265,0.9999999999964178,103,1.3286604244800861e-08,-15.216914973286043,0.4960165609193843,1.1441572757174173e-07,0.9997301124092071,0.9999999999972699,162.5,222,False,False,False
77,CCND1,5.893099170449758e-08,-14.170404184658443,0.7108059042342304,8.573332078986226e-06,0.997663777168382,0.9999999999964178,252,1.7515704976574577e-16,-25.81657616311164,-1.2147130708149902,1.9884421991271634e-23,0.9999999999964421,0.9999999999972699,164.5,252,False,False,False
289,F2RL3,1.1024161153093622e-16,-26.063826605267298,-1.1960053132333568,3.0002210462567156e-23,0.9999999999956296,0.9999999999964178,42,1.0857919191738969e-05,-10.220589800224973,1.3023971961363279,0.07641012996742515,0.7822225610973117,0.9999999999972699,165.5,289,False,False,False
169,NIBAN1,6.750574731661634e-11,-18.71930487797185,-0.018495936935222643,1.1249770059809717e-11,0.9999973238411753,0.9999999999964178,163,3.715629858330459e-09,-16.092987498489524,0.3546230577145319,8.947930791705309e-09,0.999924525304593,0.9999999999972699,166.0,169,False,False,False
132,GABRB2,8.732900253879604e-09,-15.515560346173656,0.495143938543152,1.8826914326548606e-07,0.9996537979612888,0.9999999999964178,205,2.211052995430092e-16,-25.703378964216203,-1.1964436375838945,3.1685169312237834e-23,0.9999999999955087,0.9999999999972699,168.5,205,False,False,False
278,RELA,1.1608019160890136e-16,-26.0389739576334,-1.1920208161209047,3.3264299287587983e-23,0.9999999999953982,0.9999999999964178,59,5.785907169955612e-06,-10.718533138469173,1.222031757241285,0.02169704806154521,0.8828958806682841,0.9999999999972699,168.5,278,False,False,False
285,PMAIP1,1.124539416848933e-16,-26.054261032854715,-1.194471714229406,3.1218462639985984e-23,0.9999999999955419,0.9999999999964178,54,8.13874018178002e-06,-10.449394488947013,1.265469321380079,0.04293110796960282,0.8358550468355297,0.9999999999972699,169.5,285,False,False,False
151,SOX13,5.855806274736773e-09,-15.790728318807737,0.4510276734050959,8.465167351064682e-08,0.9997678558042935,0.9999999999964178,188,2.232541852810256e-12,-20.77311728488693,-0.4007253031970346,3.2304047969984834e-15,0.9999999546509144,0.9999999999972699,169.5,188,False,False,False
228,CCL23,1.359488559419849e-16,-25.962727167904863,-1.1797965606619933,4.5626090886551194e-23,0.9999999999946105,0.9999999999964178,112,7.476140423016418e-09,-15.615038677836448,0.43176148650964774,3.6225353166596086e-08,0.9998481389588855,0.9999999999972699,170.0,228,False,False,False
143,FILIP1L,8.262205351875839e-09,-15.553838081031289,0.4890070662767376,1.685210345665676e-07,0.999672457916233,0.9999999999964178,199,2.3053324837458694e-16,-25.683033337527974,-1.193159960320213,3.4444895198416004e-23,0.9999999999953172,0.9999999999972699,171.0,199,False,False,False
73,VDAC2,6.511786553140748e-08,-14.098652819651997,0.7223094313792704,1.0467969775339857e-05,0.9974185094843623,0.9999999999964178,269,1.676358228314189e-16,-25.837843748659644,-1.218145547395217,1.8213415241707995e-23,0.9999999999965948,0.9999999999972699,171.0,269,False,False,False
155,GPRC5B,5.825851550861162e-09,-15.79424509289737,0.4504638471113463,8.378783621927634e-08,0.9997690433120013,0.9999999999964178,189,2.2325401505939995e-12,-20.77311773125845,-0.40072537523905283,3.2303998709134854e-15,0.9999999546509489,0.9999999999972699,172.0,189,False,False,False
167,EFNB1,6.89492833641619e-11,-18.706025447992804,-0.016366914257801787,1.1736042136501738e-11,0.9999972666144668,0.9999999999964178,179,2.6441230109179845e-09,-16.323151923425822,0.3174757286765454,4.531281462957903e-09,0.9999462905653621,0.9999999999972699,173.0,179,False,False,False
211,DNM1L,1.486808272405134e-16,-25.91941836268658,-1.1728530827727157,5.457227820155257e-23,0.9999999999941058,0.9999999999964178,138,5.891307127388346e-09,-15.77864736178272,0.4053559044232493,2.249474406074362e-08,0.9998803312959206,0.9999999999972699,174.5,211,False,False,False
104,CD14,3.219392424816567e-08,-14.601903676197178,0.6416258110953624,2.5586446982245295e-06,0.9987237232211981,0.9999999999964178,247,1.772253072156528e-16,-25.810884645888397,-1.2137944898349986,2.0356785654011402e-23,0.9999999999964001,0.9999999999972699,175.5,247,False,False,False
240,TRAP1,1.3048400642749264e-16,-25.982549647064207,-1.1829745967463388,4.203167649279105e-23,0.9999999999948271,0.9999999999964178,111,7.480206930471484e-09,-15.614664348124663,0.4318219013586247,3.6264772097709023e-08,0.9998480563568992,0.9999999999972699,175.5,240,False,False,False
254,BMP4,1.2443010731160398e-16,-26.005481916182596,-1.1866512094529686,3.822197272103373e-23,0.9999999999950672,0.9999999999964178,102,1.394970859252988e-08,-15.182986035211446,0.5014925132822021,1.2612117226543772e-07,0.9997166429309107,0.9999999999972699,178.0,254,False,False,False
186,SLC26A2,2.510715411574708e-16,-25.664399742236064,-1.1319672595890082,1.556170304653831e-22,0.9999999999900466,0.9999999999964178,171,3.713404409491483e-09,-16.093394202859095,0.3545574177658656,8.937215408564069e-09,0.9999245705095997,0.9999999999972699,178.5,186,False,False,False
93,BAX,4.558513219372723e-08,-14.354308146761698,0.6813215282931572,5.129896276061019e-06,0.9981928509150741,0.9999999999964178,265,1.696898144634247e-16,-25.83194433528025,-1.2171934130677855,1.866247666397145e-23,0.9999999999965531,0.9999999999972699,179.0,265,False,False,False
218,BCL2L13,1.4263530732378227e-16,-25.939509740829216,-1.1760742300473954,5.022457046710881e-23,0.9999999999943454,0.9999999999964178,143,5.88756451375939e-09,-15.779082732925358,0.4052856378080081,2.2466172338998765e-08,0.9998804073187302,0.9999999999972699,180.5,218,False,False,False
100,DNM2,3.9888884362417754e-08,-14.44953572102326,0.6660541813182838,3.927949780059689e-06,0.9984186691615082,0.9999999999964178,261,1.7164660805988775e-16,-25.826388827682642,-1.2162967833268576,1.9095374464204966e-23,0.9999999999965133,0.9999999999972699,180.5,261,False,False,False
180,TCF15,1.9554461216037365e-11,-19.487258924366685,-0.14161805758132764,9.439605736862066e-13,0.9999992247942431,0.9999999999964178,182,1.6963158724995104e-11,-19.561554295349314,-0.20518540151563142,1.8649671209765139e-13,0.9999996554314373,0.9999999999972699,181.0,182,False,False,False
115,BID,1.5925535448212606e-08,-15.09775234407274,0.5621289456318822,6.261094129854815e-07,0.9993686573443966,0.9999999999964178,251,1.754644388540804e-16,-25.815726123074242,-1.2145758788185579,1.9954274933623492e-23,0.9999999999964359,0.9999999999972699,183.0,251,False,False,False
176,DGKE,4.8967554626890934e-11,-18.920119942233153,-0.050691582866910945,5.9194176053644945e-12,0.9999980587585703,0.9999999999964178,190,2.2325388430031052e-12,-20.773118074147735,-0.4007254305795824,3.2303960868469653e-15,0.9999999546509755,0.9999999999972699,183.0,190,False,False,False
68,HES1,7.26312632610278e-08,-14.020007438373685,0.734918240679077,1.3022949081420594e-05,0.9971206544336891,0.9999999999964178,298,1.4321838468693767e-16,-25.913974180063263,-1.2304325990798413,1.32939876308262e-23,0.9999999999970909,0.9999999999972699,183.0,298,False,False,False
129,AC010359.3,1.1231646616110192e-08,-15.341181926570558,0.5231011332701543,3.11421798333383e-07,0.9995547391171631,0.9999999999964178,238,1.8251482111852245e-16,-25.796619732875843,-1.2114922078141248,2.15900676066805e-23,0.9999999999962926,0.9999999999972699,183.5,238,False,False,False
81,SEMA4A,5.279661812694282e-08,-14.249241440664374,0.6981663326466623,6.8813612330293406e-06,0.9979069637907768,0.9999999999964178,286,1.5530167359879987e-16,-25.87483272001824,-1.224115373054481,1.5631836353261055e-23,0.9999999999968454,0.9999999999972699,183.5,286,False,False,False
277,GIGYF2,1.162163738648591e-16,-26.038409018990937,-1.1919302424153275,3.334239468871172e-23,0.9999999999953928,0.9999999999964178,92,1.7414419567008842e-08,-15.02802111805635,0.5265030368177046,1.9655121623783045e-07,0.999646265095952,0.9999999999972699,184.5,277,False,False,False
264,SNORD3A,1.2042731313671965e-16,-26.021253167570972,-1.18917973303494,3.580240002012932e-23,0.9999999999952258,0.9999999999964178,105,1.3277282551382909e-08,-15.217403670626998,0.49593768773587865,1.14255238980772e-07,0.9997303017585123,0.9999999999972699,184.5,264,False,False,False
