gene,prevalence_hoa2,mean_log1p_cpm_hoa2,dispersion_hoa2,prevalence_hoa3,mean_log1p_cpm_hoa3,dispersion_hoa3,dispersion_pct_hoa2,dispersion_pct_hoa3,control_dispersion_score,in_prespecified_panel,selected_order
LCN6,0.11792905081495691,0.09845353407449021,0.9624898449826966,0.23289473684210574,0.21915229583505128,0.955374994602123,0.964041095890411,0.9658961187214612,0.964968607305936,False,273
LEPR,0.33557046979865734,0.3670882208877636,0.994525187462908,0.3052631578947375,0.31759125922214115,0.9900429345216031,0.9753139269406392,0.9780251141552512,0.9766695205479452,False,224
LGALS1,0.5915627996164944,0.8367537240325689,1.0690254288582755,0.5552631578947359,0.7136077515922136,1.0028452745204337,0.9885844748858448,0.9818778538812786,0.9852311643835616,False,188
LINC00472,0.225311601150526,0.22357129157443956,1.0224824592234447,0.23289473684210574,0.2300016560745575,1.0301540541054492,0.9824486301369864,0.9858732876712328,0.9841609589041096,False,193
LONP1,0.13326941514860974,0.0990927540300537,0.8291606591368701,0.10131578947368428,0.07145305508186425,0.7538698762479783,0.6960616438356164,0.3356164383561644,0.5158390410958904,True,42
LRG1,0.17929050814956787,0.17810780950842867,1.0585689347185936,0.1473684210526318,0.1301193755432169,1.0084259933083188,0.98787100456621,0.983162100456621,0.9855165525114156,False,186
LTBP4,0.18408437200383435,0.2071781139882064,1.3057876206402623,0.1210526315789475,0.13161297273861428,1.382595463913901,0.9967180365296804,0.9978595890410958,0.9972888127853881,False,131
MAP1B,0.1418983700862894,0.14793390363939438,1.199880706886312,0.16447368421052658,0.1585750791025038,1.0576882221639943,0.995005707762557,0.9890125570776256,0.9920091324200913,False,160
MAP1LC3B,0.6845637583892666,0.8885283595303248,0.6282551608761653,0.7039473684210459,1.039155637261853,0.6231176661193455,0.10830479452054795,0.10088470319634703,0.1045947488584475,True,88
MCAM,0.30201342281879107,0.32685217411674217,1.0710924162747604,0.2973684210526322,0.30473019391460177,0.9632034485513,0.9888698630136986,0.9693207762557078,0.9790953196347032,False,215
MCL1,0.650047938638547,0.9240637074316658,0.7583514235964783,0.7249999999999924,1.1308602793120803,0.6799165937816595,0.3732876712328767,0.15296803652968036,0.2631278538812785,True,68
MEOX2,0.1581975071907954,0.15187898931180893,0.9773306494427365,0.1210526315789475,0.1161333064368146,1.0733083652400335,0.9693207762557078,0.990296803652968,0.979808789954338,False,213
MET,0.2425695110258853,0.24110356580900086,0.9803687358553295,0.30657894736842173,0.32989776278412153,0.9566418498979701,0.9708904109589042,0.966466894977169,0.9686786529680366,False,259
MFF,0.2684563758389248,0.21542931397650575,0.7413094560041991,0.21842105263157938,0.17565090423220325,0.8163081767718535,0.3042237442922374,0.6372716894977168,0.47074771689497713,True,44
MFN1,0.14860977948226245,0.12009052019923505,0.869551191595144,0.1315789473684212,0.09539979710609447,0.8755625978690508,0.8334760273972602,0.8627283105022832,0.8481021689497716,True,12
MFN2,0.1418983700862894,0.10919809166135713,0.8151080245057948,0.12368421052631592,0.09229712517634898,0.832909994354307,0.634703196347032,0.7207477168949772,0.6777254566210046,True,24
MGP,0.2914669223394045,0.4140565475576217,2.059514483968647,0.24210526315789524,0.3254455397438838,1.8422537402005676,0.999857305936073,0.999857305936073,0.999857305936073,False,119
MIGA1,0.21668264621284636,0.18429015910394878,0.8120573773187296,0.20394736842105302,0.17748363583410764,0.8729512102822494,0.6198630136986302,0.8545947488584474,0.7372288812785388,True,18
MIR222HG,0.27133269415148475,0.3223014054241764,1.255350806622212,0.36447368421052717,0.42675120256141813,1.0303974377851712,0.9961472602739726,0.9860159817351598,0.9910816210045662,False,166
MIR22HG,0.20517737296260682,0.20083938064420256,1.011132798816771,0.24605263157894788,0.2355421003645756,0.9256398909222092,0.9794520547945206,0.9453481735159818,0.9624001141552512,False,282
MMP2,0.27900287631831133,0.3140211215290124,1.056946258446185,0.18947368421052665,0.19054214684018403,1.175161234355466,0.9875856164383562,0.9948630136986302,0.9912243150684932,False,165
MSX1,0.192713326941514,0.19735304124263736,1.0406293773245785,0.2750000000000006,0.31084206944791565,1.026160136846482,0.9851598173515982,0.985730593607306,0.985445205479452,False,187
MT-ATP6,0.9817833173537965,4.167719005116401,0.142949286778597,0.9894736842105084,4.2931561919492065,0.10819335827149269,0.001569634703196347,0.005136986301369863,0.003353310502283105,True,117
MT-CO1,0.9875359539789165,4.196828382809511,0.13369162771992174,0.9802631578947193,4.254456294626261,0.149650646828255,0.001141552511415525,0.01113013698630137,0.006135844748858447,True,114
MT-CO2,0.9817833173537965,3.914996774170042,0.13089540600590455,0.9763157894736668,3.8682309264672052,0.15418189860915849,0.0007134703196347032,0.01141552511415525,0.006064497716894977,True,115
MT-ND1,0.97123681687441,3.3774189791404416,0.17039434491401037,0.9736842105262985,3.4594034779091,0.14902852042768366,0.0037100456621004564,0.010987442922374429,0.0073487442922374425,True,113
MT-ND4,0.9856184084372098,3.8937838655223844,0.1307066557468508,0.9815789473684035,3.836878515712408,0.13855171526623786,0.0005707762557077625,0.010273972602739725,0.005422374429223744,True,116
MT1E,0.2454458293384452,0.24403878387818018,1.0502093025031194,0.21578947368421095,0.22101208300407743,1.238249563833822,0.9865867579908676,0.9961472602739726,0.99136700913242,False,164
MT1X,0.334611697027804,0.3817650587173667,1.1519492771335738,0.4407894736842116,0.4900160016610581,0.9423672721516558,0.9938641552511416,0.9587614155251142,0.9763127853881279,False,227
MT2A,0.7248322147651062,1.1896222203839169,0.9999188364723898,0.7736842105263063,1.4921590489329095,0.9696856281650643,0.9765981735159818,0.9717465753424658,0.9741723744292238,False,237
MTCH2,0.18504314477468764,0.1428780413423463,0.7672680537358507,0.13289473684210543,0.10058857164815552,0.8398707219116857,0.4148116438356164,0.7497146118721462,0.5822631278538812,True,37
MTFR1L,0.1054650047938639,0.07928189025115645,0.8577964277114531,0.10526315789473692,0.08420878542547658,0.9743001611540032,0.7993721461187214,0.9730308219178082,0.8862014840182648,True,10
MTOR,0.1054650047938639,0.08424371915331531,0.9819679628039946,0.1039473684210527,0.07672791107640084,0.7801844785806068,0.9720319634703196,0.4583333333333333,0.7151826484018264,True,21
MX1,0.18312559923298105,0.17765497492538007,1.0698873917696536,0.2881578947368427,0.31472912447258355,1.0621776586632672,0.9887271689497716,0.9892979452054794,0.9890125570776256,False,175
NBR1,0.36145733461169705,0.3314231390966517,0.7500630175817985,0.2855263157894743,0.24735591740384555,0.7835652504995777,0.3363299086757991,0.4780251141552511,0.4071775114155251,True,50
NDUFA1,0.6212847555129474,0.6764306582835479,0.5865865945580153,0.5460526315789468,0.5560676995205284,0.6349978748453815,0.0814783105022831,0.10873287671232877,0.09510559360730594,True,90
NDUFB8,0.5608820709491881,0.5673474312635994,0.579284340561537,0.48815789473684335,0.4712988999583392,0.634742114249011,0.07662671232876712,0.10844748858447488,0.092537100456621,True,91
NDUFS1,0.3173537871524442,0.28180646491657835,0.7680635424824538,0.2789473684210532,0.2438880291297201,0.8489971226400798,0.4179509132420091,0.7818207762557078,0.5998858447488584,True,34
NFE2L2,0.6692233940556135,0.8397787630409564,0.6090715372021887,0.7144736842105192,1.0845971166802695,0.6538507172520581,0.0944634703196347,0.12485730593607305,0.10966038812785388,True,85
NFKB1,0.3173537871524442,0.2847927486399801,0.7924676599947348,0.4302631578947379,0.4228420153687674,0.7381946997548332,0.5306792237442922,0.2761130136986301,0.4033961187214612,True,51
NFKBIA,0.7756471716203323,1.3919700919152576,0.78261960658002,0.8302631578947252,2.085330269731323,0.9222897445203282,0.4870148401826484,0.942351598173516,0.7146832191780822,True,22
NIBAN1,0.16011505273250198,0.16905468481080138,1.147889529123004,0.14605263157894757,0.14367319136282988,1.0167258572226379,0.9935787671232876,0.9845890410958904,0.989083904109589,False,174
NR4A1,0.510067114093962,0.7152119279916258,1.0131870291921101,0.38815789473684303,0.45143242556914487,0.9782070607860921,0.9800228310502284,0.9743150684931506,0.9771689497716896,False,221
NR4A2,0.4247363374880163,0.5240327195611613,1.0011548746965298,0.3394736842105271,0.3815373039167861,0.99591135578072,0.9770262557077626,0.9797374429223744,0.9783818493150684,False,217
NSUN6,0.3950143815915633,0.46853052452989224,1.0567287646222356,0.332894736842106,0.35054228108308927,0.9292262463903355,0.9874429223744292,0.949486301369863,0.968464611872146,False,261
OPA1,0.14573346116970257,0.12216631951907958,0.8596890843639002,0.16842105263157922,0.13028664789833386,0.7894827153207628,0.8059360730593608,0.509560502283105,0.6577482876712328,True,26
OPTN,0.3585810162991371,0.3292000204980545,0.7579505399093979,0.4052631578947378,0.3817736898830772,0.7243519213043995,0.3708618721461187,0.2365867579908676,0.3037243150684932,True,62
PARL,0.176414189837008,0.13566582604713637,0.7956295862314843,0.16842105263157922,0.13268468507310485,0.8204041419091512,0.5450913242009132,0.6579623287671232,0.6015268264840182,True,33
PDGFB,0.21860019175455295,0.2502021709611821,1.2136436623155369,0.2013157894736846,0.2129270446667257,1.0758179389530174,0.995291095890411,0.990439497716895,0.992865296803653,False,154
PECAM1,0.9060402684563841,1.8000801584228119,0.3942829825199391,0.8723684210526182,1.6145525426533964,0.4671843095810387,0.025684931506849314,0.04052511415525114,0.033105022831050226,True,108
PGF,0.10834132310642383,0.1089193416342275,1.2552641867916712,0.11315789473684221,0.10875789058140241,1.119018490526878,0.9960045662100456,0.9931506849315068,0.9945776255707762,False,145
PHB2,0.5388302972195617,0.5571169739001951,0.6467344626738911,0.47236842105263277,0.44347075259508845,0.6355642942612185,0.12685502283105024,0.10930365296803653,0.11807933789954339,True,83
PHLDA1,0.18216682646212776,0.17546633656066635,1.028311289777152,0.2671052631578953,0.28633821582411995,1.0067284722658396,0.9834474885844748,0.983019406392694,0.9832334474885844,False,198
PIK3R3,0.42281879194630967,0.47695977597140893,0.9586542014087973,0.26184210526315843,0.2812161262345862,1.0584923023140136,0.9626141552511416,0.9891552511415526,0.9758847031963471,False,230
PIM1,0.22243528283796613,0.209573829359918,0.988273002207,0.22236842105263202,0.21183430560308725,0.968899184670636,0.9743150684931506,0.971033105022831,0.9726740867579908,False,245
PINK1,0.39597315436241665,0.3554710285544734,0.7091728716296165,0.38815789473684303,0.3503542115417749,0.6846073624398707,0.2153253424657534,0.15853310502283105,0.18692922374429222,True,74
PLAC9,0.2099712368168733,0.19883140946971772,0.9786434441131077,0.1565789473684213,0.1408137383808273,1.018034102334901,0.9701769406392694,0.9847317351598174,0.9774543378995434,False,220
PLAUR,0.12176414189837015,0.11196831206713696,1.115316565618569,0.130263157894737,0.10915789637775321,1.0367057482069881,0.992722602739726,0.9870148401826484,0.9898687214611872,False,171
PLEKHG2,0.1399808245445828,0.12434491040006311,0.9928763729991592,0.14342105263157914,0.11816036276962914,0.9338428483942187,0.9748858447488584,0.9537671232876712,0.9643264840182648,False,275
PMAIP1,0.11313518696069037,0.09537111986815024,0.9917983798552029,0.14473684210526336,0.11091303207964952,0.8609209999975825,0.9747431506849316,0.824343607305936,0.8995433789954338,True,9
PMPCA,0.16395014381591516,0.13075538928171448,0.8556122391528277,0.1394736842105265,0.11431169339834754,0.8655683075153577,0.793093607305936,0.8371860730593608,0.8151398401826484,True,13
PMPCB,0.2607861936720982,0.21454920556739743,0.7826309459467674,0.2750000000000006,0.23335334633408356,0.8133007177499949,0.4871575342465753,0.625142694063927,0.5561501141552512,True,38
PPP1R14A,0.14956855225311574,0.16279352689655338,1.2247986333586036,0.12500000000000014,0.13377210454217364,1.2071048877133952,0.9955764840182648,0.9955764840182648,0.9955764840182648,False,141
PRDX1,0.7727708533077723,1.0835993079103103,0.4693368072811706,0.7473684210526231,0.9657352261440079,0.4736106292385889,0.03952625570776256,0.04266552511415525,0.0410958904109589,True,106
PRDX2,0.7018216682646264,0.8457142219405805,0.5076037941301118,0.6236842105263122,0.6816301355272875,0.5617041273512985,0.04894406392694064,0.06763698630136987,0.05829052511415525,True,100
PRDX3,0.3499520613614572,0.29670521620500434,0.7096460315869884,0.28157894736842165,0.22541483933554776,0.747447304798628,0.21646689497716895,0.3113584474885845,0.2639126712328767,True,67
PRDX5,0.6625119846596402,0.7611466014983992,0.5447751271115889,0.5763157894736824,0.6055710757720835,0.6092655191361835,0.06192922374429224,0.09175228310502283,0.07684075342465753,True,96
PRKX,0.12176414189837015,0.1037126332522,0.9838612766433752,0.10526315789473692,0.08772254993214573,0.9429089473736268,0.9727454337899544,0.959332191780822,0.9660388127853882,False,270
RASGEF1B,0.10930009587727714,0.09279256523731788,0.9770474344757167,0.20921052631578987,0.20924062654698503,1.0145976904515275,0.9691780821917808,0.9843036529680366,0.9767408675799087,False,223
RCAN1,0.22339405560881942,0.21171360870884479,1.0433662755656423,0.2605263157894742,0.2691467037607329,1.0431646388908888,0.985730593607306,0.9874429223744292,0.9865867579908676,False,182
RELA,0.3087248322147643,0.2628769538575482,0.7703653428080309,0.33684210526315866,0.29025421736215357,0.7266948846342774,0.4282248858447489,0.24386415525114155,0.3360445205479452,True,57
RGS16,0.31831255992329754,0.45452194040360594,1.344710307361172,0.3921052631578957,0.5814698517450861,1.2963815364524784,0.9971461187214612,0.9968607305936074,0.9970034246575343,False,134
RGS2,0.11984659635666353,0.1021568280804606,1.0159626511994502,0.12236842105263171,0.10596237047846187,1.039776479373527,0.980593607305936,0.9871575342465754,0.9838755707762556,False,195
RHEB,0.5465004793863882,0.564534351970193,0.6302953516629131,0.5789473684210508,0.6228223355172197,0.5999692569461501,0.110587899543379,0.08575913242009132,0.09817351598173515,True,89
RND1,0.15244487056567563,0.14274716406756843,1.02002816579191,0.28947368421052694,0.30679130714501285,1.0033748887809208,0.9817351598173516,0.9820205479452054,0.9818778538812785,False,207
RND3,0.12751677852348997,0.11316217667929047,0.9824688167870483,0.15921052631578972,0.14320377291075403,1.006042822727033,0.9723173515981736,0.9827340182648402,0.9775256849315068,False,218
RNPC3,0.225311601150526,0.20992549332745572,0.9392484056382575,0.1750000000000003,0.16090357157941454,0.9576025732979807,0.9510559360730594,0.9668949771689498,0.9589754566210046,False,294
RPL32P3,0.13422818791946303,0.1184892391454387,0.9811581738090711,0.1039473684210527,0.08706547099293749,0.9830562662540921,0.9716038812785388,0.9753139269406392,0.973458904109589,False,242
RPS6KA5,0.1390220517737295,0.11931379457485934,0.9559617135204991,0.16184210526315815,0.14636320442175801,1.034983583609624,0.9619006849315068,0.9865867579908676,0.9742437214611872,False,236
RPS6KB1,0.24928092042185837,0.21394122228209028,0.8161565097479657,0.23157894736842152,0.18135903260455175,0.7730074809031281,0.6381278538812786,0.4228025114155251,0.5304651826484018,True,40
RRN3P1,0.1160115052732503,0.09873892584121242,0.9759771122036437,0.11710526315789485,0.10411750205487162,1.0053888984339996,0.968892694063927,0.9825913242009132,0.97574200913242,False,232
SELE,0.3547459252157238,0.6975387643295002,1.7273940685220273,0.605263157894734,1.5930845499294577,1.5071329093903185,0.9994292237442922,0.9985730593607306,0.9990011415525114,True,1
SEMA3A,0.14956855225311574,0.13618888000916515,1.0610118858609079,0.16447368421052658,0.1551847669564678,0.995954509023067,0.988013698630137,0.9798801369863014,0.9839469178082192,False,194
SEMA3G,0.1054650047938639,0.17780973093403563,1.7315467763915133,0.10657894736842113,0.1592291265875432,1.6700842759702108,0.9995719178082192,0.9995719178082192,0.9995719178082192,False,120
SEMA4A,0.18600191754554093,0.17842179030679725,1.0824614994291006,0.21842105263157938,0.2056487481002584,0.9836764750461005,0.9898687214611872,0.97574200913242,0.9828053652968036,False,200
SERPINE1,0.12176414189837015,0.12091071162061821,1.2099856941215152,0.22763157894736888,0.3010278820568274,1.3813353475083754,0.995148401826484,0.997716894977169,0.9964326484018264,False,137
SIPA1L2,0.1160115052732503,0.11351175311115055,1.1130687579234506,0.10657894736842113,0.09813643983603583,1.083776447837866,0.9924372146118722,0.9917237442922374,0.9920804794520548,False,159
SLC25A44,0.18504314477468764,0.16301157115189532,0.9704221925139691,0.17236842105263186,0.1496855715807655,0.9628306157299171,0.9670376712328768,0.968892694063927,0.9679651826484019,False,263
SLC26A2,0.176414189837008,0.16643356103797766,1.0407030810710838,0.1315789473684212,0.1124902291266385,0.9380581640537737,0.9853025114155252,0.9570490867579908,0.971175799086758,False,251
SLC4A7,0.15148609779482233,0.12883182671916638,0.9415978830406503,0.18815789473684244,0.175123396700234,0.9583041525174787,0.9526255707762558,0.9670376712328768,0.9598316210045663,False,289
SLC5A3,0.14381591562799598,0.12776792110989743,1.0559859499052004,0.13815789473684228,0.11552336249143665,0.9206173230203392,0.9871575342465754,0.9410673515981736,0.9641124429223744,False,276
SLC6A6,0.18312559923298105,0.21146810919475595,1.37652532387131,0.27368421052631636,0.26024155311897856,0.9116770885679425,0.997574200913242,0.930365296803653,0.9639697488584476,False,277
SNORD3A,0.3250239693192708,0.3388222419592335,1.0203963302099142,0.2605263157894742,0.27455397312489377,1.0724692240766438,0.9818778538812786,0.990154109589041,0.9860159817351598,False,184
SOD1,0.7133269415148663,0.8706290412406963,0.4818841815355129,0.7105263157894667,0.8744499033288753,0.5096796483034797,0.04266552511415525,0.0495148401826484,0.046090182648401826,True,105
SOD2,0.47459252157238907,0.5471749101619384,0.9180396686980414,0.6092105263157864,0.8386411533724492,0.9059486739844018,0.9295091324200914,0.9218036529680366,0.925656392694064,True,8
SOX13,0.14381591562799598,0.12377110349079284,0.9405672330722838,0.13552631578947386,0.11244604025478448,0.9563096300739384,0.9521974885844748,0.966324200913242,0.9592608447488584,False,292
SOX17,0.37104506232023027,0.4345077652840077,1.062120131309977,0.42500000000000104,0.5090680636085517,0.945891308137141,0.988156392694064,0.96175799086758,0.974957191780822,False,234
SQSTM1,0.7075743048897464,0.9139007442005675,0.5605946695822818,0.7223684210526241,1.0407932980528802,0.6280462017509977,0.06820776255707763,0.10416666666666667,0.08618721461187215,True,93
SRGN,0.623202301054654,0.9029550613939928,1.0154294949955749,0.6249999999999963,0.859904903176446,0.9406166208571368,0.9803082191780822,0.9579052511415526,0.9691067351598174,False,258
SYBU,0.1054650047938639,0.08710150191164703,0.9988786291029058,0.14078947368421071,0.11510217200094326,0.9489371107205405,0.9763127853881278,0.9628995433789954,0.9696061643835616,False,255
SYNJ2,0.13518696069031633,0.13578917352554548,1.2601255858824805,0.21447368421052673,0.23551809413750988,1.0785341532559718,0.9962899543378996,0.9907248858447488,0.9935074200913242,False,150
SYT11,0.16107382550335528,0.15559477976691108,1.0796368675693688,0.16052631578947393,0.13711942960183726,0.9801095036925742,0.9897260273972602,0.9750285388127854,0.9823772831050228,False,203
TAGLN,0.23585810162991225,0.23549615355185913,1.3931795463290522,0.1394736842105265,0.12433392845973852,1.3083590927143438,0.9980022831050228,0.9970034246575342,0.9975028538812785,False,130
TAX1BP1,0.5484180249280949,0.5848371674997057,0.6759855637568255,0.5789473684210508,0.6483314587320848,0.6413053658884846,0.1608162100456621,0.11386986301369863,0.13734303652968036,True,81
TBK1,0.18312559923298105,0.14981312508079928,0.8731399870469444,0.2394736842105268,0.1966978167771847,0.7883084332520313,0.8428938356164384,0.5028538812785388,0.6728738584474886,True,25
TCF15,0.16395014381591516,0.14632576145820853,0.9616622967407421,0.1473684210526318,0.14846951072957992,1.1529329551975533,0.9634703196347032,0.9938641552511416,0.9786672374429224,False,216
TEAD1,0.3116011505273243,0.2859015217699192,0.8534417422680298,0.2750000000000006,0.24027765906741094,0.8128127447189996,0.7873858447488584,0.6235730593607306,0.7054794520547945,True,23
TEAD4,0.15148609779482233,0.11873872081545565,0.8411422888743462,0.20921052631578987,0.16783569900686035,0.7930668466157054,0.7464326484018264,0.5282534246575342,0.6373430365296804,True,30
TEK,0.6375838926174539,0.7428892003951691,0.5902079907003702,0.5289473684210527,0.5629607621386672,0.6742432056688077,0.0829052511415525,0.1464041095890411,0.1146546803652968,True,84
TFAM,0.37008628954937695,0.3365330217859717,0.726361637815973,0.4052631578947378,0.3848162390396757,0.7433006379342559,0.2567066210045662,0.2943778538812785,0.2755422374429224,True,64
THBS1,0.16490891658676846,0.1493543951227358,1.0250778551326687,0.15394736842105286,0.14706530775450077,1.2700761318458473,0.983019406392694,0.9967180365296804,0.9898687214611872,False,172
THY1,0.23010546500479248,0.24028186085508535,1.0895589558667271,0.2210526315789478,0.20868465185299517,0.9957373175852465,0.9907248858447488,0.9795947488584474,0.9851598173515981,False,189
TIMP4,0.1553211888782355,0.1326686068154222,0.9264304574227468,0.11315789473684221,0.13008217931135935,1.5370568941428562,0.9406392694063926,0.9990011415525114,0.969820205479452,False,254
TIPARP,0.2722914669223381,0.2658171193646757,0.9501000793164476,0.539473684210526,0.8188225123729947,0.954326907486908,0.9584760273972602,0.9653253424657534,0.9619006849315068,False,285
TLCD2,0.10930009587727714,0.0902311087446316,0.9816744582083283,0.10263157894736849,0.08381984755343215,0.9242985953214907,0.9718892694063926,0.9443493150684932,0.9581192922374429,False,297
TM6SF1,0.10162991371045067,0.0918542609882686,1.0086583146677617,0.12368421052631592,0.10276425979187181,0.9286045132406751,0.9788812785388128,0.9489155251141552,0.963898401826484,False,278
TMEM161B-AS1,0.1907957813998074,0.172608347356001,0.9682509516079383,0.167105263157895,0.15250558988032373,0.9993207841246154,0.9660388127853882,0.98087899543379,0.9734589041095891,False,241
TMEM173,0.4036433365292432,0.3961924146568556,0.7774348213528341,0.473684210526317,0.4995009289290539,0.7381224714262641,0.459189497716895,0.2756849315068493,0.3674372146118722,True,56
TNFAIP3,0.5119846596356686,0.6939266843021773,0.9311473000141991,0.5618421052631567,0.8660497856542331,0.9989425077510479,0.9450627853881278,0.980736301369863,0.9628995433789954,True,6
TNFRSF4,0.14381591562799598,0.13551787580722555,1.044822610946812,0.1039473684210527,0.10632559691534642,1.1663147739399058,0.9860159817351598,0.9945776255707762,0.990296803652968,False,168
TRAP1,0.19942473633748706,0.16004527900787693,0.8167682425172068,0.12500000000000014,0.09395008443793028,0.8195580462481122,0.6405536529680366,0.6546803652968036,0.64761700913242,True,28
TRDMT1,0.10258868648130398,0.08925153201587072,0.9774219150093397,0.11842105263157907,0.10010718122683815,0.9589875008130897,0.9694634703196348,0.9677511415525114,0.9686073059360731,False,260
TSC1,0.16490891658676846,0.13783930861613822,0.860645400925203,0.17894736842105294,0.1468587476466112,0.8571040337308784,0.8095034246575342,0.8119292237442922,0.8107163242009132,True,14
TSC2,0.22339405560881942,0.18240597985309706,0.8126156077992207,0.17763157894736872,0.1522135026661849,0.9204035856805777,0.624857305936073,0.9402111872146118,0.7825342465753424,True,16
TSPAN13,0.2722914669223381,0.2696311473143555,0.9870506800102586,0.26184210526315843,0.2604342631398638,0.9538959339853179,0.973744292237443,0.9651826484018264,0.9694634703196348,False,257
TTC21B,0.15052732502396904,0.13273119363012076,0.9763770891112845,0.12763157894736857,0.11463917911365616,0.9791041410881031,0.9690353881278538,0.9746004566210046,0.9718179223744292,False,248
TXN2,0.3595397890699904,0.3225937650536491,0.7488978904739951,0.3381578947368429,0.2910368231510228,0.7130574868144137,0.3320490867579909,0.2071917808219178,0.2696204337899544,True,66
ULK1,0.16970278044103493,0.1424471125980415,0.9171547084344263,0.12894736842105278,0.09693688185435505,0.8529463185414546,0.9286529680365296,0.795804794520548,0.8622288812785388,True,11
UQCRB,0.8427612655800648,1.3985012273311592,0.3935795972312877,0.8631578947368291,1.427553916344806,0.37258508431298837,0.025399543378995432,0.02468607305936073,0.02504280821917808,True,111
UQCRC1,0.23010546500479248,0.18347961438420493,0.8107441524426825,0.16447368421052658,0.12524257393876742,0.8214349563669449,0.6135844748858448,0.6649543378995434,0.639269406392694,True,29
UQCRC2,0.4707574304889758,0.4399643033928359,0.6660689708522214,0.42368421052631683,0.3866736436491491,0.6919905829542324,0.1485445205479452,0.1689497716894977,0.15874714611872145,True,78
VCAM1,0.3202301054650042,0.37479275786148497,1.101890930040754,0.351315789473685,0.4462171172127764,1.1990782109928746,0.9915810502283106,0.9954337899543378,0.9935074200913242,True,4
VCAN,0.49472674976030884,0.7457100942266586,1.0758322779319425,0.46973684210526434,0.7426725321937145,1.17695240654447,0.9895833333333334,0.995005707762557,0.9922945205479452,False,158
VCP,0.5436241610738283,0.5575728586709305,0.6307646522586344,0.49605263157894863,0.5083807469611403,0.6944023674613737,0.11087328767123288,0.17294520547945205,0.14190924657534246,True,80
VDAC1,0.43432406519654954,0.4059482435499506,0.6800687638551179,0.4289473684210537,0.39516751314135723,0.7075018624098254,0.1653824200913242,0.1952054794520548,0.1802939497716895,True,76
VDAC2,0.539789069990415,0.5421551322158276,0.6253333924162292,0.5355263157894735,0.5369020367727803,0.6325337461334519,0.10573630136986302,0.1074486301369863,0.10659246575342465,True,86
VDAC3,0.34803451581975053,0.3090762600281672,0.7635871270159792,0.29078947368421115,0.24163665892701666,0.7304886152219731,0.398972602739726,0.2532819634703196,0.3261272831050228,True,61
VEGFC,0.1898370086289541,0.2054993250202752,1.1252444238864883,0.14473684210526336,0.14130296223750916,1.1109303360432508,0.992865296803653,0.9924372146118722,0.9926512557077626,False,156
VSIR,0.278044103547458,0.2834808167834979,1.0165528771647732,0.2394736842105268,0.23353660275925667,0.9680183338848272,0.98087899543379,0.9707477168949772,0.9758133561643836,False,231
VWF,0.8245445829338517,1.7942358732551378,0.6379343082815485,0.7697368421052538,1.514058763769253,0.7596176610913128,0.11715182648401827,0.3585901826484018,0.23787100456621005,True,69
WDR44,0.12368168744007677,0.10012152724733744,0.9640181072491798,0.12368421052631592,0.10503404501260365,0.968772093279801,0.9646118721461188,0.9708904109589042,0.9677511415525115,False,264
WWTR1,0.7142857142857196,1.0611985253670961,0.5869522256009007,0.6960526315789409,0.9785781181222549,0.607784653570926,0.08162100456621005,0.09046803652968037,0.0860445205479452,True,94
YAP1,0.2070949185043134,0.1762246005702534,0.8570563509695829,0.24473684210526367,0.19718239429847415,0.7617993505810137,0.7970890410958904,0.3681506849315068,0.5826198630136986,True,36
YME1L1,0.5867689357622278,0.6938817065243825,0.7172023625208476,0.5605263157894725,0.6207989349631831,0.6462849396347314,0.23373287671232876,0.1180079908675799,0.17587043378995432,True,77
ZEB2,0.21668264621284636,0.19573879500248956,0.9243689622857953,0.2763157894736848,0.283648811840953,1.0124830356571641,0.9379280821917808,0.9835901826484018,0.9607591324200913,False,286
ZNF224,0.16586768935762175,0.14498268438887882,1.0155882929794444,0.15131578947368443,0.1260486290785784,0.9163761375166399,0.9804509132420092,0.9366438356164384,0.9585473744292238,False,296
ZNF331,0.21764141898369965,0.18487181880146356,0.9439271109437687,0.2302631578947373,0.2270055990458766,1.0334997190981279,0.954337899543379,0.9863013698630136,0.9703196347031964,False,253
