"task_id","auc","type"
892,0.636666666666667,"label permutation"
893,0.63,"label permutation"
894,0.623333333333333,"label permutation"
895,0.366666666666667,"label permutation"
896,0.706666666666667,"label permutation"
897,0.826666666666667,"label permutation"
898,0.723333333333333,"label permutation"
899,0.436666666666667,"label permutation"
900,0.546666666666667,"label permutation"
901,0.45,"label permutation"
902,0.566666666666667,"label permutation"
903,0.693333333333333,"label permutation"
904,0.36,"label permutation"
905,0.176666666666667,"label permutation"
906,0.198333333333333,"label permutation"
907,0.49,"label permutation"
908,0.353333333333333,"label permutation"
909,0.38,"label permutation"
910,0.37,"label permutation"
911,0.598333333333333,"label permutation"
912,0.321666666666667,"label permutation"
913,0.526666666666667,"label permutation"
914,0.66,"label permutation"
915,0.376666666666667,"label permutation"
916,0.456666666666667,"label permutation"
917,0.71,"label permutation"
918,0.47,"label permutation"
919,0.366666666666667,"label permutation"
920,0.613333333333333,"label permutation"
921,0.313333333333333,"label permutation"
922,0.433333333333333,"label permutation"
923,0.436666666666667,"label permutation"
924,0.4,"label permutation"
925,0.413333333333333,"label permutation"
926,0.67,"label permutation"
927,0.53,"label permutation"
928,0.613333333333333,"label permutation"
929,0.7,"label permutation"
930,0.383333333333333,"label permutation"
931,0.35,"label permutation"
932,0.475,"label permutation"
933,0.626666666666667,"label permutation"
934,0.553333333333333,"label permutation"
935,0.53,"label permutation"
936,0.623333333333333,"label permutation"
937,0.386666666666667,"label permutation"
938,0.486666666666667,"label permutation"
939,0.55,"label permutation"
940,0.74,"label permutation"
941,0.333333333333333,"label permutation"
942,0.38,"label permutation"
943,0.45,"label permutation"
944,0.513333333333333,"label permutation"
945,0.456666666666667,"label permutation"
946,0.706666666666667,"label permutation"
947,0.366666666666667,"label permutation"
948,0.48,"label permutation"
949,0.27,"label permutation"
950,0.533333333333333,"label permutation"
951,0.3,"label permutation"
952,0.45,"label permutation"
953,0.57,"label permutation"
954,0.496666666666667,"label permutation"
955,0.23,"label permutation"
956,0.325,"label permutation"
957,0.66,"label permutation"
958,0.563333333333333,"label permutation"
959,0.796666666666667,"label permutation"
960,0.4,"label permutation"
961,0.433333333333333,"label permutation"
962,0.483333333333333,"label permutation"
963,0.593333333333333,"label permutation"
964,0.583333333333333,"label permutation"
965,0.393333333333333,"label permutation"
966,0.416666666666667,"label permutation"
967,0.425,"label permutation"
968,0.673333333333333,"label permutation"
969,0.67,"label permutation"
970,0.385,"label permutation"
971,0.346666666666667,"label permutation"
972,0.563333333333333,"label permutation"
973,0.506666666666667,"label permutation"
974,0.306666666666667,"label permutation"
975,0.416666666666667,"label permutation"
976,0.471666666666667,"label permutation"
977,0.436666666666667,"label permutation"
978,0.636666666666667,"label permutation"
979,0.55,"label permutation"
980,0.39,"label permutation"
981,0.613333333333333,"label permutation"
982,0.346666666666667,"label permutation"
983,0.686666666666667,"label permutation"
984,0.341666666666667,"label permutation"
985,0.413333333333333,"label permutation"
986,0.44,"label permutation"
987,0.49,"label permutation"
988,0.426666666666667,"label permutation"
989,0.51,"label permutation"
990,0.353333333333333,"label permutation"
991,0.476666666666667,"label permutation"
992,0.686666666666667,"label permutation"
993,0.406666666666667,"label permutation"
994,0.483333333333333,"label permutation"
995,0.233333333333333,"label permutation"
996,0.533333333333333,"label permutation"
997,0.283333333333333,"label permutation"
998,0.603333333333333,"label permutation"
999,0.536666666666667,"label permutation"
