"donor","state","gene","PC1","PC2"
"hoa2","WT","MT-ND4",0.00334023175188939,-0.000671141138495629
"hoa2","WT","MT1E",-0.00506631891502619,0.00545878515524489
"hoa2","WT","MT1X",-0.00520839009421717,0.00499893800489015
"hoa2","WT","MT2A",-0.00556234368976258,0.00507799710132326
"hoa2","WT","MTCH2",-0.0205261145223348,-0.107293209568569
"hoa2","WT","MTFR1L",-0.00638185922345011,0.00582694136942898
"hoa2","WT","MTOR",0.00479757311643338,0.00312888149272026
"hoa2","WT","MX1",-0.00392920581923893,0.00453591709247677
"hoa2","WT","NBR1",-0.00683879104752189,0.00558728527696321
"hoa2","WT","NDUFA1",-0.00843958711820218,0.00656009404979534
"hoa2","WT","NDUFB8",-0.00503168420936041,0.00486573628425815
"hoa2","WT","NDUFS1",0.00264780104816012,0.00246493970655785
"hoa2","WT","NFE2L2",-0.00566416155568707,0.0050590311517656
"hoa2","WT","NFKB1",-0.0049476065626831,0.00512244741083058
"hoa2","WT","NFKBIA",-0.00687934926460117,0.00534974879062765
"hoa2","WT","NIBAN1",0.00671996496306203,0.000436354906775771
"hoa2","WT","NR4A1",-0.00374415830807003,0.00400109556328954
"hoa2","WT","NR4A2",-0.00486351702318443,0.00444469619293364
"hoa2","WT","NSUN6",-0.00126257804904111,0.00292729197231537
"hoa2","WT","OPA1",-0.00662257411131117,0.00523607085624911
"hoa2","WT","OPTN",0.000659047292385032,0.000748172207566623
"hoa2","WT","PARL",-0.00587809656022825,0.00447635235458913
"hoa2","WT","PDGFB",0.00746137670092059,-7.90181717734583e-05
"hoa2","WT","PECAM1",0.0071373566804853,0.000132470113449041
"hoa2","WT","PGF",0.00682687185106383,0.00104693183594748
"hoa2","WT","PHB2",-0.00660951932803721,0.00554555458661686
"hoa2","WT","PHLDA1",-0.00116599266612666,0.00287055017606132
"hoa2","WT","PIK3R3",0.011158428931026,-0.00130715933862319
"hoa2","WT","PIM1",-0.000416733767807476,0.00391183648341806
"hoa2","WT","PINK1",-0.00382644909858325,0.00486497797266599
"hoa2","WT","PLAC9",-0.00624483777582657,0.00602547653496728
"hoa2","WT","PLAUR",-0.00217923583138289,0.00465429383315745
"hoa2","WT","PLEKHG2",-0.00296919848405982,0.00402115560937895
"hoa2","WT","PMAIP1",-0.00854247984248928,0.0068456140875094
"hoa2","WT","PMPCA",-0.000939285765061713,-0.00584513591267784
"hoa2","WT","PMPCB",-0.00525345469103247,0.00397038842888024
