"donor","state","gene","PC1","PC2"
"hoa2","KO","GBP1",-0.00702830387455898,0.00608369776382371
"hoa2","KO","GCNT2",0.00481585604204285,0.00186051907085501
"hoa2","KO","GIGYF1",0.000229051556807368,-0.00186531515049001
"hoa2","KO","GIGYF2",-0.00500671588407718,0.00540560202027373
"hoa2","KO","GPRC5A",0.000110581184550687,0.0027918667669668
"hoa2","KO","GPRC5B",0.00656412304388004,0.000643527792223783
"hoa2","KO","GPX4",-0.00910824273669938,0.00652473396671372
"hoa2","KO","H19",0.00659489681650303,0.000527558469608236
"hoa2","KO","HBEGF",-0.00592277257704735,0.00532940275381369
"hoa2","KO","HES1",-0.00916537543497917,0.00621934161871147
"hoa2","KO","HIF1A",-0.00428553613504323,0.00466040453030411
"hoa2","KO","HLA-DQA1",-0.00440016360096043,0.00458464265066368
"hoa2","KO","HMOX1",-0.00685698508132898,0.00548527462877652
"hoa2","KO","HSPD1",-0.0094485508853606,0.00682697380301706
"hoa2","KO","HSPE1",-0.00791632884896896,0.00648986714739583
"hoa2","KO","HTRA2",-0.000166438195718213,-0.00180453541004926
"hoa2","KO","ICAM1",-0.00628171689387526,0.00479816650960994
"hoa2","KO","ICAM4",-0.00525127410311613,0.00430661447795525
"hoa2","KO","IER3",-0.00594710647675018,0.00473135676486441
"hoa2","KO","IFIT1",-0.00296197709054725,0.0039363998574333
"hoa2","KO","IFIT2",0.000176812653192703,-0.00277062942092839
"hoa2","KO","IFIT3",-0.00595973521763827,0.00599586270898149
"hoa2","KO","IFT88",-0.00144441315107156,0.00196040663319257
"hoa2","KO","IGFBP5",-0.00265757142434081,0.00411783444256658
"hoa2","KO","IKBKB",0.00133697996551131,0.00233452010683729
"hoa2","KO","IL32",0.00577984667555049,0.000799058338777669
"hoa2","KO","INF2",0.000563375791767536,-0.000681319875225197
"hoa2","KO","INHBB",-0.00427122577649593,0.00515518648474431
"hoa2","KO","INMT",-0.0101991650788915,0.00698063689430553
"hoa2","KO","IRF3",0.224265106498279,-0.0107569600504828
"hoa2","KO","IRF7",-3.38616571792498e-13,3.17830547080351e-13
"hoa2","KO","ISG15",-0.00098432280329439,0.00333880360311352
"hoa2","KO","JAG1",0.00603912102242777,0.000610808972470616
"hoa2","KO","JAG2",0.00731196522472163,-9.53751047823269e-05
"hoa2","KO","KCNQ1OT1",0.000409885601845474,0.00173112682859893
"hoa2","KO","KDM6B",-0.00448130837492307,0.00434890886564621
"hoa2","KO","KDR",-0.0136972350031578,0.0135848629652874
"hoa2","KO","KEAP1",-0.00580326012031528,0.00586717330513548
"hoa2","KO","KIAA0040",-0.000181416465860119,0.0047724095246204
"hoa2","KO","LAMA3",0.00746056347147737,-3.30907827808588e-05
"hoa2","KO","LATS1",-0.00381286583922525,0.00476040159260987
"hoa2","KO","LATS2",-0.00162360705934316,0.00197013533561489
"hoa2","KO","LCN6",-0.00056960578418218,0.00361141655010822
"hoa2","KO","LEPR",0.00686636811650856,0.000217102275341921
"hoa2","KO","LGALS1",0.00235337952654471,0.00210671160799516
"hoa2","KO","LINC00472",0.743959043878793,-0.0301800983705076
"hoa2","KO","LONP1",4.2336877084534e-14,-3.03595403774896e-14
"hoa2","KO","LRG1",-0.00351794867805516,0.00383725714347964
"hoa2","KO","LTBP4",0.00563347576090352,0.000646936222843129
"hoa2","KO","MAP1B",0.00485580423208828,0.00102835673445267
"hoa2","KO","MAP1LC3B",-0.00811099447495755,0.00638188085706366
"hoa2","KO","MCAM",0.00731822869996152,0.000412277512242396
"hoa2","KO","MCL1",-0.00542354753291749,0.00465278400376904
"hoa2","KO","MEOX2",-0.000808054780335324,0.00185680950832502
"hoa2","KO","MET",-0.000476805411257442,0.00354427103176697
"hoa2","KO","MFF",7.88316992233911e-05,-0.000641346438603404
"hoa2","KO","MFN1",0.00035113356094515,0.340608955721727
"hoa2","KO","MFN2",-0.000578172497268942,0.00188505678110822
"hoa2","KO","MGP",0.00398208213529972,0.00148656503409195
"hoa2","KO","MIGA1",0.00271518433866817,0.00206591180449462
"hoa2","KO","MIR222HG",-0.00189055328790337,0.00298402243762727
"hoa2","KO","MIR22HG",-0.00542647194317106,0.00554073289087249
"hoa2","KO","MMP2",0.00871550739526967,-0.000434143166982457
"hoa2","KO","MSX1",-0.0024396245291029,0.00401023362307434
"hoa2","KO","MT-ATP6",0.00306238029094892,-0.000644842675009384
"hoa2","KO","MT-CO1",0.00339995810488093,-0.000782859932469709
"hoa2","KO","MT-CO2",0.00279630423059084,-0.000750140425462274
"hoa2","KO","MT-ND1",0.00261179038275237,-0.00072276048525028
"hoa2","KO","MT-ND4",0.00333925714980271,-0.000670996935207527
"hoa2","KO","MT1E",-0.00506642942189668,0.00545890512892514
"hoa2","KO","MT1X",-0.00520866508393281,0.0049992032337727
"hoa2","KO","MT2A",-0.00556324737001227,0.00507882562643469
"hoa2","KO","MTCH2",-0.0205258880278865,-0.107292026601916
"hoa2","KO","MTFR1L",-0.00638184679976051,0.00582693047432438
"hoa2","KO","MTOR",0.0047976348304703,0.00312892183136426
"hoa2","KO","MX1",-0.00392924823774246,0.00453596680098873
"hoa2","KO","NBR1",-0.00683892754929544,0.00558739759873786
"hoa2","KO","NDUFA1",-0.00843995225162211,0.00656037969571683
"hoa2","KO","NDUFB8",-0.00503168362308328,0.00486573612319005
"hoa2","KO","NDUFS1",0.00264779629015309,0.00246493513305004
"hoa2","KO","NFE2L2",-0.00566443027016396,0.00505927215994131
"hoa2","KO","NFKB1",-0.00494790352527073,0.00512275652046028
"hoa2","KO","NFKBIA",-0.00688253752705297,0.00535223608010084
"hoa2","KO","NIBAN1",0.00671989226214287,0.000436349556982919
"hoa2","KO","NR4A1",-0.00374492077829082,0.00400191432984894
"hoa2","KO","NR4A2",-0.00486434061004335,0.00444545188206827
"hoa2","KO","NSUN6",-0.00126280323022926,0.00292781814647167
"hoa2","KO","OPA1",-0.00662257343055828,0.00523607065189621
"hoa2","KO","OPTN",0.000659047301445816,0.000748172201403354
"hoa2","KO","PARL",-0.00587808544750362,0.00447634409750182
"hoa2","KO","PDGFB",0.00746139389827332,-7.90197271976356e-05
"hoa2","KO","PECAM1",0.0071365508383843,0.000132452118732781
"hoa2","KO","PGF",0.00682682301471475,0.00104692364376341
"hoa2","KO","PHB2",-0.00660965146464827,0.00554566620527737
"hoa2","KO","PHLDA1",-0.00116603967559152,0.0028706664028107
"hoa2","KO","PIK3R3",0.0111583886265015,-0.00130715483235307
"hoa2","KO","PIM1",-0.000416746047834592,0.00391195175766248
"hoa2","KO","PINK1",-0.00382644875243651,0.00486497791924777
"hoa2","KO","PLAC9",-0.00624493963980323,0.0060255757283995
"hoa2","KO","PLAUR",-0.00217929559091512,0.00465442218796563
"hoa2","KO","PLEKHG2",-0.00296927436509919,0.00402125902843683
"hoa2","KO","PMAIP1",-0.00854278984584296,0.00684586383345598
"hoa2","KO","PMPCA",-0.000939285748469497,-0.00584513604788527
"hoa2","KO","PMPCB",-0.00525348312220073,0.00397041013886242
"hoa2","KO","PPP1R14A",0.00641599375604906,0.000308645677188144
"hoa2","KO","PRDX1",-0.00625600570923849,0.00489195464171437
"hoa2","KO","PRDX2",-0.0114349043913838,0.00822401597313304
"hoa2","KO","PRDX3",0.000286527863250669,0.00221869554343337
"hoa2","KO","PRDX5",-0.0120710762007674,0.00718720159485378
"hoa2","KO","PRKX",0.00726789645422611,0.000987253200346706
"hoa2","KO","RASGEF1B",-4.82933724930435e-06,0.000844396865963695
"hoa2","KO","RCAN1",-0.00517639685298618,0.00499926076851406
"hoa2","KO","RELA",-0.00273835511683892,0.00438892225333292
"hoa2","KO","RGS16",-0.00640711765490534,0.0053453121582377
"hoa2","KO","RGS2",0.000111168300930684,-0.000176207512213511
"hoa2","KO","RHEB",-0.00664405719192476,0.00570665741766531
"hoa2","KO","RND1",-0.00642507505121227,0.00478266974509915
"hoa2","KO","RND3",1.35816746343763e-05,3.60552875524562e-05
"hoa2","KO","RNPC3",-0.000614991663654844,0.00329658963476237
"hoa2","KO","RPL32P3",-0.0230085420178122,-0.12556285877734
"hoa2","KO","RPS6KA5",0.00190829461432238,0.00212488422028508
"hoa2","KO","RPS6KB1",-0.00507900389958067,0.00423930268182895
"hoa2","KO","RRN3P1",-0.0182370091063626,-0.129682385574699
"hoa2","KO","SELE",-0.00698117502032696,0.00492914343350319
"hoa2","KO","SEMA3A",-0.00522925434932119,0.00492905561504431
"hoa2","KO","SEMA3G",0.00673674149868155,0.000125323610025924
"hoa2","KO","SEMA4A",-0.00144316908125832,0.00287704658810676
"hoa2","KO","SERPINE1",-0.00528278893756868,0.00487030274821611
"hoa2","KO","SIPA1L2",0.00724719660560582,0.000100056937247181
"hoa2","KO","SLC25A44",-0.00253706484334923,0.00348105452410632
"hoa2","KO","SLC26A2",0.00428294911645672,0.00171885587740803
"hoa2","KO","SLC4A7",0.00345070584683827,0.00250767711241942
"hoa2","KO","SLC5A3",-0.00213289317157337,0.00465083487272665
"hoa2","KO","SLC6A6",0.00707395605171458,0.00011295709476964
"hoa2","KO","SNORD3A",-0.00300213815897205,0.0043536594987858
"hoa2","KO","SOD1",-0.00726077448043963,0.00515969874045489
"hoa2","KO","SOD2",-0.00380236046914662,0.00398290789017698
"hoa2","KO","SOX13",0.00832131268269663,-0.00019625424280033
"hoa2","KO","SOX17",0.00440984766697406,0.0012125693002748
"hoa2","KO","SQSTM1",-0.00228808490031415,0.00230993361683268
"hoa2","KO","SRGN",0.00520058726407913,0.000774459319411626
"hoa2","KO","SYBU",0.00119564551376061,0.00104426649118983
"hoa2","KO","SYNJ2",0.00555217289747174,0.000995017126699562
"hoa2","KO","SYT11",0.00739493731194455,0.000267259681501563
"hoa2","KO","TAGLN",0.000407298392279065,0.00206765877819542
"hoa2","KO","TAX1BP1",-0.00270341444806525,0.00388175325565188
"hoa2","KO","TBK1",-0.00361433741235274,0.00454745795557064
"hoa2","KO","TCF15",0.00356019179083823,0.00218657142164809
"hoa2","KO","TEAD1",-0.00357800982529356,0.0045590708838919
"hoa2","KO","TEAD4",-0.00268266734063332,0.00491247682553398
"hoa2","KO","TEK",0.00178948679275224,-0.00325721281798178
"hoa2","KO","TFAM",-0.0117950322789391,0.00798164602696502
"hoa2","KO","THBS1",0.00180662756843562,0.00289439449498195
"hoa2","KO","THY1",-0.00507163286310941,0.00531085343133736
"hoa2","KO","TIMP4",-0.00114072935780758,-0.00405698817445168
"hoa2","KO","TIPARP",-0.00635295239710193,0.00526626907722175
"hoa2","KO","TLCD2",1.95428182406504e-05,3.80702550459487e-05
"hoa2","KO","TM6SF1",0.00656880648173515,0.000396970182055223
"hoa2","KO","TMEM161B-AS1",-0.0387029880736795,0.0078895908148079
"hoa2","KO","TMEM173",0.00070417925862742,0.00315893470943272
"hoa2","KO","TNFAIP3",-0.00967854246287144,0.00658564550188837
"hoa2","KO","TNFRSF4",0.00526532958902236,0.000955161815286796
"hoa2","KO","TRAP1",-0.00634350418204068,0.00566883148772061
"hoa2","KO","TRDMT1",-0.0115189336461963,-0.0163243850054013
"hoa2","KO","TSC1",0.000609160517270614,0.000661672023557906
"hoa2","KO","TSC2",0.00280464506881648,0.00123296172455072
"hoa2","KO","TSPAN13",0.00808174018944813,-0.000371075314761366
"hoa2","KO","TTC21B",-0.0035459028185991,0.00358588342755052
"hoa2","KO","TXN2",-0.00629960664346634,0.00605589356866386
"hoa2","KO","ULK1",-0.000218130252963546,0.00334531374212284
"hoa2","KO","UQCRB",-0.0182497888039272,0.0104541143782411
"hoa2","KO","UQCRC1",-0.00675560773884113,0.00488122800343443
"hoa2","KO","UQCRC2",-0.0089401900343988,0.00657563520321747
"hoa2","KO","VCAM1",-0.00589271792063847,-0.00379770197252261
"hoa2","KO","VCAN",0.0189189523150253,0.000177770637080178
"hoa2","KO","VCP",-0.009068952847472,0.00693192758919034
"hoa2","KO","VDAC1",-0.0074740566192219,0.00601221605351415
"hoa2","KO","VDAC2",-0.00580280068815127,0.00580846235261785
"hoa2","KO","VDAC3",-0.00419935696643804,0.00468655082867198
"hoa2","KO","VEGFC",0.0018264663462882,0.00244806550383218
"hoa2","KO","VSIR",0.00817545205247186,-0.000268000508235381
"hoa2","KO","VWF",0.00425148543310136,0.00160788079994519
"hoa2","KO","WDR44",-0.00443651821533297,0.00241166372864318
"hoa2","KO","WWTR1",-0.110805585601863,0.0164598801729909
"hoa2","KO","YAP1",-0.00634192106972361,0.00570464217317748
"hoa2","KO","YME1L1",-0.00238768033703806,0.00368334881629352
"hoa2","KO","ZEB2",0.00201925480302543,0.00341414128848556
"hoa2","KO","ZNF224",0.00581154482096688,0.0020926573242292
"hoa2","KO","ZNF331",0.000791441771553238,0.00127857154529905
