"variant","donor","state","gene","PC1","PC2"
"primary","hoa3","KO","CYP1B1",0.00725888414887187,-0.0909112826169775
"primary","hoa3","KO","DDHD1",-0.00402194841917844,-0.000587345480869657
"primary","hoa3","KO","DEPP1",0.00483918674988477,-0.00671937274106733
"primary","hoa3","KO","DGKE",-0.0163423172000743,-0.0145860034911916
"primary","hoa3","KO","DLL4",0.00372955350574154,-0.00643543153499124
"primary","hoa3","KO","DNAJA4",-5.17102435477023e-05,1.20262590871904e-05
"primary","hoa3","KO","DNM1L",0.0536449073253248,0.0137848953421495
"primary","hoa3","KO","DNM2",0.00613961478567459,-0.00338080159308923
"primary","hoa3","KO","DUSP2",-0.00194424569490648,-0.000130647286611337
"primary","hoa3","KO","DUSP4",-0.00024492408016507,-4.55309170094453e-05
"primary","hoa3","KO","ECRG4",-0.0303819906739804,-0.012654635608636
"primary","hoa3","KO","EDN1",0.00646506055362307,-0.00580725318812491
"primary","hoa3","KO","EDNRB",-0.0234995146476228,-0.0161204567171055
"primary","hoa3","KO","EFNB1",0.00429962982452267,-0.00684655516204112
"primary","hoa3","KO","EGR1",-0.0121226197491189,0.0028903016706094
"primary","hoa3","KO","EGR3",-0.00597632081625955,-0.00095295184336124
"primary","hoa3","KO","EIF4EBP1",0.0974710379220342,0.0243207811254084
"primary","hoa3","KO","EMCN",0.0110306071473277,-0.0832121175955447
"primary","hoa3","KO","EMP3",0.00501548593577427,-0.006492960626551
"primary","hoa3","KO","ENG",-0.00194687310089353,-0.00249345318175568
"primary","hoa3","KO","ERO1B",-0.0368590127683307,-0.0212731522883537
"primary","hoa3","KO","F2RL3",-0.00580915146685058,-0.00169308247193177
"primary","hoa3","KO","F8",-0.00757157603685572,-0.0118123918407038
"primary","hoa3","KO","FAM107A",0.00417421001221528,-0.0066624326957396
"primary","hoa3","KO","FAM184A",-0.0467172064600692,-0.0256320715135609
"primary","hoa3","KO","FAN1",-0.0299669836511807,-0.00994880909570417
"primary","hoa3","KO","FBLN2",0.00657963566236413,-0.00611703511615124
"primary","hoa3","KO","FILIP1",-0.0218329210042719,-0.0161992020918807
"primary","hoa3","KO","FILIP1L",0.00108606853702969,-0.0025786943942684
"primary","hoa3","KO","FIS1",0.0788020013268348,0.0107543614951903
"primary","hoa3","KO","FKBP8",0.000575339261099102,-0.00168347929485903
"primary","hoa3","KO","FLT1",0.00391455189103893,-0.00345305845015337
"primary","hoa3","KO","FMO2",-0.0361681609922604,-0.0217041238298332
"primary","hoa3","KO","FUT8",0.00410488833951595,-0.006308811200156
"primary","hoa3","KO","GABARAP",-0.000343379236732487,0.000149035446790411
"primary","hoa3","KO","GABARAPL2",0.00298625652696473,-0.00507240573474657
"primary","hoa3","KO","GABPA",0.00660011222543891,-0.00280123876362635
"primary","hoa3","KO","GABRB2",0.000194340564249838,0.000137459431887914
"primary","hoa3","KO","GADD45G",-0.00434738082798444,0.000517339536096635
"primary","hoa3","KO","GBP1",-0.00174547943739133,-0.00584639400951152
"primary","hoa3","KO","GCNT2",0.00171708212458425,-0.00358863177824289
"primary","hoa3","KO","GIGYF1",-0.0355181639522262,-0.0215133045695761
"primary","hoa3","KO","GIGYF2",0.129153797273288,0.030633568603954
"primary","hoa3","KO","GPRC5A",-0.0051222606201312,4.04364647576645e-05
"primary","hoa3","KO","GPRC5B",-0.00334548478348316,-0.00940405725035449
"primary","hoa3","KO","GPX4",-0.0369584223258788,-0.0124465116509778
"primary","hoa3","KO","H19",-0.0121207316837179,-0.0122839079655319
"primary","hoa3","KO","HBEGF",-0.00691683281837539,-0.00158177717476496
"primary","hoa3","KO","HES1",-0.00444889168151308,2.93727030350543e-05
"primary","hoa3","KO","HIF1A",-0.00754669609102017,0.00117586819279046
"primary","hoa3","KO","HLA-DQA1",-0.0407660064110443,-0.021788674790696
"primary","hoa3","KO","HMOX1",-0.00790842296593064,-0.000633846481459207
"primary","hoa3","KO","HSPD1",-0.276976644605469,-0.0985014961063412
"primary","hoa3","KO","HSPE1",0.00857005195101114,-0.00446900945922332
"primary","hoa3","KO","HTRA2",0.70437363891453,0.122666157326622
"primary","hoa3","KO","ICAM1",-0.0125543613686022,0.00264554039052191
"primary","hoa3","KO","ICAM4",-0.00764622658444417,-8.75478785220217e-05
"primary","hoa3","KO","IER3",-0.00626002498194753,0.000864556312131047
"primary","hoa3","KO","IFIT1",0.0144239812910731,-0.00159254118251925
"primary","hoa3","KO","IFIT2",4.72448952301944e-16,4.69820865105393e-16
"primary","hoa3","KO","IFIT3",0.0038689876939191,-0.0047845370070383
"primary","hoa3","KO","IFT88",0.00263489380627381,-0.000346443473202438
"primary","hoa3","KO","IGFBP5",-2.13765389442377e-14,-1.15145415914652e-14
"primary","hoa3","KO","IKBKB",0.00277290872809667,-0.00417521377105902
"primary","hoa3","KO","IL32",0.00104770458140719,-0.00748003955013929
"primary","hoa3","KO","INF2",-0.0123343555620552,-0.00638777681568408
"primary","hoa3","KO","INHBB",0.0039191412278363,-0.00481585048687757
"primary","hoa3","KO","INMT",0.00232981346237788,-0.000149119811161758
"primary","hoa3","KO","IRF3",-0.0332419437089918,-0.0195997226292403
"primary","hoa3","KO","IRF7",-0.0369943178570883,-0.0212020955135375
"primary","hoa3","KO","ISG15",0.00596893317337215,-0.00558881985040542
"primary","hoa3","KO","JAG1",0.00501143518251228,-0.00627655327143261
"primary","hoa3","KO","JAG2",0.00456699829216565,-0.00654961697624923
"primary","hoa3","KO","KCNQ1OT1",-0.00853897934709292,-0.00212661646644367
"primary","hoa3","KO","KDM6B",-0.00773206400423081,-0.00105426324979286
"primary","hoa3","KO","KDR",-0.00176684283531996,-0.00525831842660808
"primary","hoa3","KO","KEAP1",-0.00978658833587277,-0.00482794513410178
"primary","hoa3","KO","KIAA0040",-0.0030795435364423,0.00101178741957768
"primary","hoa3","KO","LAMA3",0.00400105905750575,-0.00689259126229192
"primary","hoa3","KO","LATS1",-0.0170960691457822,-0.00570585740038683
"primary","hoa3","KO","LATS2",0.000130528508120469,-6.9319498295003e-05
"primary","hoa3","KO","LCN6",-0.00143074331084864,-0.00132755253474646
"primary","hoa3","KO","LEPR",0.00480621573702552,-0.00616207785755904
"primary","hoa3","KO","LGALS1",-0.009943668061088,-0.0118497987401564
"primary","hoa3","KO","LINC00472",4.76244817293664e-14,2.52216937033234e-14
"primary","hoa3","KO","LONP1",0.00370733033355662,-0.000324415912636734
"primary","hoa3","KO","LRG1",-0.000885899344214824,0.000255260525577533
"primary","hoa3","KO","LTBP4",0.00568750801897227,-0.00600134101760798
"primary","hoa3","KO","MAP1B",0.00471875090407523,-0.00598841851320796
"primary","hoa3","KO","MAP1LC3B",-0.00494952624514871,-0.00052156002317346
"primary","hoa3","KO","MCAM",0.00436350902786642,-0.00655400469222429
"primary","hoa3","KO","MCL1",-0.00582644827485757,-0.000335796506964857
"primary","hoa3","KO","MEOX2",-0.034075653027342,-0.0212227734606671
"primary","hoa3","KO","MET",0.0094976863096037,-0.00568855348655235
"primary","hoa3","KO","MFF",-0.0128858771461762,-0.00474845819987345
"primary","hoa3","KO","MFN1",-0.000123110336150225,-0.00103881243889284
"primary","hoa3","KO","MFN2",0.000133830495938768,-3.45154012475136e-05
"primary","hoa3","KO","MGP",0.00588558089529156,-0.00514439108894064
"primary","hoa3","KO","MIGA1",0.00718062483878699,-0.00480419975539595
"primary","hoa3","KO","MIR222HG",-0.00816962058942692,0.000429113329406491
"primary","hoa3","KO","MIR22HG",-0.00630920952318803,-0.00169924485294177
"primary","hoa3","KO","MMP2",0.0034532531626847,-0.00661434084103891
"primary","hoa3","KO","MSX1",-0.00645611615897347,-0.00106715336052374
"primary","hoa3","KO","MT-ATP6",-0.0065467482690248,-0.00628305260921063
"primary","hoa3","KO","MT-CO1",-0.00465882400013353,-0.00890213636854372
"primary","hoa3","KO","MT-CO2",-0.0123169885641563,-0.00810173852002896
"primary","hoa3","KO","MT-ND1",-0.00429891853080737,-0.00401939768723618
"primary","hoa3","KO","MT-ND4",-0.00669817141863434,-0.00665969490377753
"primary","hoa3","KO","MT1E",-1.9196528401758e-13,-1.20521776727136e-13
"primary","hoa3","KO","MT1X",0.000720858345830744,0.00159831595520837
"primary","hoa3","KO","MT2A",-0.00738626153075882,0.000700264751216399
"primary","hoa3","KO","MTCH2",-0.00351286924631074,-0.00068645230815237
"primary","hoa3","KO","MTFR1L",-0.000938056628647553,-0.00204863310159429
"primary","hoa3","KO","MTOR",-0.000433336293253256,8.50526634063188e-05
"primary","hoa3","KO","MX1",0.00585440190780486,-0.00241027936335794
"primary","hoa3","KO","NBR1",0.0289898182189353,0.00389723638974723
"primary","hoa3","KO","NDUFA1",0.12727414510798,0.0159658089348141
"primary","hoa3","KO","NDUFB8",0.0213744587788068,-0.0313058548316206
"primary","hoa3","KO","NDUFS1",0.00623035270174641,-0.00318209014448563
"primary","hoa3","KO","NFE2L2",-0.0064576400665194,-0.000423335372628452
"primary","hoa3","KO","NFKB1",-0.00554695504227322,-0.00105435629279896
"primary","hoa3","KO","NFKBIA",-0.0084788331659532,0.00321625853249328
"primary","hoa3","KO","NIBAN1",0.00543809086174461,-0.0041494386578607
"primary","hoa3","KO","NR4A1",-0.00508374922500864,-0.00342685801399581
"primary","hoa3","KO","NR4A2",-0.00530991800887671,-0.000640524052979781
"primary","hoa3","KO","NSUN6",-0.0058093217915997,-0.000381039922576163
"primary","hoa3","KO","OPA1",0.000986236664172365,-0.000360650533512971
"primary","hoa3","KO","OPTN",0.0689755637789827,0.018560193911837
"primary","hoa3","KO","PARL",0.0544051086033005,0.0154870090328719
"primary","hoa3","KO","PDGFB",-0.0104910078180437,-0.01210513727837
"primary","hoa3","KO","PECAM1",0.000727395468357174,-0.00894109047426009
"primary","hoa3","KO","PGF",-0.00478123013673043,-0.00231651827686628
"primary","hoa3","KO","PHB2",0.00961001408027793,0.000596365984042026
"primary","hoa3","KO","PHLDA1",-0.00718982280083709,-0.0010806540633936
"primary","hoa3","KO","PIK3R3",0.00400115579155467,-0.00678926448308138
"primary","hoa3","KO","PIM1",-0.00585132386812115,-0.000152331637583829
"primary","hoa3","KO","PINK1",-3.02236413240252e-13,-1.76178407865287e-13
"primary","hoa3","KO","PLAC9",0.00323862777570018,-0.00291241853290233
"primary","hoa3","KO","PLAUR",-0.00162350531265094,7.4581390653168e-05
"primary","hoa3","KO","PLEKHG2",-0.00881643613029218,-0.00403920357608808
"primary","hoa3","KO","PMAIP1",-0.00545423064074822,-0.000214166598799235
"primary","hoa3","KO","PMPCA",1.41975972642669e-13,8.16514410000866e-14
"primary","hoa3","KO","PMPCB",-0.168956355410134,-0.0389857913321328
"primary","hoa3","KO","PPP1R14A",0.00395579390893792,-0.00669289862371511
"primary","hoa3","KO","PRDX1",0.14949603465927,0.00547005333377114
"primary","hoa3","KO","PRDX2",-0.07075386127244,0.501212378292174
"primary","hoa3","KO","PRDX3",0.0124526206754704,0.00149937820966782
"primary","hoa3","KO","PRDX5",0.0278896370380518,-0.000995339972095503
"primary","hoa3","KO","PRKX",0.00421863836494299,-0.00567844934978144
"primary","hoa3","KO","RASGEF1B",-0.00613130536240828,0.000206943310818097
"primary","hoa3","KO","RCAN1",0.00205639407744188,-0.004870062561639
"primary","hoa3","KO","RELA",-0.000944416352841174,8.17611369722204e-05
"primary","hoa3","KO","RGS16",-0.00517302405697286,4.14225062181718e-05
"primary","hoa3","KO","RGS2",-0.00164637368711136,-7.08760106971055e-05
"primary","hoa3","KO","RHEB",0.00460925891371397,-0.00312502244864282
"primary","hoa3","KO","RND1",-0.0045187521473952,-5.21355445897713e-05
"primary","hoa3","KO","RND3",-1.22085012287451e-13,-7.58093713283986e-14
"primary","hoa3","KO","RNPC3",-0.0355495403566749,-0.0219675696004512
"primary","hoa3","KO","RPL32P3",0.00217084912352796,0.000181093990499308
"primary","hoa3","KO","RPS6KA5",0.00275925189917199,-0.00405863494585404
"primary","hoa3","KO","RPS6KB1",-0.00885742475997383,-0.0042431851002291
"primary","hoa3","KO","RRN3P1",-0.0161994118981439,-0.0109694502864476
"primary","hoa3","KO","SELE",-0.0358925902492399,0.0164585454464885
"primary","hoa3","KO","SEMA3A",0.0192520380263885,-0.00371777314489796
"primary","hoa3","KO","SEMA3G",0.00385765417657834,-0.00632127147137062
"primary","hoa3","KO","SEMA4A",-0.00630822015395174,0.00014757108474564
"primary","hoa3","KO","SERPINE1",-0.00734434513087263,-0.0010195408442405
"primary","hoa3","KO","SIPA1L2",0.00474288075358901,-0.00620112859309128
"primary","hoa3","KO","SLC25A44",-0.00726394586265555,-0.00188819590055353
"primary","hoa3","KO","SLC26A2",0.00512694630649171,-0.0057562960088795
"primary","hoa3","KO","SLC4A7",0.00435089771106997,-0.000207024372468277
"primary","hoa3","KO","SLC5A3",0.000416070609138024,-0.000263323448572308
"primary","hoa3","KO","SLC6A6",0.00437137416777461,-0.00610568459319587
"primary","hoa3","KO","SNORD3A",0.00774784903726386,-0.00392938917169758
"primary","hoa3","KO","SOD1",-0.0715149044668073,0.00623971522582343
"primary","hoa3","KO","SOD2",-0.00736703800514306,-0.000214841186367688
"primary","hoa3","KO","SOX13",0.004909138911863,-0.00602914484706248
"primary","hoa3","KO","SOX17",0.00356325477828536,-0.0049684107320151
"primary","hoa3","KO","SQSTM1",-0.00409682521986006,-0.00051110086169866
"primary","hoa3","KO","SRGN",0.00240750240173833,-0.00705615177061893
"primary","hoa3","KO","SYBU",-0.0319724727606232,-0.0202523687453638
"primary","hoa3","KO","SYNJ2",-0.00394077307497331,-0.00208485028224844
"primary","hoa3","KO","SYT11",0.00614694582933018,-0.00588430961954738
"primary","hoa3","KO","TAGLN",0.00263714465457893,-0.000864050198655725
"primary","hoa3","KO","TAX1BP1",-0.000525014151053725,0.00013533254326194
"primary","hoa3","KO","TBK1",-0.0367892797900963,-0.0213501797899318
"primary","hoa3","KO","TCF15",-0.00847604424729751,-0.00991349626660092
"primary","hoa3","KO","TEAD1",-0.00228576663587192,-0.000430515513611345
"primary","hoa3","KO","TEAD4",0.0267071865495434,0.0107069988080469
"primary","hoa3","KO","TEK",0.00268806432310052,-0.0575979536296521
"primary","hoa3","KO","TFAM",0.000187552631856758,-0.000211446485871067
"primary","hoa3","KO","THBS1",-0.0116082239309001,-0.00425004435586865
"primary","hoa3","KO","THY1",0.00440389034931741,0.00225253622930495
"primary","hoa3","KO","TIMP4",-0.0138537257031415,-0.0109716161804109
"primary","hoa3","KO","TIPARP",-0.0054676174699257,0.000692962403460351
"primary","hoa3","KO","TLCD2",-8.30691787694976e-14,-5.90921222682142e-14
"primary","hoa3","KO","TM6SF1",0.00711875869368649,-0.0052725367051903
"primary","hoa3","KO","TMEM161B-AS1",-0.0363593222193116,-0.0216532971251614
"primary","hoa3","KO","TMEM173",0.0249423534143695,0.00227531231538248
"primary","hoa3","KO","TNFAIP3",-0.00817655200467422,4.12508082538087e-06
"primary","hoa3","KO","TNFRSF4",-0.00745178251295169,-0.00927701582576852
"primary","hoa3","KO","TRAP1",0.00712472930003342,0.000448615018061671
"primary","hoa3","KO","TRDMT1",-0.0284703514686973,-0.019086925016124
"primary","hoa3","KO","TSC1",0.00165748458963584,-0.00134875131177405
"primary","hoa3","KO","TSC2",0.00550398432316735,-0.00463161124239541
"primary","hoa3","KO","TSPAN13",0.00306380453357191,-0.0069277773808022
"primary","hoa3","KO","TTC21B",-0.0390899089439983,-0.0223066423727129
"primary","hoa3","KO","TXN2",0.00112973388806075,-0.000348563793605704
"primary","hoa3","KO","ULK1",0.00319393622036233,-0.000515460923603633
"primary","hoa3","KO","UQCRB",-0.025898739044614,-0.0186294615159113
"primary","hoa3","KO","UQCRC1",0.00585799645566588,-0.000774395614543489
"primary","hoa3","KO","UQCRC2",-0.00184728902238656,-0.00187547961769646
"primary","hoa3","KO","VCAM1",-0.00167638276822864,0.133385750410941
"primary","hoa3","KO","VCAN",0.000109167142402631,-0.0136816277206557
"primary","hoa3","KO","VCP",-0.0319081175758823,-0.0180069425492553
"primary","hoa3","KO","VDAC1",-0.00105300057895427,-0.000522996862200861
"primary","hoa3","KO","VDAC2",0.0130559355969791,0.00147108332836242
"primary","hoa3","KO","VDAC3",-0.0361454800257386,-0.0140618665500018
"primary","hoa3","KO","VEGFC",0.00417563932337697,-0.00618501822825052
"primary","hoa3","KO","VSIR",0.0007551199338791,-0.00768324856334336
"primary","hoa3","KO","VWF",-0.00363752561817674,-0.000513613720034229
"primary","hoa3","KO","WDR44",0.00211626776354283,-0.00204778704345756
"primary","hoa3","KO","WWTR1",-0.00260210752737372,0.000264774997217224
"primary","hoa3","KO","YAP1",0.00184176315150773,-0.00142956535132814
"primary","hoa3","KO","YME1L1",-0.00301985789571571,-0.000649572250425858
"primary","hoa3","KO","ZEB2",-0.00180343426473578,-0.000125050251936897
"primary","hoa3","KO","ZNF224",0.00474487440423065,-0.00358134113631082
"primary","hoa3","KO","ZNF331",0.000984866056396012,-0.00336560738870103
