"variant","donor","state","gene","PC1","PC2"
"primary","hoa3","WT","PRDX5",0.0278900955127586,-0.000995356194486098
"primary","hoa3","WT","PRKX",0.00421864601719933,-0.00567845945117443
"primary","hoa3","WT","RASGEF1B",-0.00613114432717987,0.000206937703400389
"primary","hoa3","WT","RCAN1",0.00205635199134492,-0.00486995590717432
"primary","hoa3","WT","RELA",-0.000944414373817899,8.17609779934697e-05
"primary","hoa3","WT","RGS16",-0.00517288778412151,4.14211744472751e-05
"primary","hoa3","WT","RGS2",-0.00164636033436626,-7.08755519422912e-05
"primary","hoa3","WT","RHEB",0.00460920160031634,-0.00312498233507153
"primary","hoa3","WT","RND1",-0.00451870890402885,-5.2135185679254e-05
"primary","hoa3","WT","RND3",-1.22096900813754e-13,-7.5805395059837e-14
"primary","hoa3","WT","RNPC3",-0.0355495451536177,-0.0219675720286814
"primary","hoa3","WT","RPL32P3",0.00217085257557555,0.000181094346931018
"primary","hoa3","WT","RPS6KA5",0.00275924223896534,-0.00405862000703038
"primary","hoa3","WT","RPS6KB1",-0.0088573918967874,-0.00424316961465894
"primary","hoa3","WT","RRN3P1",-0.0161994123975052,-0.0109694505010269
"primary","hoa3","WT","SELE",-0.0358867769963187,0.0164558889308883
"primary","hoa3","WT","SEMA3A",0.0192523192948066,-0.00371782785374204
"primary","hoa3","WT","SEMA3G",0.00385763465182028,-0.00632123580222026
"primary","hoa3","WT","SEMA4A",-0.00630810151924411,0.000147568176263296
"primary","hoa3","WT","SERPINE1",-0.00734344462431049,-0.0010194202701541
"primary","hoa3","WT","SIPA1L2",0.00474286464536662,-0.0062011050549383
"primary","hoa3","WT","SLC25A44",-0.0072634044061648,-0.00188805906195155
"primary","hoa3","WT","SLC26A2",0.00512697372718714,-0.00575632705061934
"primary","hoa3","WT","SLC4A7",0.00435081339767055,-0.000207020286706374
"primary","hoa3","WT","SLC5A3",0.000416070613334702,-0.000263323447183097
"primary","hoa3","WT","SLC6A6",0.00437135131454887,-0.00610565057713694
"primary","hoa3","WT","SNORD3A",0.0077479327149628,-0.00392943223969723
"primary","hoa3","WT","SOD1",-0.07151661714767,0.006239864261337
"primary","hoa3","WT","SOD2",-0.00736640691057408,-0.000214824458953892
"primary","hoa3","WT","SOX13",0.00490912192092344,-0.00602912206967858
