TF,Liao_KW_p,Liao_KW_method,ONFH_3A_vs_HOA_effect,ONFH_3A_vs_HOA_hodges_lehmann,ONFH_3A_vs_HOA_rank_biserial,ONFH_3A_vs_HOA_p,ONFH_3A_vs_HOA_minimum_p_no_ties,ONFH_4_vs_ONFH_3A_effect,ONFH_4_vs_ONFH_3A_hodges_lehmann,ONFH_4_vs_ONFH_3A_rank_biserial,ONFH_4_vs_ONFH_3A_p,ONFH_4_vs_ONFH_3A_minimum_p_no_ties,ONFH_4_vs_HOA_effect,ONFH_4_vs_HOA_hodges_lehmann,ONFH_4_vs_HOA_rank_biserial,ONFH_4_vs_HOA_p,ONFH_4_vs_HOA_minimum_p_no_ties,SONFH_libraries_vs_HOA_effect_descriptive,Liao_KW_fdr,ONFH_3A_vs_HOA_fdr,ONFH_4_vs_ONFH_3A_fdr,ONFH_4_vs_HOA_fdr
RBPJ,0.025,"exhaustive permutation, tie-corrected",-0.24409869958614758,-0.2745820759347247,-1.0,0.1,0.1,0.06455507735819432,0.15865566236068152,1.0,0.1,0.1,-0.17954362222795325,-0.17954362222795325,-0.5555555555555556,0.4,0.1,-0.2895254950130509,0.8500000000000001,1.0,1.0,1.0
REL,0.8285714285714286,"exhaustive permutation, tie-corrected",0.5830004893718925,0.5830004893718925,0.11111111111111116,1.0,0.1,-0.26829047932852634,-0.26829047932852634,-0.11111111111111116,1.0,0.1,0.3147100100433662,0.3885746669184642,0.5555555555555556,0.4,0.1,-0.5754166513706884,0.9764359351988219,1.0,1.0,1.0
RELA,0.6642857142857143,"exhaustive permutation, tie-corrected",0.9142707430262291,0.9142707430262291,0.33333333333333326,0.7,0.1,-0.6468508372444495,-0.6468508372444495,-0.11111111111111116,1.0,0.1,0.26741990578177965,0.5446434482977056,0.5555555555555556,0.4,0.1,0.002537041682371566,0.9764359351988219,1.0,1.0,1.0
RELB,0.8785714285714286,"exhaustive permutation, tie-corrected",0.23659810466216435,0.23659810466216435,0.33333333333333326,0.7,0.1,-0.3164739205588645,-0.3164739205588645,-0.11111111111111116,1.0,0.1,-0.07987581589670012,0.16041339557849454,0.11111111111111116,1.0,0.1,-0.6256913339764634,0.9764359351988219,1.0,1.0,1.0
RFX5,0.23214285714285715,"exhaustive permutation, tie-corrected",1.2466826746899349,1.2466826746899349,0.5555555555555556,0.4,0.1,-0.877702631951589,-0.877702631951589,-0.33333333333333337,0.7,0.1,0.36898004273834584,0.4497033855321355,1.0,0.1,0.1,-2.962071495154691,0.9764359351988219,1.0,1.0,1.0
RUNX1,0.6285714285714286,"exhaustive permutation, tie-corrected",0.0953095677772251,0.09506279063225143,0.33333333333333326,0.7,0.1,-0.03851292569805698,0.11969721422950386,0.11111111111111116,1.0,0.1,0.056796642079168125,0.21476000486175528,0.5555555555555556,0.4,0.1,0.030760493953665646,0.9764359351988219,1.0,1.0,1.0
RUNX3,0.6285714285714286,"exhaustive permutation, tie-corrected",-0.06961584209380844,-0.05636599597073455,-0.33333333333333337,0.7,0.1,-0.03491781092226409,-0.03580989744741747,-0.5555555555555556,0.4,0.1,-0.10453365301607254,-0.10453365301607254,-0.33333333333333337,0.7,0.1,-0.09920468718712128,0.9764359351988219,1.0,1.0,1.0
RXRA,0.8785714285714286,"exhaustive permutation, tie-corrected",-0.3792018036546585,-0.14668841155740542,-0.11111111111111116,1.0,0.1,0.07546291898969434,-0.01238417432884549,-0.11111111111111116,1.0,0.1,-0.3037388846649642,-0.1590725858862509,-0.33333333333333337,0.7,0.1,-0.6564460510186702,0.9764359351988219,1.0,1.0,1.0
SMAD3,0.8285714285714286,"exhaustive permutation, tie-corrected",-0.025080712250721948,-0.025080712250721948,-0.11111111111111116,1.0,0.1,0.05291825606029921,0.18542058491163527,0.33333333333333326,0.7,0.1,0.02783754380957726,0.23828196582051442,0.33333333333333326,0.7,0.1,0.32542997280739394,0.9764359351988219,1.0,1.0,1.0
SMAD4,0.13214285714285715,"exhaustive permutation, tie-corrected",-0.49983201989026016,-0.7296896668373072,-1.0,0.1,0.1,0.6387673956518096,0.6387673956518096,0.7777777777777777,0.2,0.1,0.13893537576154946,-0.24361806091668425,-0.11111111111111116,1.0,0.1,-1.1328584432650057,0.9764359351988219,1.0,1.0,1.0
SOX10,0.8285714285714286,"exhaustive permutation, tie-corrected",-0.1137196386482815,-0.10449560609825315,-0.33333333333333337,0.7,0.1,0.11166755698005526,0.11166755698005526,0.33333333333333326,0.7,0.1,-0.0020520816682262355,0.018749750979418,0.11111111111111116,1.0,0.1,-0.22328442942860716,0.9764359351988219,1.0,1.0,1.0
SOX2,0.29642857142857143,"exhaustive permutation, tie-corrected",-0.22453992136967066,-0.13136810128201232,-0.33333333333333337,0.7,0.1,0.29482229991681674,0.2556057356614195,0.7777777777777777,0.2,0.1,0.07028237854714608,0.07028237854714608,0.5555555555555556,0.4,0.1,0.07775292976378585,0.9764359351988219,1.0,1.0,1.0
SOX9,0.3607142857142857,"exhaustive permutation, tie-corrected",-0.2610557792318582,-0.2610557792318582,-0.5555555555555556,0.4,0.1,0.2588279690645927,0.3068173470713025,0.7777777777777777,0.2,0.1,-0.002227810167265476,-0.0009638743118867144,-0.11111111111111116,1.0,0.1,-0.43148570364936134,0.9764359351988219,1.0,1.0,1.0
SP1,0.8785714285714286,"exhaustive permutation, tie-corrected",-0.26342666877766074,-0.26342666877766074,-0.33333333333333337,0.7,0.1,0.0797599999317411,0.0797599999317411,0.11111111111111116,1.0,0.1,-0.18366666884591965,-0.18366666884591965,-0.11111111111111116,1.0,0.1,-0.0960870383492205,0.9764359351988219,1.0,1.0,1.0
SP3,0.6642857142857143,"exhaustive permutation, tie-corrected",-0.2912437289678118,-0.24608485533616697,-0.5555555555555556,0.4,0.1,-0.04272912923227623,-0.04272912923227623,-0.11111111111111116,1.0,0.1,-0.33397285820008804,-0.3242080286858955,-0.33333333333333337,0.7,0.1,0.5732649466017903,0.9764359351988219,1.0,1.0,1.0
SPI1,0.16785714285714284,"exhaustive permutation, tie-corrected",0.0256718460448625,0.17458058175295843,0.5555555555555556,0.4,0.1,0.11485734239638734,0.1071898461141374,0.33333333333333326,0.7,0.1,0.14052918844124984,0.2543616919346374,1.0,0.1,0.1,-0.5097377506070442,0.9764359351988219,1.0,1.0,1.0
SREBF1,0.5107142857142857,"exhaustive permutation, tie-corrected",-0.29263985580711616,-0.1880386649271813,-0.5555555555555556,0.4,0.1,0.1928375368967979,0.18491219799957206,0.5555555555555556,0.4,0.1,-0.09980231891031825,-0.09980231891031825,-0.11111111111111116,1.0,0.1,-0.1338480191451647,0.9764359351988219,1.0,1.0,1.0
SREBF2,0.5107142857142857,"exhaustive permutation, tie-corrected",-0.22821873456677463,-0.14903677098492682,-0.5555555555555556,0.4,0.1,0.16322720561942256,0.16322720561942256,0.5555555555555556,0.4,0.1,-0.06499152894735208,-0.06499152894735208,-0.11111111111111116,1.0,0.1,-0.01643118720510293,0.9764359351988219,1.0,1.0,1.0
SRF,0.8785714285714286,"exhaustive permutation, tie-corrected",0.7026765901029455,0.7026765901029455,0.33333333333333326,0.7,0.1,-0.09190252159403123,-0.09190252159403123,-0.11111111111111116,1.0,0.1,0.6107740685089142,0.32130111103154135,0.11111111111111116,1.0,0.1,1.2802138270117664,0.9764359351988219,1.0,1.0,1.0
STAT1,0.9285714285714286,"exhaustive permutation, tie-corrected",-0.10633090780433241,-0.10633090780433241,-0.11111111111111116,1.0,0.1,0.0468799522745984,0.0468799522745984,0.11111111111111116,1.0,0.1,-0.059450955529734006,-0.059450955529734006,-0.33333333333333337,0.7,0.1,-0.6440545299286582,0.9764359351988219,1.0,1.0,1.0
STAT2,0.3607142857142857,"exhaustive permutation, tie-corrected",0.0007360038909345334,0.0007360038909345334,0.11111111111111116,1.0,0.1,-0.49620697128895275,-0.49620697128895275,-0.5555555555555556,0.4,0.1,-0.4954709673980182,-0.4954709673980182,-0.7777777777777778,0.2,0.1,-0.7453465744789329,0.9764359351988219,1.0,1.0,1.0
STAT3,0.8285714285714286,"exhaustive permutation, tie-corrected",0.5063128720347532,0.4646123717485118,0.33333333333333326,0.7,0.1,-0.6832224498443633,-0.21695993080205422,-0.33333333333333337,0.7,0.1,-0.17690957780961014,-0.06017087737255267,-0.11111111111111116,1.0,0.1,-0.5828933353100814,0.9764359351988219,1.0,1.0,1.0
STAT5A,0.6285714285714286,"exhaustive permutation, tie-corrected",-0.23371538449473322,-0.23371538449473322,-0.5555555555555556,0.4,0.1,0.23260751389321677,0.18515284994604597,0.33333333333333326,0.7,0.1,-0.0011078706015164586,-0.0011078706015164586,-0.11111111111111116,1.0,0.1,0.10285066961332395,0.9764359351988219,1.0,1.0,1.0
STAT5B,0.6642857142857143,"exhaustive permutation, tie-corrected",-0.11043082760291495,-0.11043082760291495,-0.33333333333333337,0.7,0.1,0.08902249176186167,0.08902249176186167,0.5555555555555556,0.4,0.1,-0.021408335841053283,-0.021408335841053283,-0.11111111111111116,1.0,0.1,-0.14257886543992293,0.9764359351988219,1.0,1.0,1.0
STAT6,0.3392857142857143,"exhaustive permutation, tie-corrected",-0.07464472605882477,-0.0712299214223786,-0.11111111111111116,1.0,0.1,0.28314027386026597,0.28314027386026597,0.7777777777777777,0.2,0.1,0.2084955478014412,0.2084955478014412,0.5555555555555556,0.4,0.1,-0.002323071175011293,0.9764359351988219,1.0,1.0,1.0
TAL1,0.13214285714285715,"exhaustive permutation, tie-corrected",0.029460988607007188,0.029460988607007188,0.33333333333333326,0.7,0.1,-0.26992072264048206,-0.26992072264048206,-0.7777777777777778,0.2,0.1,-0.24045973403347487,-0.24045973403347487,-1.0,0.1,0.1,-0.005590899424663176,0.9764359351988219,1.0,1.0,1.0
TBP,0.6285714285714286,"exhaustive permutation, tie-corrected",-0.19595596058549303,0.09021294847118133,0.11111111111111116,1.0,0.1,-0.38802583233344556,-0.38802583233344556,-0.5555555555555556,0.4,0.1,-0.5839817929189386,-0.34995721191386275,-0.33333333333333337,0.7,0.1,0.5649930288079434,0.9764359351988219,1.0,1.0,1.0
TCF3,0.6285714285714286,"exhaustive permutation, tie-corrected",-0.046151691914375875,-0.046151691914375875,-0.33333333333333337,0.7,0.1,0.023841332890994743,0.023841332890994743,0.33333333333333326,0.7,0.1,-0.022310359023381132,-0.021131374116540508,-0.5555555555555556,0.4,0.1,-0.1959317125535601,0.9764359351988219,1.0,1.0,1.0
TCF7L2,0.5107142857142857,"exhaustive permutation, tie-corrected",0.014286340126777874,0.0023300169436126783,0.11111111111111116,1.0,0.1,0.17820260290298862,0.1868191458094255,0.5555555555555556,0.4,0.1,0.1924889430297665,0.18914916275303817,0.5555555555555556,0.4,0.1,0.0486357949311258,0.9764359351988219,1.0,1.0,1.0
TFAP2A,0.9285714285714286,"exhaustive permutation, tie-corrected",0.21281533516888346,-0.135364530834091,-0.11111111111111116,1.0,0.1,-0.01812175604898625,-0.04545932471826375,-0.33333333333333337,0.7,0.1,0.1946935791198972,-0.3145435929219429,-0.11111111111111116,1.0,0.1,0.40772017943895916,0.9764359351988219,1.0,1.0,1.0
TFAP2C,0.9285714285714286,"exhaustive permutation, tie-corrected",-0.2021782220770616,-0.2021782220770616,-0.11111111111111116,1.0,0.1,0.15720324646996375,0.15720324646996375,0.33333333333333326,0.7,0.1,-0.044974975607097845,-0.044974975607097845,-0.11111111111111116,1.0,0.1,-0.3053284901805351,0.9764359351988219,1.0,1.0,1.0
TFDP1,0.9285714285714286,"exhaustive permutation, tie-corrected",-0.09291667638623036,-0.010293031705815636,-0.11111111111111116,1.0,0.1,-0.1349303359643499,-0.1349303359643499,-0.33333333333333337,0.7,0.1,-0.22784701235058025,-0.22784701235058025,-0.11111111111111116,1.0,0.1,0.6412588289568135,0.9764359351988219,1.0,1.0,1.0
TP53,0.7214285714285714,"exhaustive permutation, tie-corrected",-0.053673565852394134,-0.053673565852394134,-0.33333333333333337,0.7,0.1,-0.1751098721436568,-0.1751098721436568,-0.33333333333333337,0.7,0.1,-0.22878343799605094,-0.22878343799605094,-0.33333333333333337,0.7,0.1,0.4981541541900123,0.9764359351988219,1.0,1.0,1.0
TP63,0.6642857142857143,"exhaustive permutation, tie-corrected",0.008892230130383538,0.008892230130383538,0.11111111111111116,1.0,0.1,-0.12474789049025659,-0.12474789049025659,-0.33333333333333337,0.7,0.1,-0.11585566035987305,-0.11585566035987305,-0.5555555555555556,0.4,0.1,-0.39061873625511745,0.9764359351988219,1.0,1.0,1.0
TWIST1,0.8285714285714286,"exhaustive permutation, tie-corrected",0.050447413596677496,-0.25313205681086987,-0.11111111111111116,1.0,0.1,0.1283659091803819,0.22882627963253244,0.5555555555555556,0.4,0.1,0.1788133227770594,-0.02430577717833743,-0.11111111111111116,1.0,0.1,0.07664028675234173,0.9764359351988219,1.0,1.0,1.0
USF1,0.9928571428571429,"exhaustive permutation, tie-corrected",0.47518986571403277,0.0785135204661449,0.11111111111111116,1.0,0.1,-0.13746554235700392,-0.13746554235700392,-0.11111111111111116,1.0,0.1,0.33772432335702884,0.33772432335702884,0.11111111111111116,1.0,0.1,0.35523369763321266,1.0,1.0,1.0,1.0
USF2,0.8285714285714286,"exhaustive permutation, tie-corrected",0.17646651724976303,0.17646651724976303,0.33333333333333326,0.7,0.1,0.04005469852581456,-0.011695219817296376,-0.11111111111111116,1.0,0.1,0.2165212157755776,0.14820588325546513,0.33333333333333326,0.7,0.1,-0.4540844661606025,0.9764359351988219,1.0,1.0,1.0
VDR,0.7214285714285714,"exhaustive permutation, tie-corrected",0.4474130378274799,0.4474130378274799,0.33333333333333326,0.7,0.1,-0.20683488384563864,-0.20683488384563864,-0.33333333333333337,0.7,0.1,0.24057815398184124,0.22256297773565326,0.33333333333333326,0.7,0.1,-0.20356854333491947,0.9764359351988219,1.0,1.0,1.0
WT1,0.6285714285714286,"exhaustive permutation, tie-corrected",0.2748006633165947,0.2748006633165947,0.33333333333333326,0.7,0.1,-0.2723484373862892,-0.2723484373862892,-0.5555555555555556,0.4,0.1,0.002452225930305474,-0.06174873491176647,-0.11111111111111116,1.0,0.1,0.20768880295206138,0.9764359351988219,1.0,1.0,1.0
YY1,0.9285714285714286,"exhaustive permutation, tie-corrected",-0.00287261692743207,-0.00287261692743207,-0.11111111111111116,1.0,0.1,-0.0948903566827809,-0.0948903566827809,-0.33333333333333337,0.7,0.1,-0.09776297361021297,-0.09776297361021297,-0.11111111111111116,1.0,0.1,0.17951983175129882,0.9764359351988219,1.0,1.0,1.0
