,baseMean,log2FoldChange,inferential_status
KIAA0895L,62.04513042181549,0.995148538619663,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
AGPAT5,192.47300518900656,0.6084938852582517,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CDH5,2444.423962405724,0.5054887171678161,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SHANK3,998.188035125556,-0.6269053487696378,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ALS2CL,87.2521172266594,-0.6868545361466447,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FARP1,223.2122669252239,-0.46816429096464185,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ALDH5A1,24.50966941997893,-1.4276318913294055,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TRMT61A,57.04694129640695,0.7224721263334485,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RFLNB,740.051218419486,0.8731876658472588,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SCPEP1,184.54716848124437,-0.7062347399195693,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FNDC1,13.181549600410339,1.83629999831202,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TDRP,97.74367265068089,-0.649143843897308,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
BCAR1,600.1090214576192,-0.6244898110630285,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TMEM80,96.39880927324612,-0.6882949084325519,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MGRN1,132.51489841102185,0.5859645550701073,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ARL17B,28.003538224772942,-1.2275173327465936,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ARL6IP6,275.07362104036883,0.5491815931062943,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
IARS2,392.8998402346342,0.45540989002811944,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CENPB,374.57946026646124,0.5006019687121909,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RFWD3,62.568192957886154,0.8526675065490807,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
AK6,210.9843426622518,-0.568210256348359,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CCNG2,335.3468753691063,-0.6820125164083235,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HNRNPH3,980.1167416625898,-0.4464798454955176,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
USP44,10.781253793696294,-1.6209674028751986,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PCMTD2,324.2996794543888,-0.5261626006002981,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LIG4,45.415111013262845,0.9984012981638891,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PSMD9,96.69441578897644,-0.6758090864918274,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZNF689,90.68578894774896,-0.7964623354524347,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TFDP2,285.3794707609718,-0.45251543750578377,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CATSPER1,5.837752848530731,2.4958716305533737,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
KLHL3,217.49239481122657,-0.8379497002833964,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DYRK4,89.66578234442765,1.0133831177976769,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ISCA1,289.6738913470802,-0.4590498683796437,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
COPS2,476.1110990567519,-0.4517949748965829,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
C14orf132,189.22293505292075,0.6484949059313838,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MDFIC,599.9361115702768,-0.4741039043855037,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
EPB41L2,330.64554960903655,-0.7260689170653918,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CLIP3,10.272639508767481,2.225339834008085,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
IGF1R,214.8380775775807,-0.6100431309853614,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TIMP1,5222.618067008211,0.6541925640193682,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
EXTL2,93.18506255049176,0.8528425632174954,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MFNG,318.4358910547561,0.6045015410681922,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HAUS7,23.56859492220959,-1.1519179150814367,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PKMYT1,9.591821721179146,2.112886000355541,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
KIF23,17.473989722540413,1.7630606194930751,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
STN1,221.3752543883185,0.530196849248426,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HIVEP3,107.12190290934464,-0.582625662878584,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RAI2,118.65451155528108,0.684708184181563,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
GNAI1,222.89136365894234,-0.9653551168562339,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZFYVE26,40.717108677152034,0.9167989465431569,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RNPEP,153.79194785135533,0.5665637451906146,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
GCHFR,38.22431188332304,-0.9948772629835441,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TOPORS,534.1954308805217,-0.48023003222660343,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PIGP,191.9221613112587,-0.517665167178429,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
USP6NL,98.96140619275643,-0.5959599795761215,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PTPRD,6.268238625778021,2.9526204570554384,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NBL1,521.4513574077667,0.6299494184806487,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NSUN2,122.89319762835589,0.5337316080516584,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZNF696,47.76047828145123,-0.7717303825149937,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MAP7,16.44766002123537,-1.8548316103000981,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SEC61A2,28.545682513677338,1.1760368105811108,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NANOS1,30.10587916778752,-2.154178936669499,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
JAZF1,203.90447541290632,-0.5633712627583559,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HYAL3,20.65199150691486,1.2199095559311044,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
INPPL1,119.30340114536149,0.654149423066143,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ECT2,103.01416517630241,0.9105622801342127,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TMEM268,25.900589665415684,-0.9882262763054064,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PTGES3,1816.2255579322612,-0.3301595740806524,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
POMZP3,26.052586956925328,-1.1074288252782885,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
AP5Z1,111.08355736793577,0.6774195754398878,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ATP6V1E1,389.45398330492515,0.40855060275249966,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SDS,4.02358307532844,3.6174388364250443,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RAB3IP,39.20868385141487,-1.2709156455690587,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
BARX1,4.790337586641026,3.0780303409661296,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
UBP1,217.30451898247264,0.5515121051941889,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZBTB43,224.6485521599498,-0.6042337757889524,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZNF142,57.77431173648229,0.7868851783610261,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TBC1D10A,114.66229790365516,-0.6294692049913979,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
EEF1AKMT4,35.985555823096085,1.0058076844125134,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TUT4,486.83739978181296,-0.4479713272664919,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ADTRP,4.179369370852806,3.7023535119812903,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SUGP2,214.43511654113715,0.6194109193557653,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MKI67,99.59906770317635,2.2644152464139724,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ABCD3,139.6314529820069,0.5333506422315659,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RTN1,4.26736258000671,3.683725875304637,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RBP5,110.10135332741604,-2.04213692891396,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DYNC1H1,1416.119610552031,0.41492295931986556,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ANKRD37,122.223783903321,0.935841983217424,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TWF2,344.7056891211858,0.5334191410345592,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CD24,6.004689551443188,3.3730265174137894,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MARCO,5.26048022270006,4.008765107635848,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TCF4-AS2,22.963800440667374,1.3406761585510296,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CFH,819.346859948596,0.6094862179585812,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
GABRE,142.3320743957591,-0.7514167075863535,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
OPTN,592.3572010893776,0.4686088223446932,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PRIM1,52.35269541402814,-0.6955788265280133,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SAMD14,32.33346530768932,1.3366686640608452,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PITPNM1,22.29381455169496,1.147548585140394,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SRI,957.6798609699371,-0.4169905297726645,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PBX3,125.92246274932636,0.6731835475516015,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LETM1,139.20380350397406,0.6831751298559453,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TNFRSF8,7.4203677932646,-2.046199583096299,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
UBB,5313.248312010934,-0.49748127753588506,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ATG13,100.73283488723811,0.7534039147832498,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MPHOSPH9,72.17305200047043,0.7182665500013748,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PRR11,43.763249291024856,1.0369170557534058,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TRAF7,213.0406366138558,0.5516818593343231,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ATP5MF,757.0856506632874,0.47345202382573903,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TRMU,87.32855225378349,0.6336438984147293,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SEC23A,341.35791285704414,0.4602733131265411,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ECM2,13.712500187055507,1.631498544571738,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TSLP,30.073516004846116,-2.0765654167244976,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PRKCG,8.093713561627357,3.5870691084463924,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FAT1,15.050308769230755,1.8593723290973398,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
IGHM,22.732996936024538,-4.268501564212008,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DHRS4L2,182.0022396600992,-0.5384119609036114,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TSSC4,309.7501009902254,-0.5740413705016353,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
COMT,650.4135910483284,-0.4367787400080317,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PRTFDC1,31.965441008814174,1.165052116477043,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PLEKHN1,8.82302384451225,1.8310495636482493,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MX2,178.96390770844934,2.1645878361545625,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZFAS1,2067.437809945687,-0.5550101425708281,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LRIG3,109.72837431912951,-0.7261038695813652,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DHDDS,83.04975324809114,0.6136085335199095,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CKS2,344.7255339261566,-0.6117316554547351,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ERG28,138.73822274875303,0.6854037703938857,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FAM117B,71.05522203679027,-0.7252622620912802,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZNF620,45.613769684919,-0.8343087707525533,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CASP7,176.58282476355734,0.5718795308331547,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PIF1,10.412178486472241,1.8381276719185544,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SIPA1L3,49.727870762235035,0.7855145134515484,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PPP2R3B,42.38256386854962,1.000471409074708,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
OTUD6B,89.99146111091838,0.6342094619468865,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HMGCR,142.82844714350688,0.539326841830531,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MAVS,226.42591012915668,0.6168327527640901,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ANKRD49,87.16646324380893,0.8126829952641897,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CHAF1A,42.79735802093901,1.0271338825187455,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ACAP2,815.740154743539,-0.39193893557181,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
GMPPA,70.58496999884163,0.6981371547190819,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ORAI2,421.9511114011407,0.5784060840003522,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
KIF9-AS1,26.39234325840198,1.1244462735976464,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
B3GNT9,29.712909878437056,1.222751613346485,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TEF,60.19935704332709,1.3355103102176802,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
INHBA,49.23275629181397,3.0384219529870498,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DDI2,269.7911080070084,0.7038588962666569,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SEC11A,1725.159635470161,-0.3851719982121029,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LINC00685,63.74583007846406,1.1617032185022582,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MTDH,2098.5694952743065,0.37206147283478425,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
BTN3A2,413.62210009206785,-0.5727916358036115,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RAF1,324.94137069206226,0.5014335598928709,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CIDEB,54.23549071491014,-0.8354828528336862,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SRSF5,1735.1951075291342,-0.41617941294456307,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TMEM127,285.68336840995806,0.5519976969568828,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZNF518B,169.57540436167363,-0.49286969165715194,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MOCOS,4.785096267111226,3.8431344040791817,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FUNDC2,444.68910406128634,-0.40090807929024425,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FCHO1,7.639264656983883,1.8821778913814766,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HNRNPDL,1520.8741296842975,-0.44580298422066994,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ACTR1A,310.31594419002795,0.5193614506999117,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PSME1,1320.3227207685738,-0.5328501933762894,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RC3H1,342.22100326716344,0.45472997917191565,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PRICKLE1,115.0387997103186,-0.6652767873647419,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DTYMK,219.68916170552743,0.557275606074468,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DIO2,4.634708284103177,3.8274493887311536,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ERI1,98.1273634527979,-0.7074505246718326,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FGD4,196.98550925117266,-0.6205767007160459,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MPPE1,135.27508540356513,0.5114808547541162,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SLC29A1,505.1264479425051,0.6787747011637684,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FUT11,255.5623030322557,0.535404077495717,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HLA-DQA2,290.4519923070882,-5.722955897163262,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ITGB2,44.96292605128308,1.2934438019345251,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NCOA4,493.44081621627475,0.41732240925971936,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FN3K,19.710004129164616,-1.0733440215117982,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LRRC7,3.3989951860617778,3.3977530401846447,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MCTS1,376.4770978933647,0.4270924914098977,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TMEM217,13.449694460196977,1.4897369188292842,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
UQCRC1,262.48596749397944,0.4965324336588465,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LDHD,9.139024460592136,-1.8333626525955797,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
BACH2,10.210781212915064,-1.570047056741943,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
HLA-DOA,33.073014749504324,-1.3315574323576977,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NUTM2B-AS1,302.9499019622563,0.5812976279536632,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
FPGT,47.80481009625174,0.8871826592754692,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PLCB1,1122.6556290821734,0.6448236928561084,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ABCA6,4.660915190823644,-2.3361058660397753,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LRRC32,488.7558996295051,-0.6268690692498362,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
POP5,202.2081181195731,0.4843235655622593,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
LINC00926,23.42027978546972,1.1029272069386062,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ECH1,594.0741081405997,-0.4662253070446389,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CAD,55.46265320413341,0.9153064393050512,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ARIH1,638.0170020362857,-0.49153138076699987,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
UQCRH,1734.1087352385082,-0.3377240093370582,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NUAK2,31.396099653206786,1.685755601679426,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CYP4V2,41.35634804690755,-1.0167715404553708,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DAZAP1,285.1708065723179,0.47747193436081337,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DCHS1,343.61706224733706,0.47260688112042565,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NONO,829.617164461928,0.35895391724997644,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
NUDCD1,211.82435005121405,0.7441560451958624,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
GTF2E2,152.95375277954753,0.5475141306639628,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PELI1,386.61017256467443,-0.5713315031556239,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RNF19B,169.89762312264867,-0.7618116307399064,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CCDC121,37.474636956996925,-0.9756129362491124,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CCNJL,23.761489804113715,1.2368912831845256,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
STAG1,360.27826220589503,-0.4486420601741636,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TMX3,289.5694067724898,0.45436977080722185,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TLR6,16.027263590649476,1.8010105169636093,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZNF81,34.429049447150554,0.9660884655915846,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SLC25A37,700.9016178390791,-0.520374351584093,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SAR1B,311.4259371208639,0.47692796546978106,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MIPOL1,59.28683107522742,-0.9817570665087412,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TRA2B,1581.410041900201,-0.4453446179986501,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
EXO1,3.621134920492172,3.504300333572704,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SNAI1,738.335258902039,-0.8649139030526495,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MAPK8IP3,69.1588259786126,0.851648011088351,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CD63,5502.832265653912,0.38571923089802673,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DUS4L,22.340095390240688,-1.1041285404214731,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
MXRA5,313.20951717613985,1.6842773831263518,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SUCLA2,127.62246242321582,0.541985780092448,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
STK16,91.50876001805383,0.5858347955060721,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
KLHDC1,43.59853958084187,-0.7793648928312932,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
IGHG1,17.33356888155166,2.5260797429986424,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
SMYD4,105.99382637272811,-0.6073647661739119,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
CSNK1G1,138.9756423168149,0.5605967836094055,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
DLG2,42.582080380365724,-1.279896067844607,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ZNF277,199.3867298645641,-0.5908345340542819,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
ANAPC15,120.88746751516588,0.5130201061905693,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
B3GAT2,18.414784017818167,1.295249654602161,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
TNS3,116.44220541196293,0.7407986928944897,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
STEAP1,13.25491638046516,2.1158419997237363,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
PSMG3,195.8835228995991,0.5016649004033131,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
RPP21,47.13520859324024,-0.7373363460914631,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
WDR55,119.89974937767668,0.5650156250177593,descriptive_only_four_SONFH_libraries_from_three_reported_patients_mapping_unavailable
