perm_id,perm_auc,perm_repeat_auc_mean
191,0.5133333333333333,0.4953333333333334
192,0.6766666666666667,0.6613333333333333
193,0.31,0.4
194,0.39,0.4286666666666667
195,0.45666666666666667,0.496
196,0.38,0.40733333333333344
197,0.6666666666666666,0.6273333333333334
198,0.43666666666666665,0.41933333333333334
199,0.6066666666666667,0.6033333333333333
200,0.32333333333333336,0.4046666666666667
201,0.64,0.584
202,0.5066666666666666,0.5093333333333334
203,0.3949999999999999,0.44200000000000006
204,0.45666666666666667,0.484
205,0.18,0.33199999999999996
206,0.48,0.4686666666666667
207,0.29333333333333333,0.39266666666666666
208,0.44666666666666666,0.4286666666666667
209,0.6466666666666666,0.6133333333333333
210,0.6666666666666666,0.646
211,0.4066666666666667,0.4333333333333333
212,0.42666666666666664,0.45133333333333336
213,0.4633333333333334,0.524
214,0.2733333333333334,0.4013333333333334
215,0.67,0.6380000000000001
216,0.44666666666666666,0.45
217,0.58,0.5893333333333334
218,0.31833333333333336,0.3826666666666666
219,0.5433333333333333,0.52
220,0.33,0.41200000000000003
221,0.39666666666666667,0.4333333333333334
222,0.08666666666666667,0.29666666666666663
223,0.49999999999999994,0.508
224,0.5433333333333333,0.5333333333333333
225,0.48999999999999994,0.48133333333333334
226,0.5266666666666666,0.5226666666666666
227,0.37333333333333335,0.4746666666666666
228,0.6133333333333333,0.626
229,0.63,0.6060000000000001
230,0.3183333333333333,0.41200000000000003
231,0.4766666666666667,0.49400000000000005
232,0.37333333333333335,0.3973333333333333
233,0.6133333333333333,0.5926666666666667
234,0.7466666666666667,0.7066666666666667
235,0.5366666666666666,0.5399999999999999
236,0.41500000000000004,0.45600000000000007
237,0.43333333333333335,0.438
238,0.33166666666666667,0.38866666666666666
239,0.44666666666666666,0.4446666666666667
240,0.5766666666666667,0.5473333333333332
241,0.54,0.5386666666666666
242,0.3433333333333333,0.3593333333333334
243,0.58,0.5806666666666667
244,0.3366666666666666,0.4073333333333333
245,0.54,0.5293333333333334
246,0.5166666666666666,0.5193333333333333
247,0.31666666666666665,0.4213333333333333
248,0.4666666666666666,0.4766666666666667
249,0.8066666666666666,0.7806666666666666
250,0.4633333333333334,0.45199999999999996
251,0.6000000000000001,0.5593333333333332
252,0.32666666666666666,0.442
253,0.3933333333333333,0.42400000000000004
254,0.27,0.3306666666666666
255,0.40166666666666667,0.43599999999999994
256,0.6033333333333333,0.5993333333333333
257,0.55,0.584
258,0.4466666666666666,0.48600000000000004
259,0.27999999999999997,0.37133333333333335
260,0.31333333333333335,0.41533333333333333
261,0.6766666666666666,0.66
262,0.44999999999999996,0.45466666666666666
263,0.45000000000000007,0.4373333333333333
264,0.4116666666666667,0.44400000000000006
265,0.36,0.41600000000000004
266,0.27666666666666667,0.36533333333333334
267,0.5833333333333334,0.5206666666666667
268,0.41333333333333333,0.4486666666666667
269,0.41000000000000003,0.43933333333333335
270,0.66,0.6173333333333334
271,0.5333333333333333,0.5053333333333334
272,0.33666666666666667,0.46266666666666667
273,0.31333333333333335,0.39866666666666667
274,0.5833333333333334,0.5433333333333333
275,0.5733333333333333,0.5513333333333332
276,0.2816666666666667,0.376
