perm_id,perm_auc,perm_repeat_auc_mean
774,0.6633333333333333,0.6333333333333334
775,0.8566666666666667,0.8113333333333334
776,0.25666666666666665,0.36933333333333335
777,0.5033333333333334,0.47800000000000004
778,0.4033333333333333,0.41133333333333333
779,0.29666666666666663,0.3473333333333333
780,0.5266666666666667,0.48533333333333334
781,0.5366666666666666,0.48199999999999993
782,0.4,0.4
783,0.49333333333333335,0.4779999999999999
784,0.4433333333333333,0.4133333333333333
785,0.47,0.44666666666666666
786,0.8133333333333332,0.7833333333333334
787,0.36666666666666664,0.392
788,0.38666666666666666,0.438
789,0.7333333333333333,0.7300000000000001
790,0.3733333333333333,0.4293333333333334
791,0.5333333333333333,0.526
792,0.2966666666666667,0.39933333333333343
793,0.7033333333333334,0.6806666666666666
794,0.5,0.5313333333333333
795,0.445,0.43533333333333335
796,0.17833333333333334,0.36933333333333335
797,0.29,0.3773333333333334
798,0.5366666666666667,0.466
799,0.6166666666666666,0.5800000000000001
800,0.4,0.4453333333333333
801,0.5033333333333334,0.49333333333333335
802,0.6433333333333334,0.6479999999999999
803,0.7199999999999999,0.6806666666666666
804,0.6733333333333333,0.638
805,0.6733333333333333,0.6393333333333333
806,0.3933333333333334,0.44399999999999995
807,0.5900000000000001,0.598
808,0.3966666666666667,0.43600000000000005
809,0.29666666666666663,0.39399999999999996
810,0.33666666666666667,0.42333333333333345
811,0.3633333333333333,0.40266666666666673
812,0.4166666666666667,0.44800000000000006
813,0.2733333333333333,0.44400000000000006
814,0.4166666666666667,0.45866666666666667
815,0.32999999999999996,0.398
816,0.3933333333333333,0.426
817,0.4766666666666667,0.446
818,0.6366666666666667,0.6439999999999999
819,0.48,0.49800000000000005
820,0.72,0.7113333333333334
821,0.5233333333333333,0.5053333333333333
822,0.4,0.42666666666666664
823,0.4099999999999999,0.4680000000000001
824,0.45333333333333337,0.49066666666666664
825,0.6266666666666665,0.6046666666666667
826,0.36666666666666664,0.40199999999999997
827,0.61,0.5886666666666667
828,0.43333333333333335,0.4873333333333333
829,0.6466666666666666,0.608
830,0.5266666666666666,0.512
831,0.48333333333333334,0.4653333333333333
832,0.20333333333333334,0.38866666666666666
833,0.5066666666666667,0.51
834,0.33333333333333337,0.4546666666666666
835,0.49,0.4840000000000001
836,0.65,0.626
837,0.4466666666666666,0.4506666666666666
838,0.37,0.40533333333333327
839,0.5766666666666667,0.55
840,0.45666666666666667,0.4993333333333333
841,0.5333333333333333,0.5406666666666666
842,0.7266666666666667,0.6746666666666667
843,0.3283333333333333,0.39666666666666667
844,0.4666666666666667,0.454
845,0.6266666666666666,0.602
846,0.6033333333333334,0.5446666666666666
847,0.43,0.45933333333333337
848,0.3666666666666666,0.45266666666666666
849,0.27666666666666667,0.4026666666666666
850,0.4866666666666667,0.49000000000000005
851,0.71,0.6693333333333333
852,0.51,0.4953333333333333
853,0.6566666666666667,0.6066666666666667
854,0.41000000000000003,0.47333333333333333
855,0.4633333333333333,0.4746666666666666
856,0.49,0.472
857,0.3866666666666666,0.42666666666666664
858,0.55,0.5546666666666666
859,0.35,0.41866666666666674
860,0.5066666666666667,0.442
861,0.32999999999999996,0.39666666666666667
862,0.4833333333333333,0.46933333333333344
863,0.6066666666666667,0.5960000000000001
864,0.22333333333333333,0.354
865,0.7266666666666667,0.6826666666666666
866,0.49,0.47733333333333333
867,0.3533333333333334,0.3933333333333333
868,0.52,0.5093333333333334
869,0.33666666666666667,0.3993333333333333
870,0.4733333333333334,0.4526666666666667
871,0.4766666666666667,0.48933333333333334
872,0.37,0.40800000000000003
873,0.18333333333333332,0.3373333333333334
874,0.4366666666666667,0.47000000000000003
875,0.5266666666666667,0.5113333333333333
876,0.35666666666666674,0.4093333333333334
877,0.3466666666666667,0.4046666666666666
878,0.5133333333333334,0.49733333333333335
879,0.3966666666666666,0.4446666666666667
880,0.5700000000000001,0.56
881,0.43666666666666665,0.43866666666666665
882,0.48,0.4793333333333333
883,0.5766666666666667,0.5426666666666666
884,0.6533333333333333,0.6173333333333334
885,0.5366666666666666,0.5466666666666666
886,0.335,0.4
887,0.5066666666666666,0.4800000000000001
888,0.4933333333333333,0.4913333333333333
889,0.66,0.6486666666666666
890,0.35,0.4093333333333334
891,0.2833333333333333,0.35133333333333333
892,0.6366666666666667,0.6193333333333333
893,0.62,0.584
894,0.6300000000000001,0.576
895,0.30833333333333335,0.36333333333333334
896,0.6666666666666666,0.6653333333333334
897,0.7733333333333333,0.764
898,0.6766666666666667,0.658
899,0.43333333333333335,0.48599999999999993
900,0.53,0.5206666666666667
901,0.43333333333333335,0.4446666666666667
902,0.5566666666666666,0.5573333333333333
903,0.65,0.62
904,0.4083333333333333,0.41
905,0.16333333333333333,0.38666666666666666
906,0.21999999999999997,0.396
907,0.4666666666666667,0.5026666666666666
908,0.35666666666666663,0.39266666666666666
909,0.4266666666666667,0.44733333333333336
910,0.37,0.41466666666666674
911,0.5616666666666666,0.4886666666666667
912,0.35,0.45533333333333326
913,0.5333333333333334,0.5206666666666667
914,0.6766666666666667,0.6453333333333333
915,0.3433333333333333,0.37933333333333336
916,0.51,0.5066666666666667
917,0.6566666666666667,0.618
918,0.49333333333333335,0.5226666666666666
919,0.32333333333333325,0.3953333333333333
920,0.5566666666666666,0.5633333333333334
921,0.33666666666666667,0.4246666666666667
922,0.4266666666666667,0.466
923,0.44333333333333336,0.4800000000000001
924,0.37,0.3786666666666666
925,0.4166666666666667,0.4246666666666667
926,0.6333333333333333,0.6146666666666667
927,0.53,0.48666666666666664
928,0.6533333333333333,0.6386666666666667
929,0.7400000000000001,0.696
930,0.35000000000000003,0.4413333333333333
931,0.4533333333333333,0.48
932,0.46166666666666667,0.45
933,0.59,0.5066666666666666
934,0.5366666666666666,0.5233333333333333
935,0.5166666666666666,0.5026666666666667
936,0.6399999999999999,0.562
937,0.40666666666666673,0.4626666666666666
938,0.56,0.55
939,0.5166666666666666,0.4806666666666667
940,0.6966666666666667,0.6533333333333333
941,0.29666666666666663,0.38666666666666666
942,0.4033333333333333,0.41600000000000004
943,0.38999999999999996,0.4366666666666667
944,0.5633333333333334,0.5459999999999999
945,0.4,0.43133333333333335
946,0.7266666666666667,0.6940000000000001
947,0.43666666666666665,0.4746666666666666
948,0.45999999999999996,0.4633333333333334
949,0.31,0.4413333333333334
950,0.5233333333333332,0.5486666666666667
951,0.26999999999999996,0.3406666666666666
952,0.45333333333333337,0.45999999999999996
953,0.5866666666666667,0.5493333333333333
954,0.49333333333333335,0.48266666666666663
955,0.255,0.38
956,0.30666666666666664,0.4046666666666667
957,0.6766666666666667,0.6540000000000001
958,0.5766666666666667,0.5386666666666666
959,0.7566666666666667,0.7340000000000001
960,0.47333333333333333,0.5026666666666666
961,0.4633333333333334,0.4846666666666667
962,0.51,0.5093333333333334
963,0.5666666666666667,0.5693333333333334
964,0.6366666666666667,0.6340000000000001
965,0.44333333333333336,0.44666666666666666
966,0.4166666666666667,0.43000000000000005
967,0.4033333333333333,0.4633333333333334
968,0.6433333333333334,0.6380000000000001
969,0.6366666666666667,0.5980000000000001
970,0.3683333333333333,0.41933333333333334
971,0.33,0.42333333333333334
972,0.56,0.5193333333333333
973,0.44333333333333336,0.488
974,0.27666666666666667,0.3666666666666667
975,0.38666666666666666,0.40800000000000003
976,0.5,0.44800000000000006
977,0.41666666666666663,0.4206666666666667
978,0.6433333333333333,0.61
979,0.5866666666666667,0.5820000000000001
980,0.3966666666666667,0.4453333333333333
981,0.6233333333333334,0.6346666666666667
982,0.4,0.4206666666666667
983,0.6699999999999999,0.6533333333333333
984,0.29166666666666663,0.4126666666666667
985,0.44333333333333336,0.4086666666666667
986,0.41333333333333333,0.4720000000000001
987,0.5,0.5046666666666666
988,0.3933333333333333,0.41133333333333333
989,0.55,0.5586666666666666
990,0.4116666666666666,0.4213333333333333
991,0.47333333333333333,0.47333333333333333
992,0.7033333333333334,0.602
993,0.32,0.45199999999999996
994,0.5233333333333333,0.48999999999999994
995,0.24333333333333335,0.31933333333333336
996,0.4966666666666667,0.5026666666666666
997,0.33999999999999997,0.42800000000000005
998,0.5766666666666668,0.546
999,0.56,0.5660000000000001
