"fit_id","pathway","NES","pval","padj","size","leading_edge_count","leading_edge_genes"
"full","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",-1.03663043833555,0.359060402684564,0.457119741100324,49,8,"CAT;JUNB;MPO;HHEX;GPX4;MGST1;TXN;SOD1"
"full","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",1.04162255152519,0.388440860215054,0.473708366115919,108,29,"STC2;IFIT1;SLC7A5;LSM1;EIF4EBP1;HYOU1;SRPRB;EDEM1;KDELR3;SPCS1;SPCS3;HSP90B1;PDIA5;SEC31A;GOSR2;CEBPB;CKS1B;LSM4;ASNS;CALR;SLC1A4;DNAJC3;ATF4;TATDN2;MTHFD2;ZBTB17;NHP2;ERN1;HSPA5"
"full","HALLMARK_MYOGENESIS",1.02360844481706,0.434944237918216,0.517790759426447,158,35,"MYOM2;CKB;APLNR;COL6A2;CFD;STC2;AGRN;IGF1;LSP1;COL15A1;BDKRB2;PDLIM7;COL3A1;SPARC;COL1A1;IGFBP7;TGFB1;ITGB1;COL4A2;CNN3;SCD;CDH13;OCEL1;NCAM1;ATP6AP1;FLII;MEF2D;PTP4A3;SCHIP1;ADCY9;TPD52L1;AEBP1;RYR1;PKIA;PC"
"full","HALLMARK_WNT_BETA_CATENIN_SIGNALING",-1.00443959133548,0.455414012738854,0.529551177603318,38,9,"FZD8;MYC;DVL2;DLL1;KAT2A;PTCH1;NOTCH1;PSEN2;NCOR2"
"full","HALLMARK_XENOBIOTIC_METABOLISM",0.984856899479485,0.496212121212121,0.56387741046832,149,39,"APOE;IGF1;KYNU;FMO3;FBP1;LEAP2;AQP9;NINJ1;NMT1;SLC35B1;PTGES;GSR;SLC46A3;SSR3;HPRT1;PAPSS2;BCAT1;TMEM176B;VNN1;NPC1;ARG2;CDA;ATOH8;ARPP19;PROS1;SMOX;SAR1B;PDLIM5;JUP;GSTO1;CA2;PYCR1;GART;PC;ATP2A2;PTS;GCH1;SERPINE1;CYFIP2"
"full","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.946540738117163,0.582312925170068,0.647014361300076,96,20,"IL2RG;SLA;CXCR4;TRIB3;NCK1;HSP90B1;LCK;MYD88;THEM4;STAT2;ARHGDIA;DAPP1;CALR;RPS6KA1;ACTR2;ARPC3;CAMK4;PDK1;PPP1CA;DUSP3"
"full","HALLMARK_APICAL_SURFACE",-0.917156401654208,0.601880877742947,0.654218345372768,35,9,"HSPB1;AFAP1L2;EPHB4;APP;AKAP7;SCUBE1;ATP8B1;RTN4RL1;LYN"
"full","HALLMARK_MYC_TARGETS_V1",0.886055449233198,0.737980769230769,0.785085924713584,195,55,"MRPL23;PSMA2;MCM4;EIF2S2;EIF3J;PSMA6;SRM;AP3S1;NME1;C1QBP;TYMS;SNRPA1;UBE2L3;PPM1G;DUT;HPRT1;ERH;PSMC4;GOT2;EIF3B;UBE2E1;PSMA1;TXNL4A;CLNS1A;CTPS1;SSBP1;SF3A1;PCNA;VDAC1;SNRPG;NAP1L1;YWHAE;PABPC4;MAD2L1;SNRPB2;TARDBP;PSMD7;NHP2;PSMD14;CCT5;SNRPD3;RPLP0;SNRPD1;PRDX3;PSMA7;RFC4;POLE3;PGK1;CBX3;TUFM;FAM120A;TFDP1;RANBP1;COX5A;CANX"
"full","HALLMARK_KRAS_SIGNALING_DN",0.798048300271052,0.856368563685637,0.892050587172538,95,17,"RSAD2;IFI44L;ENTPD7;RYR2;MX1;PTPRJ;EDN1;SIDT1;TAS2R4;SLC16A7;PNMT;PDCD1;TGM1;SGK1;SERPINB2;COQ8A;RYR1"
"full","HALLMARK_E2F_TARGETS",-0.805483678336866,0.959302325581395,0.964529331514325,198,45,"NOLC1;MYC;CDKN1B;EZH2;CKS2;USP1;TOP2A;TRA2B;AURKA;CTCF;XPO1;PSIP1;BIRC5;LBR;PTTG1;ING3;CDKN1A;HMGB2;PLK1;MCM6;RACGAP1;BRMS1L;HMMR;CDC20;NOP56;DIAPH3;HNRNPD;AURKB;KIF4A;RFC2;CCNB2;CENPE;NUP153;SMC4;STAG1;HMGB3;CCNE1;MCM5;PPM1D;UBE2S;ESPL1;MLH1;PDS5B;RNASEH2A;SMC1A"
"full","HALLMARK_PROTEIN_SECRETION",0.697835914452265,0.964529331514325,0.964529331514325,92,21,"ABCA1;AP2B1;ATP1A1;TMED10;RER1;AP3S1;KRT18;SEC31A;GOSR2;CLN5;YKT6;ATP6V1H;STX16;CD63;M6PR;SEC24D;DNM1L;SNAP23;RAB22A;GOLGA4;TMED2"
