probe_id,raw_gene_symbol,parsed_gene_symbol,mapping_status,n_probes_for_gene
11715100_at,HIST1H3G,HIST1H3G,single_symbol,4
11715101_s_at,HIST1H3G,HIST1H3G,single_symbol,4
11715102_x_at,HIST1H3G,HIST1H3G,single_symbol,4
11715103_x_at,TNFAIP8L1,TNFAIP8L1,single_symbol,2
11715104_s_at,OTOP2,OTOP2,single_symbol,2
11715105_at,C17orf78,C17orf78,single_symbol,1
11715106_x_at,CTAGE15 /// CTAGE6,CTAGE15,multi_symbol_first_valid_used,3
11715107_s_at,F8A1 /// F8A2 /// F8A3,F8A1,multi_symbol_first_valid_used,2
11715108_x_at,LINC01098,LINC01098,single_symbol,2
11715109_at,SAMD7,SAMD7,single_symbol,1
11715110_at,ARRDC5,ARRDC5,single_symbol,1
11715111_s_at,CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8,CGB,multi_symbol_first_valid_used,5
11715112_at,ERICH3,ERICH3,single_symbol,1
11715113_x_at,FAM86C1,FAM86C1,single_symbol,3
11715114_x_at,FAM86C1,FAM86C1,single_symbol,3
11715115_s_at,HIST1H2BI,HIST1H2BI,single_symbol,3
11715116_s_at,HIST1H4E,HIST1H4E,single_symbol,2
11715117_x_at,HIST1H2AJ,HIST1H2AJ,single_symbol,1
11715118_s_at,HIST1H2BF,HIST1H2BF,single_symbol,3
11715119_s_at,C2CD4B,C2CD4B,single_symbol,1
11715120_s_at,HIST1H2BE,HIST1H2BE,single_symbol,3
11715121_s_at,HIST1H3A,HIST1H3A,single_symbol,2
11715122_at,RAB3D,RAB3D,single_symbol,1
11715123_s_at,PDZD9,PDZD9,single_symbol,2
11715124_s_at,CACNG8,CACNG8,single_symbol,1
11715125_at,MORC2,MORC2,single_symbol,1
11715126_s_at,HIST1H2BN,HIST1H2BN,single_symbol,1
11715127_s_at,GPR32,GPR32,single_symbol,3
11715128_s_at,PCDHGB5,PCDHGB5,single_symbol,2
11715129_s_at,ZNF600,ZNF600,single_symbol,1
11715130_s_at,KRTAP6-2,KRTAP6-2,single_symbol,2
11715131_s_at,KRTAP20-1,KRTAP20-1,single_symbol,2
11715132_x_at,HIST1H2BH,HIST1H2BH,single_symbol,3
11715133_s_at,PCDHGA1,PCDHGA1,single_symbol,8
11715134_s_at,GLIPR1L2,GLIPR1L2,single_symbol,1
11715135_s_at,SNAPC5,SNAPC5,single_symbol,3
11715136_at,OR8U1 /// OR8U9,OR8U1,multi_symbol_first_valid_used,2
11715137_s_at,SSX2B /// SSX7,SSX2B,multi_symbol_first_valid_used,2
11715138_s_at,CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8,CGB,multi_symbol_first_valid_used,5
11715139_x_at,IFNA10,IFNA10,single_symbol,1
11715140_s_at,PCDHA13,PCDHA13,single_symbol,1
11715141_s_at,PCDHGB3,PCDHGB3,single_symbol,1
11715142_s_at,GSC2,GSC2,single_symbol,2
11715143_s_at,OR9Q2,OR9Q2,single_symbol,2
11715144_s_at,KRTAP19-7,KRTAP19-7,single_symbol,2
11715145_s_at,KRTAP20-2,KRTAP20-2,single_symbol,2
11715146_x_at,SSX2B /// SSX7,SSX2B,multi_symbol_first_valid_used,2
11715147_at,MAATS1,MAATS1,single_symbol,1
11715148_s_at,HIST2H2AB,HIST2H2AB,single_symbol,3
11715149_x_at,HIST2H2AB,HIST2H2AB,single_symbol,3
11715150_s_at,PCDHA4,PCDHA4,single_symbol,2
11715151_x_at,PRB3,PRB3,single_symbol,1
11715152_at,PCDHGB1,PCDHGB1,single_symbol,2
11715153_s_at,PCDHGB1,PCDHGB1,single_symbol,2
11715154_s_at,ZNF675,ZNF675,single_symbol,1
11715155_s_at,TUBB7P /// TUBB8 /// TUBB8P7 /// TUBBP5,TUBB7P,multi_symbol_first_valid_used,4
11715156_s_at,KRTAP6-1,KRTAP6-1,single_symbol,2
11715157_s_at,KRTAP19-2,KRTAP19-2,single_symbol,2
11715158_s_at,KRTAP19-4,KRTAP19-4,single_symbol,2
11715159_at,SFT2D1,SFT2D1,single_symbol,1
11715160_x_at,LOC650293,LOC650293,single_symbol,2
11715161_s_at,KRTAP21-2,KRTAP21-2,single_symbol,2
11715162_s_at,HIST1H2AK,HIST1H2AK,single_symbol,3
11715163_s_at,DEFB128,DEFB128,single_symbol,2
11715164_s_at,IGLL3P,IGLL3P,single_symbol,1
11715165_at,DNAJC12,DNAJC12,single_symbol,2
11715166_at,DNAJC12,DNAJC12,single_symbol,2
11715167_at,ARHGAP22,ARHGAP22,single_symbol,1
11715168_s_at,POU3F3,POU3F3,single_symbol,2
11715169_at,PLEKHG2,PLEKHG2,single_symbol,1
11715170_x_at,HNRNPCL1,HNRNPCL1,single_symbol,1
11715171_at,DEPDC5,DEPDC5,single_symbol,3
11715172_at,DEPDC5,DEPDC5,single_symbol,3
11715173_s_at,KRTAP10-12,KRTAP10-12,single_symbol,1
11715174_s_at,KRTAP10-1,KRTAP10-1,single_symbol,1
11715175_x_at,KRTAP10-3,KRTAP10-3,single_symbol,1
11715176_at,TDRKH,TDRKH,single_symbol,2
11715177_s_at,TDRKH,TDRKH,single_symbol,2
11715178_s_at,OR2A14,OR2A14,single_symbol,2
11715179_s_at,KRTAP19-1,KRTAP19-1,single_symbol,3
11715180_s_at,CGB1 /// CGB2,CGB1,multi_symbol_first_valid_used,2
11715181_x_at,KRTAP10-9,KRTAP10-9,single_symbol,1
11715182_x_at,FAM86C1,FAM86C1,single_symbol,3
11715183_s_at,ZNF391,ZNF391,single_symbol,2
11715184_x_at,RPL38,RPL38,single_symbol,2
11715185_x_at,PRB1,PRB1,single_symbol,3
11715186_x_at,PRB1,PRB1,single_symbol,3
11715187_x_at,PRB1,PRB1,single_symbol,3
11715188_at,H3F3C,H3F3C,single_symbol,1
11715189_s_at,H3F3B /// H3F3C,H3F3B,multi_symbol_first_valid_used,5
11715190_s_at,FAM221A,FAM221A,single_symbol,3
11715191_s_at,FAM221A,FAM221A,single_symbol,3
11715192_s_at,FAM221A,FAM221A,single_symbol,3
11715193_s_at,UNCX,UNCX,single_symbol,1
11715194_s_at,ZNF835,ZNF835,single_symbol,2
11715195_at,IMPACT,IMPACT,single_symbol,1
11715196_s_at,TMEM211,TMEM211,single_symbol,2
11715197_s_at,PYGO1,PYGO1,single_symbol,2
11715198_s_at,DBET /// DUX4 /// DUX4L1 /// DUX4L10 /// DUX4L11 /// DUX4L12 /// DUX4L13 /// DUX4L14 /// DUX4L15 /// DUX4L2 /// DUX4L20 /// DUX4L21 /// DUX4L22 /// DUX4L23 /// DUX4L24 /// DUX4L25 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8,DBET,multi_symbol_first_valid_used,5
11715199_s_at,DBET /// DUX4 /// DUX4L1 /// DUX4L10 /// DUX4L11 /// DUX4L12 /// DUX4L13 /// DUX4L14 /// DUX4L15 /// DUX4L2 /// DUX4L20 /// DUX4L21 /// DUX4L22 /// DUX4L23 /// DUX4L24 /// DUX4L25 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8,DBET,multi_symbol_first_valid_used,5
11715200_s_at,DBET /// DUX4 /// DUX4L1 /// DUX4L10 /// DUX4L11 /// DUX4L12 /// DUX4L13 /// DUX4L14 /// DUX4L15 /// DUX4L2 /// DUX4L20 /// DUX4L21 /// DUX4L22 /// DUX4L23 /// DUX4L24 /// DUX4L25 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8,DBET,multi_symbol_first_valid_used,5
11715201_s_at,DBET /// DUX4 /// DUX4L1 /// DUX4L10 /// DUX4L11 /// DUX4L12 /// DUX4L13 /// DUX4L14 /// DUX4L15 /// DUX4L2 /// DUX4L20 /// DUX4L21 /// DUX4L22 /// DUX4L23 /// DUX4L24 /// DUX4L25 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8,DBET,multi_symbol_first_valid_used,5
11715202_s_at,TCEAL1,TCEAL1,single_symbol,1
11715203_s_at,ATP13A5,ATP13A5,single_symbol,3
11715204_x_at,HIST2H2AC,HIST2H2AC,single_symbol,2
11715205_x_at,PSG4,PSG4,single_symbol,2
11715206_x_at,PSG4,PSG4,single_symbol,2
11715207_at,WDFY4,WDFY4,single_symbol,1
11715208_s_at,CLCN6,CLCN6,single_symbol,6
11715209_s_at,SCAND1,SCAND1,single_symbol,2
11715210_s_at,PNMAL1,PNMAL1,single_symbol,1
11715211_s_at,ZNF680,ZNF680,single_symbol,2
11715212_x_at,SCAND1,SCAND1,single_symbol,2
11715213_s_at,DUX1 /// DUX3 /// DUX5,DUX1,multi_symbol_first_valid_used,2
11715214_at,MARK4,MARK4,single_symbol,1
11715215_s_at,GRK7,GRK7,single_symbol,2
11715216_s_at,UGT2B28,UGT2B28,single_symbol,1
11715217_s_at,MOGAT2,MOGAT2,single_symbol,4
11715218_s_at,FAM127A,FAM127A,single_symbol,3
11715219_s_at,HIST1H2AI,HIST1H2AI,single_symbol,3
11715220_s_at,C2orf44,C2orf44,single_symbol,1
11715221_x_at,NSUN5,NSUN5,single_symbol,3
11715222_at,MAGI3,MAGI3,single_symbol,2
11715223_s_at,RNASE8,RNASE8,single_symbol,2
11715224_s_at,ACOXL,ACOXL,single_symbol,4
11715225_s_at,VPS54,VPS54,single_symbol,1
11715226_s_at,PCDHA6,PCDHA6,single_symbol,1
11715227_s_at,PCDHA7,PCDHA7,single_symbol,1
11715228_s_at,SLC51B,SLC51B,single_symbol,2
11715229_s_at,GRIP2,GRIP2,single_symbol,2
11715230_s_at,PARD6A,PARD6A,single_symbol,1
11715231_x_at,RPL36,RPL36,single_symbol,3
11715232_x_at,RPL36,RPL36,single_symbol,3
11715233_s_at,SPATC1L,SPATC1L,single_symbol,1
11715234_s_at,UCN,UCN,single_symbol,2
11715235_x_at,UQCRHL,UQCRHL,single_symbol,1
11715236_s_at,PCDHGA12,PCDHGA12,single_symbol,3
11715237_s_at,RPL9 /// RPL9P25 /// RPL9P32 /// RPL9P7 /// TIPIN,RPL9,multi_symbol_first_valid_used,5
11715238_x_at,RPL9,RPL9,single_symbol,5
11715239_x_at,IFITM3,IFITM3,single_symbol,1
11715240_at,ZNF184,ZNF184,single_symbol,1
11715241_s_at,LCE1D,LCE1D,single_symbol,1
11715242_s_at,LCE3D,LCE3D,single_symbol,2
11715243_x_at,LCE1F,LCE1F,single_symbol,3
11715244_x_at,LCE1A,LCE1A,single_symbol,2
11715245_s_at,IGLL1,IGLL1,single_symbol,2
11715246_x_at,ADGRB1,ADGRB1,single_symbol,1
11715247_s_at,DEPDC5,DEPDC5,single_symbol,3
11715248_s_at,CRISP2,CRISP2,single_symbol,1
11715249_s_at,MAGEA12,MAGEA12,single_symbol,1
11715250_s_at,KIAA0825,KIAA0825,single_symbol,2
11715251_at,CHST7,CHST7,single_symbol,1
11715252_at,RSRC1,RSRC1,single_symbol,1
11715253_s_at,KRTAP10-10 /// KRTAP10-6,KRTAP10-10,multi_symbol_first_valid_used,3
11715254_s_at,DEFB134 /// LOC105379765,DEFB134,multi_symbol_first_valid_used,2
11715255_s_at,TAS2R30,TAS2R30,single_symbol,2
11715256_at,XAGE3,XAGE3,single_symbol,3
11715257_x_at,XAGE3,XAGE3,single_symbol,3
11715258_s_at,PTMS,PTMS,single_symbol,1
11715259_s_at,IFNA5,IFNA5,single_symbol,3
11715260_at,RRNAD1,RRNAD1,single_symbol,2
11715261_s_at,HNRNPCL2 /// HNRNPCL3 /// HNRNPCL4,HNRNPCL2,multi_symbol_first_valid_used,2
11715262_at,MTNR1A,MTNR1A,single_symbol,1
11715263_at,SPEF2,SPEF2,single_symbol,2
11715264_s_at,UTS2R,UTS2R,single_symbol,1
11715265_at,FIG4,FIG4,single_symbol,1
11715266_s_at,PKD1L3,PKD1L3,single_symbol,2
11715267_s_at,EPPK1,EPPK1,single_symbol,2
11715268_s_at,GP1BB /// SEPT5 /// SEPT5-GP1BB,GP1BB,multi_symbol_first_valid_used,1
11715269_x_at,ALG1L,ALG1L,single_symbol,1
11715270_s_at,KLF7,KLF7,single_symbol,4
11715271_s_at,DBET /// DUX4 /// DUX4L1 /// DUX4L10 /// DUX4L11 /// DUX4L12 /// DUX4L13 /// DUX4L14 /// DUX4L15 /// DUX4L2 /// DUX4L20 /// DUX4L21 /// DUX4L22 /// DUX4L23 /// DUX4L24 /// DUX4L25 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8,DBET,multi_symbol_first_valid_used,5
11715272_s_at,UGT2B11,UGT2B11,single_symbol,1
11715273_at,TPM2,TPM2,single_symbol,4
11715274_x_at,TPM2,TPM2,single_symbol,4
11715275_s_at,SSX1,SSX1,single_symbol,1
11715276_s_at,AURKAIP1,AURKAIP1,single_symbol,3
11715277_s_at,AURKAIP1,AURKAIP1,single_symbol,3
11715278_s_at,AURKAIP1,AURKAIP1,single_symbol,3
11715279_x_at,PGAM4,PGAM4,single_symbol,1
11715280_s_at,KRT17,KRT17,single_symbol,3
11715281_at,ASIP,ASIP,single_symbol,1
11715282_s_at,CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8,CGB,multi_symbol_first_valid_used,5
11715283_at,CCKAR,CCKAR,single_symbol,1
11715284_x_at,C15orf40,C15orf40,single_symbol,6
11715285_at,C15orf40,C15orf40,single_symbol,6
11715286_x_at,C15orf40,C15orf40,single_symbol,6
11715287_at,C15orf40,C15orf40,single_symbol,6
11715288_s_at,CASP14,CASP14,single_symbol,2
11715289_s_at,AGRP,AGRP,single_symbol,2
11715290_s_at,CLDN3,CLDN3,single_symbol,1
11715291_s_at,TBX5,TBX5,single_symbol,6
11715292_at,ST8SIA1,ST8SIA1,single_symbol,1
11715293_s_at,TRPT1,TRPT1,single_symbol,2
11715294_s_at,HECTD2,HECTD2,single_symbol,4
11715295_s_at,CCL27,CCL27,single_symbol,2
11715296_s_at,KRT33A,KRT33A,single_symbol,2
11715297_at,FXN,FXN,single_symbol,3
11715298_x_at,SH2D2A,SH2D2A,single_symbol,2
11715299_s_at,PRAMEF8,PRAMEF8,single_symbol,2
11715300_s_at,SSX3,SSX3,single_symbol,2
11715301_s_at,NOP16,NOP16,single_symbol,3
11715302_s_at,NT5C1A,NT5C1A,single_symbol,2
11715303_s_at,CEMP1,CEMP1,single_symbol,2
11715304_s_at,PLCB3,PLCB3,single_symbol,2
11715305_s_at,HOXA10,HOXA10,single_symbol,1
11715306_s_at,AREG,AREG,single_symbol,1
11715307_s_at,MLXIPL,MLXIPL,single_symbol,4
11715308_s_at,MLXIPL,MLXIPL,single_symbol,4
11715309_s_at,MLXIPL,MLXIPL,single_symbol,4
11715310_s_at,MLXIPL,MLXIPL,single_symbol,4
11715311_s_at,DEFB103A /// DEFB103B,DEFB103A,multi_symbol_first_valid_used,2
11715312_at,FOXC2,FOXC2,single_symbol,1
11715313_s_at,LHB,LHB,single_symbol,1
11715314_at,RABGEF1,RABGEF1,single_symbol,2
11715315_s_at,RABGEF1,RABGEF1,single_symbol,2
11715316_x_at,HLA-C,HLA-C,single_symbol,3
11715317_s_at,CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8,CGB,multi_symbol_first_valid_used,5
11715318_s_at,CYP2C19,CYP2C19,single_symbol,2
11715319_s_at,MAGEA1,MAGEA1,single_symbol,1
11715320_s_at,TTN,TTN,single_symbol,2
11715321_x_at,KRTAP10-8,KRTAP10-8,single_symbol,1
11715322_s_at,FABP12,FABP12,single_symbol,2
11715323_s_at,NKX1-2,NKX1-2,single_symbol,1
11715324_s_at,LOC105371242 /// PPIAL4A /// PPIAL4C /// PPIAL4D /// PPIAL4E /// PPIAL4F /// PPIAL4G,LOC105371242,multi_symbol_first_valid_used,2
11715325_at,VSTM5,VSTM5,single_symbol,3
11715326_s_at,VSTM5,VSTM5,single_symbol,3
11715327_x_at,CBWD1 /// CBWD3,CBWD1,multi_symbol_first_valid_used,6
11715328_at,SPATA31D3,SPATA31D3,single_symbol,1
11715329_at,SLC6A15,SLC6A15,single_symbol,2
11715330_x_at,ZNF735,ZNF735,single_symbol,1
11715331_x_at,DSN1,DSN1,single_symbol,1
11715332_at,NXNL2,NXNL2,single_symbol,3
11715333_s_at,NXNL2,NXNL2,single_symbol,3
11715334_s_at,NXNL2,NXNL2,single_symbol,3
11715335_at,OR6P1,OR6P1,single_symbol,1
11715336_x_at,SP9,SP9,single_symbol,2
11715337_s_at,GH1 /// GH2,GH1,multi_symbol_first_valid_used,4
11715338_s_at,DCAF12L2,DCAF12L2,single_symbol,2
11715339_at,TTN,TTN,single_symbol,2
11715340_s_at,CT47A1 /// CT47A10 /// CT47A11 /// CT47A12 /// CT47A2 /// CT47A3 /// CT47A4 /// CT47A5 /// CT47A6 /// CT47A7 /// CT47A8 /// CT47A9 /// CT47B1,CT47A1,multi_symbol_first_valid_used,2
11715341_at,MROH9,MROH9,single_symbol,2
11715342_at,BRI3,BRI3,single_symbol,2
11715343_at,MUC16,MUC16,single_symbol,1
11715344_at,GSTP1,GSTP1,single_symbol,2
11715345_s_at,ADAMTS15,ADAMTS15,single_symbol,2
11715346_at,EBI3,EBI3,single_symbol,1
11715347_s_at,HBB,HBB,single_symbol,3
11715348_x_at,HBB,HBB,single_symbol,3
11715349_a_at,COX7C,COX7C,single_symbol,1
11715350_a_at,COL1A1,COL1A1,single_symbol,5
11715351_at,COL1A1,COL1A1,single_symbol,5
11715352_x_at,COL1A1,COL1A1,single_symbol,5
11715353_s_at,COL1A2,COL1A2,single_symbol,6
11715354_a_at,COL1A2,COL1A2,single_symbol,6
11715355_at,COL1A2,COL1A2,single_symbol,6
11715356_x_at,COL1A2,COL1A2,single_symbol,6
11715357_s_at,RPS21,RPS21,single_symbol,1
11715358_x_at,CST3,CST3,single_symbol,2
11715359_a_at,TIMP1,TIMP1,single_symbol,3
11715360_x_at,TIMP1,TIMP1,single_symbol,3
11715361_a_at,ATP6V0E1,ATP6V0E1,single_symbol,4
11715362_at,ATP6V0E1,ATP6V0E1,single_symbol,4
11715363_a_at,A2M,A2M,single_symbol,1
11715364_a_at,SPDEF,SPDEF,single_symbol,3
11715365_x_at,SPDEF,SPDEF,single_symbol,3
11715366_a_at,SEPT2,SEPT2,single_symbol,4
11715367_s_at,SEPT2,SEPT2,single_symbol,4
11715368_a_at,SERPING1,SERPING1,single_symbol,2
11715369_s_at,NDUFA4,NDUFA4,single_symbol,3
11715370_s_at,LGALS3BP,LGALS3BP,single_symbol,1
11715371_a_at,UBA1,UBA1,single_symbol,2
11715372_a_at,MDH1,MDH1,single_symbol,2
11715373_a_at,TRIM28,TRIM28,single_symbol,1
11715374_a_at,CALR,CALR,single_symbol,2
11715375_x_at,CALR,CALR,single_symbol,2
11715376_a_at,RPS11,RPS11,single_symbol,3
11715377_x_at,COX4I1,COX4I1,single_symbol,3
11715378_x_at,TG,TG,single_symbol,3
11715379_a_at,LAPTM4B,LAPTM4B,single_symbol,3
11715380_s_at,LAPTM4B,LAPTM4B,single_symbol,3
11715381_a_at,LAPTM4B,LAPTM4B,single_symbol,3
11715382_x_at,PLD3,PLD3,single_symbol,1
11715383_a_at,PHB2,PHB2,single_symbol,3
11715384_x_at,PHB2,PHB2,single_symbol,3
11715385_s_at,C4orf46 /// TOMM7,C4orf46,multi_symbol_first_valid_used,3
11715386_at,REG1A,REG1A,single_symbol,1
11715387_at,CDKN1A,CDKN1A,single_symbol,2
11715388_s_at,CDKN1A,CDKN1A,single_symbol,2
11715389_x_at,FKBP1A,FKBP1A,single_symbol,4
11715390_s_at,FKBP1A,FKBP1A,single_symbol,4
11715391_s_at,MTCH1,MTCH1,single_symbol,3
11715392_x_at,MTCH1,MTCH1,single_symbol,3
11715393_a_at,C3,C3,single_symbol,1
11715394_s_at,CD81,CD81,single_symbol,1
11715395_a_at,BLOC1S5-TXNDC5 /// TXNDC5,BLOC1S5-TXNDC5,multi_symbol_first_valid_used,2
11715396_s_at,BLOC1S5-TXNDC5 /// TXNDC5,BLOC1S5-TXNDC5,multi_symbol_first_valid_used,2
11715397_x_at,MAGED2,MAGED2,single_symbol,7
11715398_a_at,APEX1,APEX1,single_symbol,1
11715399_at,SLC25A5,SLC25A5,single_symbol,2
11715400_x_at,SLC25A5,SLC25A5,single_symbol,2
11715401_s_at,ILF2,ILF2,single_symbol,3
11715402_x_at,ILF2,ILF2,single_symbol,3
11715403_a_at,COL6A1,COL6A1,single_symbol,6
11715404_a_at,COL6A1,COL6A1,single_symbol,6
11715405_x_at,COL6A1,COL6A1,single_symbol,6
11715406_a_at,COL6A1,COL6A1,single_symbol,6
11715407_s_at,PSMB4,PSMB4,single_symbol,3
11715408_x_at,PSMB4,PSMB4,single_symbol,3
11715409_a_at,PRDX2,PRDX2,single_symbol,5
11715410_x_at,PRDX2,PRDX2,single_symbol,5
11715411_a_at,EPAS1,EPAS1,single_symbol,2
11715412_a_at,EPAS1,EPAS1,single_symbol,2
11715413_s_at,TSC22D1,TSC22D1,single_symbol,3
11715414_x_at,COL3A1,COL3A1,single_symbol,5
11715415_a_at,COL3A1,COL3A1,single_symbol,5
11715416_s_at,DDB1,DDB1,single_symbol,4
11715417_s_at,SKP1 /// SKP1P2,SKP1,multi_symbol_first_valid_used,4
11715418_x_at,SKP1,SKP1,single_symbol,4
11715419_at,LY6E,LY6E,single_symbol,1
11715420_a_at,CCT2,CCT2,single_symbol,2
11715421_a_at,CCT2,CCT2,single_symbol,2
11715422_a_at,BCAP31,BCAP31,single_symbol,4
11715423_s_at,BCAP31,BCAP31,single_symbol,4
11715424_x_at,BCAP31,BCAP31,single_symbol,4
11715425_x_at,FLNA,FLNA,single_symbol,3
11715426_s_at,SNU13,SNU13,single_symbol,2
11715427_at,SNU13,SNU13,single_symbol,2
11715428_x_at,ARF4,ARF4,single_symbol,2
11715429_s_at,ARF4,ARF4,single_symbol,2
11715430_a_at,AKR1B1,AKR1B1,single_symbol,1
11715431_a_at,TMBIM1,TMBIM1,single_symbol,3
11715432_a_at,TMBIM1,TMBIM1,single_symbol,3
11715433_a_at,RBBP7,RBBP7,single_symbol,1
11715434_a_at,PDIA6,PDIA6,single_symbol,3
11715435_s_at,TIMP3,TIMP3,single_symbol,3
11715436_at,TIMP3,TIMP3,single_symbol,3
11715437_at,TIMP3,TIMP3,single_symbol,3
11715438_at,DAP,DAP,single_symbol,2
11715439_at,DAP,DAP,single_symbol,2
11715440_a_at,CTGF,CTGF,single_symbol,3
11715441_a_at,CTGF,CTGF,single_symbol,3
11715442_s_at,CTGF,CTGF,single_symbol,3
11715443_a_at,CPB1,CPB1,single_symbol,2
11715444_at,CPB1,CPB1,single_symbol,2
11715445_a_at,DNAJB1,DNAJB1,single_symbol,3
11715446_a_at,DNAJB1,DNAJB1,single_symbol,3
11715447_at,TALDO1,TALDO1,single_symbol,2
11715448_at,ERGIC3,ERGIC3,single_symbol,3
11715449_x_at,ERGIC3,ERGIC3,single_symbol,3
11715450_at,RPL10,RPL10,single_symbol,6
11715451_a_at,COL4A2,COL4A2,single_symbol,3
11715452_s_at,COL4A2,COL4A2,single_symbol,3
11715453_a_at,COL4A2,COL4A2,single_symbol,3
11715454_at,KISS1,KISS1,single_symbol,2
11715455_x_at,KISS1,KISS1,single_symbol,2
11715456_a_at,SSR2,SSR2,single_symbol,2
11715457_x_at,SSR2,SSR2,single_symbol,2
11715458_a_at,COX8A,COX8A,single_symbol,2
11715459_x_at,COX8A,COX8A,single_symbol,2
11715460_a_at,DHCR24,DHCR24,single_symbol,4
11715461_at,LYZ,LYZ,single_symbol,2
11715462_x_at,LYZ,LYZ,single_symbol,2
11715463_s_at,IGFBP4,IGFBP4,single_symbol,4
11715464_x_at,IGFBP4,IGFBP4,single_symbol,4
11715465_at,IGFBP4,IGFBP4,single_symbol,4
11715466_at,ARHGDIB,ARHGDIB,single_symbol,2
11715467_s_at,ARHGDIB,ARHGDIB,single_symbol,2
11715468_at,TUFM,TUFM,single_symbol,1
11715469_s_at,TXN,TXN,single_symbol,5
11715470_x_at,TXN,TXN,single_symbol,5
11715471_a_at,SRPR,SRPR,single_symbol,5
11715472_a_at,SRPR,SRPR,single_symbol,5
11715473_at,SRPR,SRPR,single_symbol,5
11715474_at,DDX17,DDX17,single_symbol,3
11715475_a_at,DDX17,DDX17,single_symbol,3
11715476_s_at,DDX17,DDX17,single_symbol,3
11715477_at,TFRC,TFRC,single_symbol,3
11715478_a_at,TFRC,TFRC,single_symbol,3
11715479_a_at,GABARAP,GABARAP,single_symbol,4
11715480_x_at,GABARAP,GABARAP,single_symbol,4
11715481_a_at,SST,SST,single_symbol,1
11715482_a_at,MCL1,MCL1,single_symbol,6
11715483_s_at,MCL1,MCL1,single_symbol,6
11715484_a_at,MCL1,MCL1,single_symbol,6
11715485_a_at,MCL1,MCL1,single_symbol,6
11715486_x_at,MCL1,MCL1,single_symbol,6
11715487_a_at,MCL1,MCL1,single_symbol,6
11715488_s_at,PGRMC1,PGRMC1,single_symbol,2
11715489_a_at,PGRMC1,PGRMC1,single_symbol,2
11715490_s_at,AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B /// AMYP1,AMY1A,multi_symbol_first_valid_used,3
11715491_s_at,FSCN1,FSCN1,single_symbol,3
11715492_s_at,MORF4L1,MORF4L1,single_symbol,6
11715493_a_at,CYR61,CYR61,single_symbol,2
11715494_s_at,HBG1 /// HBG2,HBG1,multi_symbol_first_valid_used,5
11715495_a_at,RPS25,RPS25,single_symbol,4
11715496_a_at,CTSK,CTSK,single_symbol,1
11715497_a_at,OXA1L,OXA1L,single_symbol,4
11715498_a_at,OXA1L,OXA1L,single_symbol,4
11715499_x_at,CBX3,CBX3,single_symbol,3
11715500_s_at,TARDBP,TARDBP,single_symbol,3
11715501_s_at,IGFBP7,IGFBP7,single_symbol,4
11715502_x_at,RPL18A,RPL18A,single_symbol,4
11715503_a_at,LASP1,LASP1,single_symbol,5
11715504_a_at,LASP1,LASP1,single_symbol,5
11715505_a_at,IARS,IARS,single_symbol,4
11715506_a_at,MAGED1,MAGED1,single_symbol,4
11715507_s_at,MAGED1,MAGED1,single_symbol,4
11715508_x_at,MFGE8,MFGE8,single_symbol,3
11715509_a_at,NDFIP1,NDFIP1,single_symbol,5
11715510_s_at,NDFIP1,NDFIP1,single_symbol,5
11715511_x_at,NDFIP1,NDFIP1,single_symbol,5
11715512_s_at,NDFIP1,NDFIP1,single_symbol,5
11715513_s_at,NDFIP1,NDFIP1,single_symbol,5
11715514_a_at,HERPUD1,HERPUD1,single_symbol,4
11715515_a_at,PSMD3,PSMD3,single_symbol,3
11715516_x_at,PSMD3,PSMD3,single_symbol,3
11715517_s_at,SLC25A39,SLC25A39,single_symbol,1
11715518_a_at,MLEC,MLEC,single_symbol,4
11715519_a_at,MLEC,MLEC,single_symbol,4
11715520_at,MLEC,MLEC,single_symbol,4
11715521_a_at,MLEC,MLEC,single_symbol,4
11715522_a_at,HADHA,HADHA,single_symbol,4
11715523_a_at,HADHA,HADHA,single_symbol,4
11715524_a_at,COTL1,COTL1,single_symbol,3
11715525_a_at,ATP6V1G2-DDX39B /// DDX39B,ATP6V1G2-DDX39B,multi_symbol_first_valid_used,7
11715526_s_at,ATP6V1G2-DDX39B /// DDX39B,ATP6V1G2-DDX39B,multi_symbol_first_valid_used,7
11715527_x_at,ATP6V1G2-DDX39B /// DDX39B,ATP6V1G2-DDX39B,multi_symbol_first_valid_used,7
11715528_a_at,ATP6V1G2-DDX39B /// DDX39B,ATP6V1G2-DDX39B,multi_symbol_first_valid_used,7
