probe_id,raw_gene_symbol,parsed_gene_symbol,mapping_status,n_probes_for_gene
11756207_s_at,PSME3,PSME3,single_symbol,3
11756208_a_at,SNX9,SNX9,single_symbol,3
11756209_x_at,SHMT1,SHMT1,single_symbol,5
11756210_a_at,RCL1,RCL1,single_symbol,1
11756211_s_at,C11orf73,C11orf73,single_symbol,2
11756212_x_at,ELP3,ELP3,single_symbol,3
11756213_x_at,PGK1,PGK1,single_symbol,9
11756214_x_at,PCMT1,PCMT1,single_symbol,4
11756215_x_at,UBA52,UBA52,single_symbol,2
11756216_s_at,PTP4A1,PTP4A1,single_symbol,7
11756217_x_at,SNX22,SNX22,single_symbol,5
11756218_x_at,MIIP,MIIP,single_symbol,2
11756219_a_at,FGL1,FGL1,single_symbol,1
11756220_x_at,ROBO3,ROBO3,single_symbol,4
11756221_a_at,ASTN1,ASTN1,single_symbol,2
11756222_a_at,NR1H4,NR1H4,single_symbol,1
11756223_s_at,DDX21,DDX21,single_symbol,3
11756224_s_at,ZDHHC9,ZDHHC9,single_symbol,3
11756225_s_at,DNAJB6,DNAJB6,single_symbol,5
11756226_a_at,GRIPAP1,GRIPAP1,single_symbol,2
11756227_s_at,PEX2,PEX2,single_symbol,3
11756228_s_at,NECAP2,NECAP2,single_symbol,5
11756229_s_at,FNTA,FNTA,single_symbol,2
11756230_a_at,FLNB,FLNB,single_symbol,2
11756231_a_at,TAF6L,TAF6L,single_symbol,3
11756232_s_at,VDAC2,VDAC2,single_symbol,2
11756233_a_at,AKIRIN2,AKIRIN2,single_symbol,2
11756234_x_at,DTNB,DTNB,single_symbol,5
11756235_a_at,DGCR2,DGCR2,single_symbol,5
11756236_a_at,FBLN1,FBLN1,single_symbol,8
11756237_a_at,FBLN1,FBLN1,single_symbol,8
11756238_s_at,SLC2A1,SLC2A1,single_symbol,4
11756239_s_at,MRPS35,MRPS35,single_symbol,2
11756240_a_at,SHISA4,SHISA4,single_symbol,1
11756241_s_at,PSMF1,PSMF1,single_symbol,6
11756242_a_at,PSMF1,PSMF1,single_symbol,6
11756243_a_at,DAPP1,DAPP1,single_symbol,4
11756244_a_at,FBXO31,FBXO31,single_symbol,1
11756245_s_at,ANXA5,ANXA5,single_symbol,6
11756246_s_at,TTC28,TTC28,single_symbol,2
11756247_a_at,ATXN2,ATXN2,single_symbol,2
11756248_a_at,PDPK1,PDPK1,single_symbol,6
11756249_x_at,CDC42,CDC42,single_symbol,9
11756250_s_at,HMGCL,HMGCL,single_symbol,1
11756251_x_at,RPS5,RPS5,single_symbol,4
11756252_x_at,KLHDC3,KLHDC3,single_symbol,4
11756253_a_at,LGI4,LGI4,single_symbol,4
11756254_a_at,GGT5,GGT5,single_symbol,2
11756255_x_at,YWHAH,YWHAH,single_symbol,2
11756256_a_at,FANCG,FANCG,single_symbol,1
11756257_a_at,FLYWCH1,FLYWCH1,single_symbol,3
11756258_x_at,RPL8,RPL8,single_symbol,3
11756259_s_at,NFATC1,NFATC1,single_symbol,5
11756260_s_at,ANKIB1,ANKIB1,single_symbol,3
11756261_x_at,C16orf59,C16orf59,single_symbol,4
11756262_a_at,NUBP1,NUBP1,single_symbol,1
11756263_s_at,UBE3B,UBE3B,single_symbol,7
11756264_s_at,IPW,IPW,single_symbol,1
11756265_a_at,MTA2,MTA2,single_symbol,2
11756266_a_at,CYFIP2,CYFIP2,single_symbol,4
11756267_x_at,C14orf166,C14orf166,single_symbol,2
11756268_a_at,FBXO4,FBXO4,single_symbol,3
11756269_a_at,ATXN7L2,ATXN7L2,single_symbol,1
11756270_x_at,PKP4,PKP4,single_symbol,4
11756271_a_at,FANK1,FANK1,single_symbol,2
11756272_a_at,NAA16,NAA16,single_symbol,3
11756273_a_at,RBM12B,RBM12B,single_symbol,3
11756274_a_at,ALDH1L1,ALDH1L1,single_symbol,2
11756275_a_at,PDLIM1,PDLIM1,single_symbol,2
11756276_a_at,NUP210,NUP210,single_symbol,2
11756277_a_at,YPEL1,YPEL1,single_symbol,2
11756278_a_at,SAGE1,SAGE1,single_symbol,1
11756279_a_at,FAM118B,FAM118B,single_symbol,1
11756280_a_at,NUDT5,NUDT5,single_symbol,2
11756281_a_at,CD7,CD7,single_symbol,3
11756282_x_at,MAZ,MAZ,single_symbol,5
11756283_s_at,CCAR1,CCAR1,single_symbol,2
11756284_x_at,RNF43,RNF43,single_symbol,6
11756285_s_at,IGF2BP3,IGF2BP3,single_symbol,2
11756286_a_at,SFXN2,SFXN2,single_symbol,1
11756287_a_at,AOAH,AOAH,single_symbol,1
11756288_a_at,NRDE2,NRDE2,single_symbol,1
11756289_x_at,CCM2,CCM2,single_symbol,6
11756290_a_at,PRRC1,PRRC1,single_symbol,2
11756291_a_at,CCDC53,CCDC53,single_symbol,1
11756292_a_at,CTSW,CTSW,single_symbol,1
11756293_a_at,UFSP2,UFSP2,single_symbol,2
11756294_a_at,JAM2,JAM2,single_symbol,3
11756295_x_at,ARFIP2,ARFIP2,single_symbol,7
11756296_x_at,MFF,MFF,single_symbol,5
11756297_x_at,PGK1,PGK1,single_symbol,9
11756298_a_at,SNRPA,SNRPA,single_symbol,4
11756299_x_at,SNRPA,SNRPA,single_symbol,4
11756300_a_at,ANP32B,ANP32B,single_symbol,2
11756301_x_at,TSTA3,TSTA3,single_symbol,4
11756302_x_at,CD37,CD37,single_symbol,4
11756303_a_at,SH3TC1,SH3TC1,single_symbol,3
11756304_x_at,CSNK1A1,CSNK1A1,single_symbol,11
11756305_a_at,SMARCA4,SMARCA4,single_symbol,6
11756306_a_at,PARP9,PARP9,single_symbol,3
11756307_a_at,MTMR10,MTMR10,single_symbol,3
11756308_a_at,FAM50A,FAM50A,single_symbol,1
11756309_x_at,MXD3 /// RAB24,MXD3,multi_symbol_first_valid_used,5
11756310_a_at,NXT2,NXT2,single_symbol,3
11756311_x_at,PPT2,PPT2,single_symbol,6
11756312_a_at,SERPINF1,SERPINF1,single_symbol,5
11756313_x_at,SERPINF1,SERPINF1,single_symbol,5
11756314_a_at,GADD45G,GADD45G,single_symbol,1
11756315_a_at,LRRC34,LRRC34,single_symbol,3
11756316_a_at,CHI3L1,CHI3L1,single_symbol,1
11756317_a_at,ZNF276,ZNF276,single_symbol,4
11756318_x_at,TRA2B,TRA2B,single_symbol,10
11756319_a_at,ANO8,ANO8,single_symbol,1
11756320_a_at,NUDT13,NUDT13,single_symbol,3
11756321_x_at,USP21,USP21,single_symbol,2
11756322_x_at,CNDP2,CNDP2,single_symbol,4
11756323_x_at,F12,F12,single_symbol,1
11756324_a_at,WDR26,WDR26,single_symbol,5
11756325_a_at,CUTA,CUTA,single_symbol,1
11756326_a_at,BPNT1,BPNT1,single_symbol,5
11756327_x_at,RPS19,RPS19,single_symbol,2
11756328_s_at,TARDBP,TARDBP,single_symbol,3
11756329_a_at,EEFSEC,EEFSEC,single_symbol,1
11756330_a_at,DDX58,DDX58,single_symbol,3
11756331_a_at,BFAR,BFAR,single_symbol,4
11756332_x_at,MFSD10,MFSD10,single_symbol,1
11756333_a_at,CROCC,CROCC,single_symbol,3
11756334_x_at,ANXA3,ANXA3,single_symbol,2
11756335_a_at,CARD19,CARD19,single_symbol,1
11756336_s_at,ZNF23,ZNF23,single_symbol,2
11756337_x_at,HNRNPC,HNRNPC,single_symbol,6
11756338_x_at,DHRS11,DHRS11,single_symbol,3
11756339_x_at,SARDH,SARDH,single_symbol,9
11756340_x_at,UPF3A,UPF3A,single_symbol,6
11756341_a_at,RBM23,RBM23,single_symbol,4
11756342_s_at,GDA,GDA,single_symbol,3
11756343_a_at,DPEP1,DPEP1,single_symbol,2
11756344_a_at,ARMC10,ARMC10,single_symbol,5
11756345_x_at,TMEM91,TMEM91,single_symbol,2
11756346_a_at,FAM102B,FAM102B,single_symbol,3
11756347_x_at,PRR11,PRR11,single_symbol,2
11756348_a_at,ERCC3,ERCC3,single_symbol,2
11756349_a_at,PDCL,PDCL,single_symbol,2
11756350_a_at,TADA2A,TADA2A,single_symbol,2
11756351_x_at,SOD1,SOD1,single_symbol,3
11756352_a_at,PRSS22,PRSS22,single_symbol,1
11756353_a_at,CLVS1,CLVS1,single_symbol,1
11756354_a_at,RRP8,RRP8,single_symbol,2
11756355_a_at,TP73,TP73,single_symbol,9
11756356_a_at,FAM81B,FAM81B,single_symbol,1
11756357_x_at,NAALADL1,NAALADL1,single_symbol,2
11756358_a_at,PLK3,PLK3,single_symbol,1
11756359_s_at,ADRA2C,ADRA2C,single_symbol,2
11756360_x_at,H2AFZ,H2AFZ,single_symbol,4
11756361_x_at,ABCF3,ABCF3,single_symbol,4
11756362_x_at,FCGR1B,FCGR1B,single_symbol,1
11756363_a_at,NCKAP1L,NCKAP1L,single_symbol,2
11756364_a_at,SLC22A2,SLC22A2,single_symbol,5
11756365_a_at,EWSR1 /// TUG1,EWSR1,multi_symbol_first_valid_used,4
11756366_x_at,EWSR1,EWSR1,single_symbol,4
11756367_x_at,SLC25A4,SLC25A4,single_symbol,2
11756368_s_at,KIF22,KIF22,single_symbol,3
11756369_a_at,MECR,MECR,single_symbol,3
11756370_x_at,CRIP2,CRIP2,single_symbol,3
11756371_a_at,VSIG4,VSIG4,single_symbol,3
11756372_a_at,APOOL,APOOL,single_symbol,2
11756373_a_at,UMPS,UMPS,single_symbol,3
11756374_a_at,TPST1,TPST1,single_symbol,1
11756375_x_at,ETV7,ETV7,single_symbol,7
11756376_a_at,TTC19,TTC19,single_symbol,2
11756377_s_at,DOK4,DOK4,single_symbol,2
11756378_x_at,RUVBL2,RUVBL2,single_symbol,4
11756379_x_at,H3F3A /// H3F3AP4,H3F3A,multi_symbol_first_valid_used,4
11756380_s_at,TRMT112,TRMT112,single_symbol,2
11756381_x_at,TRMT112,TRMT112,single_symbol,2
11756382_a_at,SUPT7L,SUPT7L,single_symbol,3
11756383_a_at,FARSB,FARSB,single_symbol,5
11756384_a_at,IKBKG,IKBKG,single_symbol,8
11756385_x_at,IKBKG,IKBKG,single_symbol,8
11756386_s_at,WDR1,WDR1,single_symbol,6
11756387_x_at,ARL4A,ARL4A,single_symbol,4
11756388_s_at,TRMT10C,TRMT10C,single_symbol,2
11756389_a_at,HAPLN2,HAPLN2,single_symbol,2
11756390_a_at,MATR3,MATR3,single_symbol,8
11756391_a_at,MITD1,MITD1,single_symbol,1
11756392_a_at,TRAPPC2L,TRAPPC2L,single_symbol,2
11756393_x_at,CORO1A,CORO1A,single_symbol,4
11756394_a_at,KTN1,KTN1,single_symbol,11
11756395_s_at,AP1S2,AP1S2,single_symbol,6
11756396_a_at,PTOV1,PTOV1,single_symbol,4
11756397_x_at,PTOV1,PTOV1,single_symbol,4
11756398_a_at,VPRBP,VPRBP,single_symbol,2
11756399_x_at,CCDC189,CCDC189,single_symbol,2
11756400_a_at,QDPR,QDPR,single_symbol,2
11756401_x_at,FAM49B,FAM49B,single_symbol,3
11756402_a_at,MAGOHB,MAGOHB,single_symbol,2
11756403_s_at,KCTD10,KCTD10,single_symbol,4
11756404_a_at,TXNL4A,TXNL4A,single_symbol,2
11756405_s_at,GCSH /// LOC729080,GCSH,multi_symbol_first_valid_used,5
11756406_x_at,ADM,ADM,single_symbol,3
11756407_a_at,RFX3,RFX3,single_symbol,3
11756408_a_at,LMBR1,LMBR1,single_symbol,5
11756409_a_at,BLM,BLM,single_symbol,1
11756410_a_at,KANSL2,KANSL2,single_symbol,2
11756411_a_at,STAB1,STAB1,single_symbol,2
11756412_a_at,NT5DC2,NT5DC2,single_symbol,1
11756413_a_at,ASTN2,ASTN2,single_symbol,3
11756414_a_at,MRPS18A,MRPS18A,single_symbol,2
11756415_x_at,RBM6,RBM6,single_symbol,3
11756416_a_at,KIZ,KIZ,single_symbol,5
11756417_x_at,KIZ,KIZ,single_symbol,5
11756418_a_at,MEAF6,MEAF6,single_symbol,3
11756419_x_at,KRBA2,KRBA2,single_symbol,1
11756420_x_at,LRCH4,LRCH4,single_symbol,2
11756421_x_at,HTRA2,HTRA2,single_symbol,4
11756422_s_at,RAPGEF1,RAPGEF1,single_symbol,5
11756423_x_at,ITIH1,ITIH1,single_symbol,4
11756424_a_at,NSMCE4A,NSMCE4A,single_symbol,6
11756425_a_at,ANKS1A,ANKS1A,single_symbol,5
11756426_x_at,TRIM41,TRIM41,single_symbol,4
11756427_x_at,ARL16,ARL16,single_symbol,2
11756428_a_at,SLC25A16,SLC25A16,single_symbol,3
11756429_x_at,OSTC,OSTC,single_symbol,2
11756430_a_at,GBGT1,GBGT1,single_symbol,2
11756431_s_at,TXNIP,TXNIP,single_symbol,5
11756432_x_at,TMEM41A,TMEM41A,single_symbol,2
11756433_a_at,MSL1,MSL1,single_symbol,5
11756434_a_at,DNMT1,DNMT1,single_symbol,2
11756435_a_at,GLMP,GLMP,single_symbol,4
11756436_x_at,GLMP,GLMP,single_symbol,4
11756437_x_at,RPS18,RPS18,single_symbol,2
11756438_a_at,SAFB,SAFB,single_symbol,4
11756439_a_at,ADHFE1,ADHFE1,single_symbol,2
11756440_a_at,KLHL24,KLHL24,single_symbol,3
11756441_x_at,CSF3R,CSF3R,single_symbol,2
11756442_a_at,ANKZF1,ANKZF1,single_symbol,2
11756443_x_at,PROM2,PROM2,single_symbol,6
11756444_a_at,SFMBT1,SFMBT1,single_symbol,2
11756445_x_at,R3HDM4,R3HDM4,single_symbol,3
11756446_a_at,PITHD1,PITHD1,single_symbol,2
11756447_x_at,GORAB,GORAB,single_symbol,4
11756448_x_at,EBNA1BP2,EBNA1BP2,single_symbol,4
11756449_x_at,RBCK1,RBCK1,single_symbol,4
11756450_s_at,SYNE2,SYNE2,single_symbol,5
11756451_x_at,C1orf159,C1orf159,single_symbol,3
11756452_a_at,SIGLEC17P,SIGLEC17P,single_symbol,1
11756453_a_at,SH2D3C,SH2D3C,single_symbol,2
11756454_a_at,EXOC7,EXOC7,single_symbol,5
11756455_a_at,CLPS,CLPS,single_symbol,1
11756456_a_at,C10orf2,C10orf2,single_symbol,2
11756457_a_at,ARMC7,ARMC7,single_symbol,2
11756458_a_at,MSH5-SAPCD1 /// SAPCD1,MSH5-SAPCD1,multi_symbol_first_valid_used,1
11756459_a_at,SLC22A18,SLC22A18,single_symbol,1
11756460_a_at,CEP41,CEP41,single_symbol,6
11756461_a_at,LCN8,LCN8,single_symbol,1
11756462_s_at,TCP10L,TCP10L,single_symbol,4
11756463_x_at,TUBG2,TUBG2,single_symbol,2
11756464_x_at,HDGFRP2,HDGFRP2,single_symbol,2
11756465_s_at,RND3,RND3,single_symbol,3
11756466_a_at,PLEKHB1,PLEKHB1,single_symbol,3
11756467_x_at,TMEM50A,TMEM50A,single_symbol,4
11756468_a_at,SCYL3,SCYL3,single_symbol,2
11756469_x_at,POLR2J2 /// POLR2J3 /// UPK3BL,POLR2J2,multi_symbol_first_valid_used,3
11756470_a_at,AP3B2,AP3B2,single_symbol,3
11756471_a_at,MFSD2A,MFSD2A,single_symbol,1
11756472_x_at,TRMT61B,TRMT61B,single_symbol,2
11756473_a_at,CELF2,CELF2,single_symbol,10
11756474_a_at,CPT1A,CPT1A,single_symbol,2
11756475_a_at,C6orf1,C6orf1,single_symbol,1
11756476_s_at,RPL19,RPL19,single_symbol,2
11756477_a_at,TTLL11,TTLL11,single_symbol,2
11756478_a_at,UTP11L,UTP11L,single_symbol,2
11756479_x_at,RNASET2,RNASET2,single_symbol,2
11756480_s_at,CSDE1,CSDE1,single_symbol,4
11756481_x_at,FDXR,FDXR,single_symbol,3
11756482_x_at,STT3B,STT3B,single_symbol,7
11756483_x_at,CSHL1,CSHL1,single_symbol,2
11756484_a_at,UVSSA,UVSSA,single_symbol,2
11756485_a_at,TXLNA,TXLNA,single_symbol,3
11756486_a_at,EPHB6,EPHB6,single_symbol,1
11756487_a_at,TSN,TSN,single_symbol,4
11756488_s_at,KIF2B,KIF2B,single_symbol,1
11756489_a_at,NUDT8,NUDT8,single_symbol,1
11756490_a_at,BCLAF1,BCLAF1,single_symbol,9
11756491_x_at,SDAD1,SDAD1,single_symbol,4
11756492_a_at,ZBTB48,ZBTB48,single_symbol,1
11756493_a_at,AZIN2,AZIN2,single_symbol,11
11756494_a_at,SETD6,SETD6,single_symbol,5
11756495_a_at,SPAG6,SPAG6,single_symbol,5
11756496_a_at,SERPINA6,SERPINA6,single_symbol,1
11756497_a_at,VWCE,VWCE,single_symbol,3
11756498_a_at,GLS2,GLS2,single_symbol,6
11756499_a_at,KLHDC2,KLHDC2,single_symbol,1
11756500_x_at,DPH5,DPH5,single_symbol,3
11756501_a_at,TMEM38B,TMEM38B,single_symbol,2
11756502_a_at,COA5,COA5,single_symbol,2
11756503_a_at,LARP4B,LARP4B,single_symbol,3
11756504_s_at,LOC728715 /// OVOS /// OVOS2,LOC728715,multi_symbol_first_valid_used,1
11756505_s_at,USP32 /// USP32P1 /// USP32P2 /// USP32P3 /// USP6,USP32,multi_symbol_first_valid_used,6
11756506_a_at,CHL1,CHL1,single_symbol,2
11756507_x_at,FAM188B /// INMT-FAM188B,FAM188B,multi_symbol_first_valid_used,2
11756508_a_at,TAF6,TAF6,single_symbol,6
11756509_a_at,BAMBI,BAMBI,single_symbol,1
11756510_a_at,FAN1,FAN1,single_symbol,2
11756511_a_at,SLCO2A1,SLCO2A1,single_symbol,3
11756512_a_at,ZHX3,ZHX3,single_symbol,3
11756513_a_at,SFXN5,SFXN5,single_symbol,4
11756514_a_at,TEKT5,TEKT5,single_symbol,1
11756515_s_at,EXOSC1,EXOSC1,single_symbol,2
11756516_a_at,PISD,PISD,single_symbol,4
11756517_x_at,LOC105379554 /// MAFIP,LOC105379554,multi_symbol_first_valid_used,1
11756518_a_at,LMO3,LMO3,single_symbol,9
11756519_x_at,LMO3,LMO3,single_symbol,9
11756520_x_at,AKR7A2,AKR7A2,single_symbol,3
11756521_a_at,IREB2,IREB2,single_symbol,6
11756522_a_at,SCARB1,SCARB1,single_symbol,3
11756523_x_at,SHISA5,SHISA5,single_symbol,6
11756524_a_at,RBBP9,RBBP9,single_symbol,2
11756525_a_at,IDI2-AS1,IDI2-AS1,single_symbol,1
11756526_a_at,MRPL48,MRPL48,single_symbol,3
11756527_a_at,SNX10,SNX10,single_symbol,5
11756528_x_at,GNAO1,GNAO1,single_symbol,5
11756529_a_at,HYDIN /// HYDIN2,HYDIN,multi_symbol_first_valid_used,4
11756530_x_at,ST7L,ST7L,single_symbol,9
11756531_a_at,MEF2C,MEF2C,single_symbol,4
11756532_a_at,PIK3CD,PIK3CD,single_symbol,4
11756533_s_at,YTHDF3,YTHDF3,single_symbol,3
11756534_a_at,TMEM108,TMEM108,single_symbol,2
11756535_a_at,SLC25A45,SLC25A45,single_symbol,3
11756536_a_at,C5orf22,C5orf22,single_symbol,3
11756537_a_at,ECM2,ECM2,single_symbol,3
11756538_s_at,JMJD7 /// JMJD7-PLA2G4B /// PLA2G4B,JMJD7,multi_symbol_first_valid_used,1
11756539_a_at,TCTEX1D1,TCTEX1D1,single_symbol,2
11756540_x_at,TMPRSS5,TMPRSS5,single_symbol,4
11756541_x_at,ABHD12,ABHD12,single_symbol,5
11756542_a_at,GPR87,GPR87,single_symbol,1
11756543_a_at,NXF1,NXF1,single_symbol,2
11756544_a_at,C22orf29,C22orf29,single_symbol,5
11756545_a_at,GKN2,GKN2,single_symbol,1
11756546_a_at,EIF6,EIF6,single_symbol,2
11756547_a_at,CLU,CLU,single_symbol,2
11756548_s_at,PKP4,PKP4,single_symbol,4
11756549_a_at,SPECC1L,SPECC1L,single_symbol,5
11756550_x_at,YJEFN3,YJEFN3,single_symbol,4
11756551_a_at,KLHL28,KLHL28,single_symbol,2
11756552_a_at,SMARCAD1,SMARCAD1,single_symbol,4
11756553_a_at,GUK1,GUK1,single_symbol,5
11756554_x_at,PSMC5,PSMC5,single_symbol,1
11756555_a_at,SCAMP5,SCAMP5,single_symbol,3
11756556_x_at,C20orf24 /// TGIF2-C20orf24,C20orf24,multi_symbol_first_valid_used,6
11756557_x_at,LRPAP1,LRPAP1,single_symbol,2
11756558_s_at,DXO,DXO,single_symbol,3
11756559_a_at,SNUPN,SNUPN,single_symbol,1
11756560_a_at,NDP,NDP,single_symbol,1
11756561_a_at,MED20,MED20,single_symbol,3
11756562_a_at,PDCD10,PDCD10,single_symbol,3
11756563_a_at,RCBTB2,RCBTB2,single_symbol,4
11756564_a_at,AUP1,AUP1,single_symbol,3
11756565_x_at,IDH3A,IDH3A,single_symbol,5
11756566_a_at,RASSF2,RASSF2,single_symbol,4
11756567_x_at,VPS28,VPS28,single_symbol,2
11756568_a_at,MEST,MEST,single_symbol,6
11756569_a_at,NUSAP1,NUSAP1,single_symbol,3
11756570_a_at,TMEM50B,TMEM50B,single_symbol,4
11756571_a_at,PSEN1,PSEN1,single_symbol,4
11756572_x_at,IRF3,IRF3,single_symbol,6
11756573_a_at,RIMKLB,RIMKLB,single_symbol,3
11756574_x_at,RNF167,RNF167,single_symbol,3
11756575_a_at,CABIN1,CABIN1,single_symbol,2
11756576_a_at,GNB2,GNB2,single_symbol,4
11756577_a_at,PEA15,PEA15,single_symbol,2
11756578_a_at,RHOT1,RHOT1,single_symbol,2
11756579_a_at,PSMD1,PSMD1,single_symbol,2
11756580_x_at,SCP2,SCP2,single_symbol,4
11756581_s_at,PRSS23,PRSS23,single_symbol,5
11756582_a_at,TRNAU1AP,TRNAU1AP,single_symbol,3
11756583_a_at,ESRRG,ESRRG,single_symbol,7
11756584_s_at,TOX4,TOX4,single_symbol,4
11756585_a_at,AQP3,AQP3,single_symbol,3
11756586_x_at,ARL6IP4,ARL6IP4,single_symbol,8
11756587_a_at,PTGDS,PTGDS,single_symbol,1
11756588_a_at,ST6GALNAC1,ST6GALNAC1,single_symbol,2
11756589_x_at,NSUN5P1,NSUN5P1,single_symbol,9
11756590_a_at,KMO,KMO,single_symbol,2
11756591_a_at,MBNL1,MBNL1,single_symbol,8
11756592_a_at,CCDC115,CCDC115,single_symbol,3
11756593_a_at,UROD,UROD,single_symbol,7
11756594_x_at,UROD,UROD,single_symbol,7
11756595_a_at,ZNF142,ZNF142,single_symbol,2
11756596_a_at,PDPR,PDPR,single_symbol,3
11756597_a_at,TRMT44,TRMT44,single_symbol,2
11756598_a_at,HKR1,HKR1,single_symbol,2
11756599_a_at,ANAPC16,ANAPC16,single_symbol,2
11756600_a_at,TPD52,TPD52,single_symbol,8
11756601_a_at,FAM8A1,FAM8A1,single_symbol,2
11756602_x_at,SYT4,SYT4,single_symbol,6
11756603_a_at,FAM206A,FAM206A,single_symbol,1
11756604_a_at,PCDHB2,PCDHB2,single_symbol,3
11756605_x_at,PCDHB2,PCDHB2,single_symbol,3
11756606_s_at,RWDD2B,RWDD2B,single_symbol,1
11756607_x_at,ZNF85,ZNF85,single_symbol,2
11756608_s_at,STARD9,STARD9,single_symbol,2
11756609_a_at,CA10,CA10,single_symbol,3
11756610_a_at,CD226,CD226,single_symbol,2
11756611_a_at,PPP1R7,PPP1R7,single_symbol,2
11756612_a_at,BARD1,BARD1,single_symbol,1
11756613_a_at,SEMA6A,SEMA6A,single_symbol,4
11756614_a_at,RNF145,RNF145,single_symbol,7
11756615_x_at,SHMT2,SHMT2,single_symbol,4
11756616_a_at,CNNM1,CNNM1,single_symbol,3
11756617_a_at,TAPBP,TAPBP,single_symbol,5
11756618_x_at,TAPBP,TAPBP,single_symbol,5
11756619_a_at,C12orf43,C12orf43,single_symbol,2
11756620_x_at,RTEL1 /// RTEL1-TNFRSF6B,RTEL1,multi_symbol_first_valid_used,5
11756621_a_at,MNX1,MNX1,single_symbol,1
11756622_a_at,HSPA8,HSPA8,single_symbol,9
11756623_at,HSPA8,HSPA8,single_symbol,9
11756624_x_at,RABL2A,RABL2A,single_symbol,4
11756625_s_at,FAM156A /// FAM156B,FAM156A,multi_symbol_first_valid_used,2
11756626_s_at,ZWINT,ZWINT,single_symbol,2
11756627_x_at,TMEM222,TMEM222,single_symbol,4
11756628_a_at,NPFFR2,NPFFR2,single_symbol,1
11756629_a_at,MTHFSD,MTHFSD,single_symbol,3
11756630_a_at,TMED10,TMED10,single_symbol,4
11756631_s_at,TXNDC15,TXNDC15,single_symbol,3
11756632_a_at,GNLY,GNLY,single_symbol,5
11756633_a_at,LIMCH1,LIMCH1,single_symbol,10
11756634_a_at,GSR,GSR,single_symbol,2
11756635_a_at,PLCB4,PLCB4,single_symbol,5
11756636_x_at,PCED1A,PCED1A,single_symbol,4
11756637_a_at,RNF219,RNF219,single_symbol,2
11756638_a_at,FBXO38,FBXO38,single_symbol,4
11756639_a_at,NFASC,NFASC,single_symbol,5
11756640_a_at,LRWD1,LRWD1,single_symbol,2
11756641_a_at,ZNF256,ZNF256,single_symbol,1
11756642_a_at,DECR2,DECR2,single_symbol,1
11756643_s_at,SMAP1,SMAP1,single_symbol,6
11756644_x_at,ARRDC1,ARRDC1,single_symbol,1
11756645_x_at,CXCL16,CXCL16,single_symbol,2
11756646_a_at,IRF2BP2,IRF2BP2,single_symbol,5
11756647_a_at,XPNPEP3,XPNPEP3,single_symbol,3
11756648_a_at,SLC25A14,SLC25A14,single_symbol,3
11756649_a_at,SEH1L,SEH1L,single_symbol,2
11756650_a_at,CHP1,CHP1,single_symbol,2
11756651_a_at,TAF12,TAF12,single_symbol,1
11756652_a_at,NTMT1,NTMT1,single_symbol,3
11756653_x_at,FGF1,FGF1,single_symbol,4
11756654_s_at,SUB1,SUB1,single_symbol,5
11756655_a_at,MCAT,MCAT,single_symbol,2
11756656_a_at,RPS6KC1,RPS6KC1,single_symbol,6
11756657_a_at,RPS6KA2,RPS6KA2,single_symbol,4
11756658_a_at,MZB1,MZB1,single_symbol,1
11756659_a_at,FBXL7,FBXL7,single_symbol,3
11756660_a_at,PROM1,PROM1,single_symbol,2
11756661_a_at,DARS,DARS,single_symbol,3
11756662_a_at,ERAL1,ERAL1,single_symbol,1
11756663_a_at,NSUN2,NSUN2,single_symbol,4
11756664_a_at,CD19,CD19,single_symbol,2
11756665_a_at,CD164,CD164,single_symbol,8
11756666_x_at,MCM2,MCM2,single_symbol,4
11756667_x_at,C6orf223,C6orf223,single_symbol,2
11756668_x_at,FAM213A,FAM213A,single_symbol,1
11756669_x_at,HPN,HPN,single_symbol,3
11756670_x_at,TUBA1C,TUBA1C,single_symbol,2
11756671_a_at,PGAP2,PGAP2,single_symbol,5
11756672_a_at,APOA5,APOA5,single_symbol,2
11756673_s_at,MRPL30,MRPL30,single_symbol,3
11756674_s_at,STRBP,STRBP,single_symbol,3
11756675_x_at,SLC25A1,SLC25A1,single_symbol,4
11756676_s_at,NBPF22P /// NBPF4 /// NBPF6,NBPF22P,multi_symbol_first_valid_used,1
11756677_a_at,CYB5D2,CYB5D2,single_symbol,1
11756678_x_at,FAM64A,FAM64A,single_symbol,2
11756679_a_at,ALDH3A2,ALDH3A2,single_symbol,3
11756680_a_at,APH1B,APH1B,single_symbol,6
11756681_a_at,CCDC86,CCDC86,single_symbol,2
11756682_x_at,INO80B-WBP1 /// WBP1,INO80B-WBP1,multi_symbol_first_valid_used,1
11756683_a_at,CD1E,CD1E,single_symbol,8
11756684_a_at,DYNLRB2,DYNLRB2,single_symbol,1
11756685_a_at,SEC23IP,SEC23IP,single_symbol,3
11756686_a_at,ACCS,ACCS,single_symbol,4
11756687_a_at,MRPL46,MRPL46,single_symbol,1
11756688_x_at,EFCAB1,EFCAB1,single_symbol,4
11756689_a_at,HN1L,HN1L,single_symbol,5
11756690_x_at,HN1L,HN1L,single_symbol,5
11756691_a_at,GBX2,GBX2,single_symbol,1
11756692_a_at,SH3TC2,SH3TC2,single_symbol,6
11756693_a_at,MAGED1,MAGED1,single_symbol,4
11756694_a_at,RNF44,RNF44,single_symbol,2
11756695_x_at,PCNXL4,PCNXL4,single_symbol,3
