"donor","rank","Gene","Distance","Z","FC","p_value","adjusted_p_value"
"hoa3",1,"SQSTM1",0.000243135243658265,2.99379717100709,185.549051811366,2.97807867591161e-42,8.78533209393924e-40
"hoa3",2,"VWF",8.0877845569008e-05,2.44465438889041,20.5315649939127,5.8655967269659e-06,0.00086517551722747
"hoa3",3,"NFKBIA",7.28339781564453e-05,2.39468535311727,16.6506414672177,4.49351100137498e-05,0.00441861915135206
"hoa3",4,"C7",6.23603620630528e-05,2.32133964215994,12.2061910257107,0.000476311836183987,0.035127997918569
"hoa3",5,"ENG",5.57455692322247e-05,2.26888756260294,9.75401940598923,0.0017893106082246,0.105569325885251
"hoa3",6,"ICAM1",5.33419746498082e-05,2.24838981360939,8.93102044596215,0.00280367661912787,0.137847433773787
"hoa3",7,"EMCN",4.33125103669545e-05,2.15242399373777,5.88829579083093,0.0152418436707836,0.642334840411596
"hoa3",8,"TIPARP",4.04632791751673e-05,2.12139105577816,5.13907619828865,0.0233930930557853,0.802047215881598
"hoa3",9,"TNFAIP3",4.01549770563841e-05,2.11791270467047,5.06106214981622,0.0244692370946928,0.802047215881598
"hoa3",10,"ACKR1",3.82383182873816e-05,2.09571688711523,4.58944821626843,0.0321693690007229,0.948996385521324
"hoa3",11,"SELE",3.54836934459801e-05,2.0619417389331,3.95203282819129,0.046814782448733,0.999999999988964
"hoa3",12,"ADGRG6",2.79405981630848e-05,1.95522259375395,2.45038488628277,0.11749605500412,0.999999999988964
"hoa3",13,"VCAN",2.25309665471514e-05,1.86073521557518,1.59339170439725,0.206842222440452,0.999999999988964
"hoa3",14,"UQCRB",2.01638907340595e-05,1.81258329997814,1.2761789505419,0.258610705495965,0.999999999988964
"hoa3",15,"C2CD4B",1.98264203359935e-05,1.80529603531149,1.2338192020919,0.266665577915539,0.999999999988964
"hoa3",16,"C11orf96",1.93382186063528e-05,1.79454801362019,1.17380468067756,0.278620857997547,0.999999999988964
"hoa3",17,"EGR1",1.83167978091886e-05,1.77122333811897,1.05308156265101,0.304798441303202,0.999999999988964
"hoa3",18,"KDM6B",1.77310635744454e-05,1.75729848166734,0.986807587762993,0.320523881640973,0.999999999988964
"hoa3",19,"MCL1",1.73810385300777e-05,1.74877249729655,0.948231440018813,0.330169877931655,0.999999999988964
"hoa3",20,"HIF1A",1.55127819575317e-05,1.70038544929385,0.755339650112794,0.384790913806991,0.999999999988964
"hoa3",21,"CXCL2",1.53274339207134e-05,1.69529458677795,0.737397755305771,0.390495747117415,0.999999999988964
"hoa3",22,"PRDX2",1.48519822050664e-05,1.68197020809415,0.692359645182876,0.40536293574174,0.999999999988964
"hoa3",23,"SOD1",1.48275536660676e-05,1.68127498769791,0.690083932105038,0.406135833762917,0.999999999988964
"hoa3",24,"GPX4",1.29840140512083e-05,1.62548117748862,0.529152509250141,0.466963380231049,0.999999999988964
"hoa3",25,"HSPE1",1.09311746231273e-05,1.55397058914916,0.375056391199901,0.540260919993111,0.999999999988964
"hoa3",26,"BMP4",9.24280050164243e-06,1.48512972096667,0.268145223212939,0.604578694533708,0.999999999988964
"hoa3",27,"SEMA3A",8.00892088812097e-06,1.42700907571446,0.201331121966689,0.653648541325756,0.999999999988964
"hoa3",28,"CYP1B1",7.99233178443478e-06,1.4261725548056,0.20049794009695,0.654319222991889,0.999999999988964
"hoa3",29,"COX6C",7.87773617766586e-06,1.42034966185151,0.194789602348533,0.658959814304511,0.999999999988964
"hoa3",30,"VCAM1",6.78893148377594e-06,1.36073712326505,0.144665761545015,0.703685976899059,0.999999999988964
"hoa3",31,"CALCOCO2",6.40851158362564e-06,1.33780252728361,0.128907223276947,0.719567768595074,0.999999999988964
"hoa3",32,"ADAMTS4",6.16403922676973e-06,1.32238889212854,0.119259694889898,0.729838801099268,0.999999999988964
