"donor","rank","Gene","Distance","Z","FC","p_value","adjusted_p_value"
"hoa2",165,"GCNT2",4.52626204953731e-08,-0.0836584631821167,4.071215227493e-05,0.994909046318305,0.999999999970122
"hoa2",166,"BIRC3",4.37347559855226e-08,-0.0934253050704702,3.80100192728036e-05,0.99508089202884,0.999999999970122
"hoa2",167,"TNFRSF4",4.3594738719648e-08,-0.0943363059657134,3.77670299366691e-05,0.995096640404438,0.999999999970122
"hoa2",168,"LATS2",4.33388607426751e-08,-0.0960082500160874,3.7324986196791e-05,0.995125420163521,0.999999999970122
"hoa2",169,"ERO1B",3.76352475511667e-08,-0.13590332696684,2.81471370885064e-05,0.995766933040441,0.999999999970122
"hoa2",170,"B3GNT5",3.70205506496948e-08,-0.140536493975241,2.72351908392907e-05,0.995836071135566,0.999999999970122
"hoa2",171,"CBWD5",3.64805222479127e-08,-0.144666792365037,2.64464125394751e-05,0.99589681090958,0.999999999970122
"hoa2",172,"TSC1",3.60907694843303e-08,-0.147683522192877,2.58843317648728e-05,0.995940648423852,0.999999999970122
"hoa2",173,"PHLDA1",3.41610755125982e-08,-0.163085013007947,2.31903735895321e-05,0.996157691288692,0.999999999970122
"hoa2",174,"GABPA",3.40599238236183e-08,-0.163914667860016,2.30532425115551e-05,0.996169068360956,0.999999999970122
"hoa2",175,"DLL4",3.31602482494092e-08,-0.171397287044733,2.18514479790267e-05,0.996270259725772,0.999999999970122
"hoa2",176,"C7",3.23970202553849e-08,-0.177895888141098,2.0857142538858e-05,0.996356104142325,0.999999999970122
"hoa2",177,"NFE2L2",2.77495856034571e-08,-0.220872934651025,1.53023340469527e-05,0.996878827347415,0.999999999970122
"hoa2",178,"TRAP1",2.62348717632445e-08,-0.236350370254945,1.36773690577046e-05,0.997049196062316,0.999999999970122
"hoa2",179,"MT1X",2.36136501812166e-08,-0.265230613003484,1.10807951122107e-05,0.997344020480788,0.999999999970122
"hoa2",180,"DNAJA4",2.21479075412307e-08,-0.282719872902942,9.74787783954214e-06,0.997508881454604,0.999999999970122
"hoa2",181,"TSC2",2.1841932833561e-08,-0.286507390980317,9.48040321357122e-06,0.997543296301321,0.999999999970122
"hoa2",182,"TMEM173",2.09389433559176e-08,-0.297982471155948,8.71272884765219e-06,0.997644861076969,0.999999999970122
"hoa2",183,"MET",2.07558005884682e-08,-0.300366337792273,8.56098336970313e-06,0.997665460274191,0.999999999970122
"hoa2",184,"KIAA0040",2.04356600497509e-08,-0.304581216288307,8.29892831692636e-06,0.997701468459884,0.999999999970122
"hoa2",185,"GPRC5A",1.9212270864323e-08,-0.321279954529363,7.33503306866949e-06,0.997839070647796,0.999999999970122
"hoa2",186,"NDUFA1",1.30255114553986e-08,-0.424951409015173,3.37158602178516e-06,0.998534934843281,0.999999999970122
"hoa2",187,"COX7A2",1.20165374169144e-08,-0.446147392320362,2.86948104645072e-06,0.998648420692925,0.999999999970122
"hoa2",188,"SOD1",9.58739370538848e-09,-0.50495615818509,1.8266098627777e-06,0.998921642338082,0.999999999970122
"hoa2",189,"GABARAPL2",7.91083049198608e-09,-0.554365226672287,1.24362324779341e-06,0.999110216419165,0.999999999970122
"hoa2",190,"GABRB2",7.84821522345004e-09,-0.55639524030216,1.22401427530819e-06,0.999117259170882,0.999999999970122
"hoa2",191,"VCAM1",6.91383248392567e-09,-0.588642382839026,9.49909825379643e-07,0.999222355360513,0.999999999970122
"hoa2",192,"LGALS1",6.49942323812658e-09,-0.604274699163269,8.39448992110503e-07,0.999268966706138,0.999999999970122
"hoa2",193,"BMP4",6.33394291829674e-09,-0.610779573544274,7.97247130261864e-07,0.999287579371643,0.999999999970122
"hoa2",194,"HSPD1",6.3047174033113e-09,-0.611944936051282,7.89906930339766e-07,0.999290866558554,0.999999999970122
"hoa2",195,"PHB2",5.31992033513921e-09,-0.654510606359802,5.62412457793055e-07,0.999401633203015,0.999999999970122
"hoa2",196,"VDAC3",4.76192915573252e-09,-0.682040073849497,4.50620073776949e-07,0.999464394169466,0.999999999970122
"hoa2",197,"VDAC2",4.68534456826856e-09,-0.686052420304188,4.36242270063009e-07,0.999473008145907,0.999999999970122
"hoa2",198,"FBLN2",3.11297206390024e-09,-0.785910535995956,1.92572877963214e-07,0.999649863321168,0.999999999970122
"hoa2",199,"DDHD1",2.88369903916918e-09,-0.804315681537665,1.65251168753184e-07,0.999675651182151,0.999999999970122
"hoa2",200,"UQCRC1",2.74460627626466e-09,-0.816162523971677,1.4969413275859e-07,0.999691295869859,0.999999999970122
