"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"RPS6KB1",266,0.999959882748371,0.999999999970122,227,0.999737778738917,0.999999999988964,246.5,266
"ATG5",258,0.999948963041318,0.999999999970122,241,0.99985966408248,0.999999999988964,249.5,258
"RHEB",217,0.999850091652815,0.999999999970122,282,0.999971637502475,0.999999999988964,249.5,282
"RPS6KA5",247,0.999919117082594,0.999999999970122,253,0.999900075077115,0.999999999988964,250,253
"RND3",286,0.999985287620755,0.999999999970122,214,0.999404587238234,0.999999999988964,250,286
"FILIP1L",232,0.999895120505436,0.999999999970122,269,0.999944654919473,0.999999999988964,250.5,269
"IFIT2",209,0.999802213201048,0.999999999970122,294,0.999999999988612,0.999999999988964,251.5,294
"AFG3L2",251,0.999933564729571,0.999999999970122,255,0.999902441324479,0.999999999988964,253,255
"TBK1",291,0.999991510478507,0.999999999970122,221,0.999666763314769,0.999999999988964,256,291
"IFT88",240,0.999907602832899,0.999999999970122,273,0.999958720117762,0.999999999988964,256.5,273
"NFKB1",274,0.999970401937501,0.999999999970122,239,0.999859000821222,0.999999999988964,256.5,274
"YAP1",224,0.999862377480723,0.999999999970122,289,0.999990749899028,0.999999999988964,256.5,289
"IRF7",295,0.999999999970122,0.999999999970122,224,0.999717066514673,0.999999999988964,259.5,295
"THY1",254,0.999937702115385,0.999999999970122,266,0.999934396311645,0.999999999988964,260,266
