"donor","rank","Gene","Distance","Z","FC","p_value","adjusted_p_value"
"hoa3",1,"SQSTM1",0.000774055996785186,3.92279309379278,261.696499768662,7.32359367263552e-59,2.19707810179066e-56
"hoa3",2,"MT-ND1",0.000212588528978502,3.17524959118814,19.7393482179708,8.87549888738178e-06,0.00133132483310727
"hoa3",3,"C7",0.000160113805872414,3.01963183505647,11.1972330220163,0.000819193952544131,0.0819193952544131
"hoa3",4,"VWF",8.18521843421348e-05,2.66269928683159,2.92626533172225,0.0871488792859556,0.999999999994531
"hoa3",5,"MT-ND4",5.71059501029086e-05,2.47761143378607,1.42434723827124,0.232689192203775,0.999999999994531
"hoa3",6,"MT-ATP6",5.48344411116016e-05,2.45701805859956,1.31328806522136,0.251800195107496,0.999999999994531
"hoa3",7,"NFKBIA",2.61396756989012e-05,2.09068061855071,0.298437604424102,0.584863564299316,0.999999999994531
"hoa3",8,"MT-CO2",1.86848775257061e-05,1.93047931376285,0.152487296880376,0.696169650806442,0.999999999994531
"hoa3",9,"ENG",1.82791833381465e-05,1.92012814367756,0.145937442916859,0.702448313695406,0.999999999994531
"hoa3",10,"MCL1",1.76861735291835e-05,1.90460492553042,0.136622088009082,0.711662478081298,0.999999999994531
"hoa3",11,"KDM6B",1.73188250043176e-05,1.89474315745765,0.131005642899577,0.71739162425801,0.999999999994531
"hoa3",12,"TIPARP",1.68436106041567e-05,1.88169169571053,0.123914902701838,0.724826648379745,0.999999999994531
"hoa3",13,"ICAM1",1.49440060634417e-05,1.82583198969061,0.0975410047794191,0.754800721056548,0.999999999994531
"hoa3",14,"MT-CO1",1.48880694281757e-05,1.82408850789975,0.0968121634979676,0.755689229179315,0.999999999994531
"hoa3",15,"TNFAIP3",1.36072597389932e-05,1.78239542529112,0.0808713148903685,0.776120086255859,0.999999999994531
"hoa3",16,"SELE",1.01381575798431e-05,1.6477132525887,0.0448922351738477,0.832202309600528,0.999999999994531
"hoa3",17,"NFE2L2",9.73504355853291e-06,1.62934943897742,0.0413931953357318,0.838780839389938,0.999999999994531
"hoa3",18,"ADAMTS4",9.06829032128637e-06,1.59735636427844,0.0359173251316939,0.849686326070703,0.999999999994531
"hoa3",19,"ADGRG6",8.61145140701129e-06,1.57414140817122,0.0323896209336205,0.857175204016092,0.999999999994531
"hoa3",20,"HBEGF",7.7893352017381e-06,1.52930443784624,0.0265004922830947,0.870684004132688,0.999999999994531
"hoa3",21,"C11orf96",7.2305649845199e-06,1.49623227790654,0.0228348215568189,0.879887405690588,0.999999999994531
"hoa3",22,"HIF1A",7.16936975308503e-06,1.49246640817428,0.0224499363136427,0.880896350824788,0.999999999994531
"hoa3",23,"SERPINE1",6.65393272217522e-06,1.45949944307431,0.019337929188852,0.889402038647305,0.999999999994531
"hoa3",24,"C2CD4B",6.6164545736292e-06,1.45701025548929,0.0191207016504152,0.890021008072092,0.999999999994531
"hoa3",25,"SYNJ2",5.92982625191239e-06,1.40890961143737,0.0153580858749813,0.901372485284006,0.999999999994531
"hoa3",26,"MIR222HG",5.70037870230445e-06,1.3916701511563,0.0141925545585908,0.905170376152173,0.999999999994531
"hoa3",27,"MIR22HG",5.45011944792953e-06,1.37211190498117,0.0129737401742896,0.909315220622882,0.999999999994531
"hoa3",28,"CKS2",5.23803092948357e-06,1.35486865260285,0.011983654290394,0.912829811666811,0.999999999994531
"hoa3",29,"B3GNT5",4.72351934211328e-06,1.31016423192383,0.00974506075234185,0.921362911777514,0.999999999994531
"hoa3",30,"ADAMTS9",4.52957285410168e-06,1.29212289149673,0.00896123060338723,0.924581890798452,0.999999999994531
"hoa3",31,"NR4A2",4.3086967776895e-06,1.270676046353,0.00810858397243981,0.928249328631079,0.999999999994531
"hoa3",32,"CALCOCO2",4.19308440344053e-06,1.25903732716215,0.00767927753796104,0.930169575323794,0.999999999994531
"hoa3",33,"HMOX1",4.16580007548634e-06,1.25624692632212,0.00757966483169873,0.930622810066316,0.999999999994531
"hoa3",34,"BIRC3",4.02492968221638e-06,1.2415626351328,0.00707570551430203,0.932963239192207,0.999999999994531
"hoa3",35,"CXCL2",3.63324888726755e-06,1.19805781292857,0.00576558598306029,0.939473630965977,0.999999999994531
"hoa3",36,"MSX1",3.54748889753844e-06,1.18794957224077,0.00549661406297426,0.940899661083921,0.999999999994531
"hoa3",37,"SOD2",3.3284471107034e-06,1.16105747652333,0.00483878666948304,0.944542770550639,0.999999999994531
"hoa3",38,"PHLDA1",3.31069191197413e-06,1.15880580025232,0.00478730051502818,0.944838127397073,0.999999999994531
"hoa3",39,"ACKR1",2.91035013677824e-06,1.1047882221558,0.00369950515456269,0.951499728830361,0.999999999994531
"hoa3",40,"SLC25A44",2.87001079647887e-06,1.09896588810071,0.00359766081328165,0.952171162594245,0.999999999994531
"hoa3",41,"MAP1LC3B",2.82854026441324e-06,1.09290006106884,0.00349444239343944,0.952861460026912,0.999999999994531
"hoa3",42,"EGR1",2.81272670246402e-06,1.09056514039966,0.0034554787543637,0.953124693897085,0.999999999994531
"hoa3",43,"MT2A",2.65218631300449e-06,1.06614092074566,0.0030722829717039,0.95579734714329,0.999999999994531
"hoa3",44,"PRDX2",2.43768929696567e-06,1.03125795891346,0.0025954332005342,0.959369033029366,0.999999999994531
"hoa3",45,"PIM1",2.33998341856605e-06,1.01440757926827,0.00239154586787072,0.960996252113713,0.999999999994531
"hoa3",46,"CCL2",2.09731805956463e-06,0.969531955962187,0.00192124056507563,0.965038352547224,0.999999999994531
"hoa3",47,"AKAP12",2.07426182531971e-06,0.965019113489062,0.00187923158909239,0.965422450853477,0.999999999994531
"hoa3",48,"EGR3",2.05151377516416e-06,0.960520443522036,0.00183823922786911,0.965801422924356,0.999999999994531
"hoa3",49,"ATF3",2.01985943325509e-06,0.954182315425442,0.00178194973211312,0.96632878256133,0.999999999994531
"hoa3",50,"VCAN",1.85622972935492e-06,0.919861945512658,0.00150493105055134,0.96905507436821,0.999999999994531
"hoa3",51,"KCNQ1OT1",1.80125223062288e-06,0.907694004110972,0.00141710561248422,0.969971156490507,0.999999999994531
"hoa3",52,"CAT",1.75224837761078e-06,0.896552188895247,0.00134104850979478,0.970787734053342,0.999999999994531
"hoa3",53,"EMCN",1.69955037586642e-06,0.884240907648676,0.00126159871682173,0.971665903355349,0.999999999994531
"hoa3",54,"TEK",1.458333668101e-06,0.822900506908335,0.000928895714950415,0.975686005749549,0.999999999994531
"hoa3",55,"NR4A1",1.4061309469646e-06,0.808383879805538,0.00086358419990356,0.976556097813919,0.999999999994531
"hoa3",56,"CGAS",1.34581483912646e-06,0.790970660135584,0.000791086147839701,0.97756145491979,0.999999999994531
"hoa3",57,"ICAM4",1.3414985208286e-06,0.789696756982578,0.000786019917523986,0.977633401287067,0.999999999994531
"hoa3",58,"ATP5MC1",1.22525623055182e-06,0.753864668832758,0.000655702733308902,0.979571047472114,0.999999999994531
"hoa3",59,"BMP4",1.20706533090408e-06,0.747971879160704,0.00063637734084255,0.979874283316496,0.999999999994531
"hoa3",60,"VDAC3",1.13156499055881e-06,0.722592730832073,0.000559257941135686,0.981132877800174,0.999999999994531
"hoa3",61,"ATP5F1A",1.11918548180211e-06,0.718281170678324,0.000547088127823029,0.981339249400839,0.999999999994531
"hoa3",62,"F2RL3",1.10502370875691e-06,0.713293917925748,0.000533330409421383,0.981575333625021,0.999999999994531
"hoa3",63,"RASGEF1B",1.07424446121578e-06,0.702245456331515,0.000504033498612535,0.982088445448342,0.999999999994531
"hoa3",64,"WWTR1",1.00455133611732e-06,0.676093796986718,0.00044075518099773,0.983250306185036,0.999999999994531
"hoa3",65,"NFKB1",9.95019417519732e-07,0.672386086802629,0.000432430449102205,0.983409216526264,0.999999999994531
"hoa3",66,"UQCRB",9.90620210105105e-07,0.670663689607068,0.000428615154967072,0.983482557655243,0.999999999994531
"hoa3",67,"KIAA0040",9.79566763937284e-07,0.666304268007847,0.000419103451582336,0.983666835150857,0.999999999994531
