"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"PHB2",211,0.999216781085112,0.999999999988552,272,0.999939658383258,0.999999999994531,241.5,272
"ZNF224",253,0.999669783315273,0.999999999988552,232,0.999698138044934,0.999999999994531,242.5,253
"LATS1",259,0.999725188902576,0.999999999988552,227,0.999646564106752,0.999999999994531,243,259
"AC002558.3",294,0.999960231143809,0.999999999988552,194,0.999255446913582,0.999999999994531,244,294
"LCN6",225,0.999436274886006,0.999999999988552,266,0.999927233240892,0.999999999994531,245.5,266
"TXN2",216,0.999315979581538,0.999999999988552,280,0.999952008830801,0.999999999994531,248,280
"BNIP3L",210,0.999195277052084,0.999999999988552,290,0.99998258990537,0.999999999994531,250,290
"CBWD5",286,0.999937016043689,0.999999999988552,217,0.999579930338918,0.999999999994531,251.5,286
"TBK1",258,0.99971536248466,0.999999999988552,246,0.999812415400339,0.999999999994531,252,258
"TSC1",290,0.999956107336567,0.999999999988552,215,0.999562301565297,0.999999999994531,252.5,290
"YAP1",219,0.999349957176903,0.999999999988552,287,0.999964733216463,0.999999999994531,253,287
"C1orf54",287,0.999937946640623,0.999999999988552,223,0.999623902846052,0.999999999994531,255,287
"DNM2",293,0.999957937074638,0.999999999988552,219,0.999590031939162,0.999999999994531,256,293
"IRF7",281,0.999880656181199,0.999999999988552,233,0.99969830337103,0.999999999994531,257,281
"LATS2",238,0.999545792614505,0.999999999988552,278,0.999950197199851,0.999999999994531,258,278
"WDR44",265,0.999750770507661,0.999999999988552,252,0.999858299975585,0.999999999994531,258.5,265
"IFIT2",221,0.999367979814635,0.999999999988552,298,0.999999999988124,0.999999999994531,259.5,298
"INF2",264,0.999744358537778,0.999999999988552,257,0.999882962018501,0.999999999994531,260.5,264
"MFF",254,0.999674914880733,0.999999999988552,267,0.99992902554459,0.999999999994531,260.5,267
"UQCRC1",245,0.999615536668317,0.999999999988552,281,0.999955295784886,0.999999999994531,263,281
