"variant","donor","state","gene","PC1","PC2"
"mtDNA_feature_excluded","hoa2","WT","PECAM1",-0.0122471501720542,0.0236411730398897
"mtDNA_feature_excluded","hoa2","WT","PGF",-0.00879590385968279,0.00629242981462598
"mtDNA_feature_excluded","hoa2","WT","PHB2",-0.0105124333152528,-0.0284526508352133
"mtDNA_feature_excluded","hoa2","WT","PHLDA1",-0.0048082241529339,-0.00319468966913478
"mtDNA_feature_excluded","hoa2","WT","PIK3R3",-0.0078748220991691,0.0241067770718007
"mtDNA_feature_excluded","hoa2","WT","PIM1",-0.00148912925146476,0.0019948996564688
"mtDNA_feature_excluded","hoa2","WT","PINK1",0.0134591149078448,0.00804848431584396
"mtDNA_feature_excluded","hoa2","WT","PLAC9",-0.00111691235879298,-0.001771353340155
"mtDNA_feature_excluded","hoa2","WT","PLAUR",-0.00281266298288885,-0.00181802161989231
"mtDNA_feature_excluded","hoa2","WT","PLEKHG2",0.0051764167753795,0.0105830012931758
"mtDNA_feature_excluded","hoa2","WT","PMAIP1",6.08031226275962e-05,0.000174052061700152
"mtDNA_feature_excluded","hoa2","WT","PMPCA",0.017946519389808,0.0131273701962719
"mtDNA_feature_excluded","hoa2","WT","PMPCB",0.0166323037844722,0.00993519632512452
"mtDNA_feature_excluded","hoa2","WT","PPP1R14A",-0.0239675542991079,0.0179086618573117
"mtDNA_feature_excluded","hoa2","WT","PRDX1",-0.0173584775330361,-0.01354199779887
"mtDNA_feature_excluded","hoa2","WT","PRDX2",0.226270183052767,-0.295293614583504
"mtDNA_feature_excluded","hoa2","WT","PRDX3",0.00250277068070543,-0.000517141524640694
"mtDNA_feature_excluded","hoa2","WT","PRDX5",-0.0241520663653142,-0.0686540039126603
"mtDNA_feature_excluded","hoa2","WT","PRKX",0.00288698057367201,0.011888797863351
"mtDNA_feature_excluded","hoa2","WT","RASGEF1B",0.00143837963578929,0.00217846545867285
"mtDNA_feature_excluded","hoa2","WT","RCAN1",-0.00358568378174031,-0.00170372244734673
"mtDNA_feature_excluded","hoa2","WT","RELA",-0.00105921944389862,0.00249349380658358
"mtDNA_feature_excluded","hoa2","WT","RGS16",-0.0128444990298014,-0.0161865078826826
"mtDNA_feature_excluded","hoa2","WT","RGS2",0.00109604319540529,0.00263060868284987
"mtDNA_feature_excluded","hoa2","WT","RHEB",-0.00609446069427201,-0.00985789529667933
"mtDNA_feature_excluded","hoa2","WT","RND1",0.00256026506324318,0.00369042959723752
"mtDNA_feature_excluded","hoa2","WT","RND3",-0.000555093653934494,8.51675644921371e-06
"mtDNA_feature_excluded","hoa2","WT","RNPC3",0.000568536719873579,0.00184419819605987
"mtDNA_feature_excluded","hoa2","WT","RPL32P3",0.00948022720240516,0.0114055850835813
"mtDNA_feature_excluded","hoa2","WT","RPS6KA5",0.000698925106223313,0.00313679944230592
"mtDNA_feature_excluded","hoa2","WT","RPS6KB1",0.00163868099032819,0.000946111099407962
"mtDNA_feature_excluded","hoa2","WT","RRN3P1",0.0204560719411999,0.0249250177121063
"mtDNA_feature_excluded","hoa2","WT","SELE",-0.00782420254292183,-0.0101247904661688
"mtDNA_feature_excluded","hoa2","WT","SEMA3A",0.0212113041268856,0.0134047391990672
"mtDNA_feature_excluded","hoa2","WT","SEMA3G",-0.0251829805840984,0.0246995653123742
"mtDNA_feature_excluded","hoa2","WT","SEMA4A",0.00623821017681223,0.0135337871496429
"mtDNA_feature_excluded","hoa2","WT","SERPINE1",-0.0046399133684,-0.00240411940882604
"mtDNA_feature_excluded","hoa2","WT","SIPA1L2",-0.0206295604783409,0.0204812695004295
"mtDNA_feature_excluded","hoa2","WT","SLC25A44",0.00120562807994839,0.0080676150390117
"mtDNA_feature_excluded","hoa2","WT","SLC26A2",-0.00390416657978839,0.010104565762639
"mtDNA_feature_excluded","hoa2","WT","SLC4A7",-0.000117646924846974,-0.000548258131355067
"mtDNA_feature_excluded","hoa2","WT","SLC5A3",-0.000282432399438597,-0.000372832972292672
"mtDNA_feature_excluded","hoa2","WT","SLC6A6",-0.0219639132479275,0.0239674154278405
"mtDNA_feature_excluded","hoa2","WT","SNORD3A",0.00244499986668454,0.0119818262960387
"mtDNA_feature_excluded","hoa2","WT","SOD1",-0.0468518208738537,-0.106880433675285
"mtDNA_feature_excluded","hoa2","WT","SOD2",0.00471122078550172,-0.00166269665166923
"mtDNA_feature_excluded","hoa2","WT","SOX13",-0.011310454596995,0.0153767973068228
"mtDNA_feature_excluded","hoa2","WT","SOX17",-0.0196089655760276,0.0118360061249299
"mtDNA_feature_excluded","hoa2","WT","SQSTM1",-0.000336369557912191,-0.00160519214636066
"mtDNA_feature_excluded","hoa2","WT","SRGN",-0.029505124402312,0.0172536865212193
"mtDNA_feature_excluded","hoa2","WT","SYBU",0.000296477154648005,6.11180714125188e-05
"mtDNA_feature_excluded","hoa2","WT","SYNJ2",-0.0141991747533305,0.0108104660525884
"mtDNA_feature_excluded","hoa2","WT","SYT11",-0.0127956814212622,0.0155913866684223
"mtDNA_feature_excluded","hoa2","WT","TAGLN",-0.00690104503208548,0.000592931642874344
"mtDNA_feature_excluded","hoa2","WT","TAX1BP1",-0.00151408830472035,0.000599977605705736
"mtDNA_feature_excluded","hoa2","WT","TBK1",-0.000376040449343848,-0.000529375739176207
"mtDNA_feature_excluded","hoa2","WT","TCF15",-0.00929063216873313,0.00878567630291549
"mtDNA_feature_excluded","hoa2","WT","TEAD1",0.0108246719963341,0.0150705521755653
"mtDNA_feature_excluded","hoa2","WT","TEAD4",-0.00520118481478276,-0.00403031385945245
"mtDNA_feature_excluded","hoa2","WT","TEK",0.0822177761819422,0.0468441243510203
"mtDNA_feature_excluded","hoa2","WT","TFAM",0.00056284613119206,-0.00624201305509745
"mtDNA_feature_excluded","hoa2","WT","THBS1",-0.000186864687786027,6.08474433985913e-05
"mtDNA_feature_excluded","hoa2","WT","THY1",-0.00189088309429943,-0.00252033515565372
"mtDNA_feature_excluded","hoa2","WT","TIMP4",0.00123301311775644,0.00059083600405584
"mtDNA_feature_excluded","hoa2","WT","TIPARP",-0.0120886670506908,-0.0129889454285506
"mtDNA_feature_excluded","hoa2","WT","TLCD2",0.0195212561017135,0.0215872028649675
"mtDNA_feature_excluded","hoa2","WT","TM6SF1",-0.0194212942176069,0.0144061349613396
"mtDNA_feature_excluded","hoa2","WT","TMEM161B-AS1",0.0441900238944863,0.0438802664192377
"mtDNA_feature_excluded","hoa2","WT","TMEM173",0.0012676517158692,0.00464481753856407
"mtDNA_feature_excluded","hoa2","WT","TNFAIP3",0.133004251682822,-0.240528871806067
"mtDNA_feature_excluded","hoa2","WT","TNFRSF4",-0.00709300128118715,0.000390768359659995
"mtDNA_feature_excluded","hoa2","WT","TRAP1",0.00358341160622605,-0.000441972616088978
"mtDNA_feature_excluded","hoa2","WT","TRDMT1",0.0225053928653665,0.0244340244034023
"mtDNA_feature_excluded","hoa2","WT","TSC1",0.00582064036498823,0.0080372768253992
"mtDNA_feature_excluded","hoa2","WT","TSC2",0.00286586554624037,0.00325156927165345
"mtDNA_feature_excluded","hoa2","WT","TSPAN13",-0.0239100164121661,0.019945237696986
"mtDNA_feature_excluded","hoa2","WT","TTC21B",0.0407489768425724,0.0388427971861388
"mtDNA_feature_excluded","hoa2","WT","TXN2",-0.00463624800715694,-0.0064557510469768
"mtDNA_feature_excluded","hoa2","WT","ULK1",0.000112175696658696,0.00457811387545986
