"variant","donor","gene","wt_outgoing_weight","ko_outgoing_weight","absolute_wt_weight"
"mtDNA_feature_excluded","hoa3","PIK3R3",-0.003,0,0.003
"mtDNA_feature_excluded","hoa3","RASGEF1B",0.003,0,0.003
"mtDNA_feature_excluded","hoa3","RCAN1",0.003,0,0.003
"mtDNA_feature_excluded","hoa3","SOD2",0.003,0,0.003
"mtDNA_feature_excluded","hoa3","TCF15",0.003,0,0.003
"mtDNA_feature_excluded","hoa3","TMEM173",-0.003,0,0.003
"mtDNA_feature_excluded","hoa3","TXN2",-0.003,0,0.003
"mtDNA_feature_excluded","hoa3","ADAMTS1",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","ANKRD42",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","ARL15",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","ATP8A1",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","CGAS",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","CLPP",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","CNKSR3",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","COX5A",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","EDN1",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","GABPA",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","HLA-DQA1",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","IER3",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","INMT",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","LTBP4",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","MIGA1",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","NSUN6",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","OPTN",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","PGF",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","PINK1",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","PPP1R14A",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","PRDX3",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","PRKX",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","SEMA3G",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","SIPA1L2",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","SLC4A7",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","SRGN",0.002,0,0.002
"mtDNA_feature_excluded","hoa3","SYT11",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","TFAM",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","TM6SF1",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","TRAP1",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","VCP",-0.002,0,0.002
"mtDNA_feature_excluded","hoa3","AC002558.3",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","ACE",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","ADM",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","APOD",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","AQP7",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","BAX",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","BID",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","C1orf54",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","CBWD5",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","CD14",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","CD83",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","DDHD1",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","DLL4",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","ECRG4",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","FAM107A",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","FAM184A",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","FKBP8",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","GBP1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","GIGYF1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","GPRC5A",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","IFIT3",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","IGFBP5",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","INF2",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","IRF3",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","JAG1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","KIAA0040",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","LATS1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","LATS2",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","LGALS1",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","LONP1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","MCAM",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","MGP",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","MTFR1L",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","MX1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","NBR1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","NIBAN1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","OPA1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","PARL",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","RND3",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","RNPC3",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","RPL32P3",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","RRN3P1",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","SLC26A2",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","SLC6A6",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","SOX13",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","SOX17",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","SYBU",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","TIMP4",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","TMEM161B-AS1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","TRDMT1",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","TSPAN13",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","TTC21B",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","UQCRC2",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","VDAC2",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","VDAC3",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","VEGFC",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","VSIR",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","ZNF224",-0.001,0,0.001
"mtDNA_feature_excluded","hoa3","ZNF331",0.001,0,0.001
"mtDNA_feature_excluded","hoa3","AC091271.1",0,0,0
"mtDNA_feature_excluded","hoa3","AC109326.1",0,0,0
"mtDNA_feature_excluded","hoa3","AFG3L2",0,0,0
"mtDNA_feature_excluded","hoa3","AKT1",0,0,0
"mtDNA_feature_excluded","hoa3","ARL4C",0,0,0
"mtDNA_feature_excluded","hoa3","ATG5",0,0,0
"mtDNA_feature_excluded","hoa3","BCL2L1",0,0,0
"mtDNA_feature_excluded","hoa3","BGN",0,0,0
"mtDNA_feature_excluded","hoa3","BNIP3",0,0,0
"mtDNA_feature_excluded","hoa3","BNIP3L",0,0,0
"mtDNA_feature_excluded","hoa3","CCN1",0,0,0
"mtDNA_feature_excluded","hoa3","CCN2",0,0,0
"mtDNA_feature_excluded","hoa3","CCND1",0,0,0
"mtDNA_feature_excluded","hoa3","CDH13",0,0,0
"mtDNA_feature_excluded","hoa3","CRIP1",0,0,0
"mtDNA_feature_excluded","hoa3","CX3CL1",0,0,0
"mtDNA_feature_excluded","hoa3","CXCL3",0,0,0
"mtDNA_feature_excluded","hoa3","CXCR4",0,0,0
"mtDNA_feature_excluded","hoa3","DNAJA4",0,0,0
"mtDNA_feature_excluded","hoa3","DNM1L",0,0,0
"mtDNA_feature_excluded","hoa3","DNM2",0,0,0
"mtDNA_feature_excluded","hoa3","DUSP2",0,0,0
"mtDNA_feature_excluded","hoa3","DUSP4",0,0,0
"mtDNA_feature_excluded","hoa3","EFNB1",0,0,0
"mtDNA_feature_excluded","hoa3","EIF4EBP1",0,0,0
"mtDNA_feature_excluded","hoa3","ERO1B",0,0,0
"mtDNA_feature_excluded","hoa3","FILIP1L",0,0,0
"mtDNA_feature_excluded","hoa3","FLT1",0,0,0
"mtDNA_feature_excluded","hoa3","FUT8",0,0,0
"mtDNA_feature_excluded","hoa3","GABARAP",0,0,0
"mtDNA_feature_excluded","hoa3","GABARAPL2",0,0,0
"mtDNA_feature_excluded","hoa3","GADD45G",0,0,0
"mtDNA_feature_excluded","hoa3","GCNT2",0,0,0
"mtDNA_feature_excluded","hoa3","HTRA2",0,0,0
"mtDNA_feature_excluded","hoa3","IFIT2",0,0,0
"mtDNA_feature_excluded","hoa3","IFT88",0,0,0
"mtDNA_feature_excluded","hoa3","IRF7",0,0,0
"mtDNA_feature_excluded","hoa3","KEAP1",0,0,0
"mtDNA_feature_excluded","hoa3","LCN6",0,0,0
"mtDNA_feature_excluded","hoa3","LINC00472",0,0,0
"mtDNA_feature_excluded","hoa3","LRG1",0,0,0
"mtDNA_feature_excluded","hoa3","MFF",0,0,0
"mtDNA_feature_excluded","hoa3","MFN1",0,0,0
"mtDNA_feature_excluded","hoa3","MFN2",0,0,0
"mtDNA_feature_excluded","hoa3","MMP2",0,0,0
"mtDNA_feature_excluded","hoa3","MT1E",0,0,0
"mtDNA_feature_excluded","hoa3","MT1X",0,0,0
"mtDNA_feature_excluded","hoa3","MTCH2",0,0,0
"mtDNA_feature_excluded","hoa3","MTOR",0,0,0
"mtDNA_feature_excluded","hoa3","NDUFS1",0,0,0
"mtDNA_feature_excluded","hoa3","NFKB1",0,0,0
"mtDNA_feature_excluded","hoa3","PDGFB",0,0,0
"mtDNA_feature_excluded","hoa3","PLAC9",0,0,0
"mtDNA_feature_excluded","hoa3","PLAUR",0,0,0
"mtDNA_feature_excluded","hoa3","PMAIP1",0,0,0
"mtDNA_feature_excluded","hoa3","PMPCA",0,0,0
"mtDNA_feature_excluded","hoa3","PMPCB",0,0,0
"mtDNA_feature_excluded","hoa3","RELA",0,0,0
"mtDNA_feature_excluded","hoa3","RGS16",0,0,0
"mtDNA_feature_excluded","hoa3","RGS2",0,0,0
"mtDNA_feature_excluded","hoa3","RHEB",0,0,0
"mtDNA_feature_excluded","hoa3","RND1",0,0,0
"mtDNA_feature_excluded","hoa3","RPS6KA5",0,0,0
"mtDNA_feature_excluded","hoa3","RPS6KB1",0,0,0
"mtDNA_feature_excluded","hoa3","SLC5A3",0,0,0
"mtDNA_feature_excluded","hoa3","SQSTM1",0,0,0
"mtDNA_feature_excluded","hoa3","TAGLN",0,0,0
"mtDNA_feature_excluded","hoa3","TAX1BP1",0,0,0
"mtDNA_feature_excluded","hoa3","TBK1",0,0,0
"mtDNA_feature_excluded","hoa3","TEAD1",0,0,0
"mtDNA_feature_excluded","hoa3","TEAD4",0,0,0
"mtDNA_feature_excluded","hoa3","THBS1",0,0,0
"mtDNA_feature_excluded","hoa3","THY1",0,0,0
"mtDNA_feature_excluded","hoa3","TLCD2",0,0,0
"mtDNA_feature_excluded","hoa3","TNFRSF4",0,0,0
"mtDNA_feature_excluded","hoa3","TSC1",0,0,0
"mtDNA_feature_excluded","hoa3","TSC2",0,0,0
"mtDNA_feature_excluded","hoa3","ULK1",0,0,0
"mtDNA_feature_excluded","hoa3","UQCRC1",0,0,0
"mtDNA_feature_excluded","hoa3","VDAC1",0,0,0
"mtDNA_feature_excluded","hoa3","WDR44",0,0,0
"mtDNA_feature_excluded","hoa3","WWTR1",0,0,0
"mtDNA_feature_excluded","hoa3","YAP1",0,0,0
"mtDNA_feature_excluded","hoa3","YME1L1",0,0,0
"mtDNA_feature_excluded","hoa3","ZEB2",0,0,0
