attempt_id,n_oob_case,n_oob_control,n_unique_train,valid,invalid_reason,candidate_auc,candidate_ap,candidate_brier,ma_auc,ma_ap,ma_brier,delta_auc,delta_ap,delta_brier,candidate_best_C,ma_best_C,candidate_n_selected
103,10,3,27,True,,0.6666666666666667,0.7980122655122655,0.19722950912578296,0.9333333333333333,0.9833333333333333,0.2086797689819148,-0.2666666666666666,-0.18532106782106783,-0.011450259856131823,0.21544346900318823,0.021544346900318832,4
104,10,5,25,True,,0.78,0.7904365079365079,0.13282984454144053,0.6,0.7007864357864357,0.2056735034565951,0.18000000000000005,0.08965007215007215,-0.07284365891515457,100.0,1.0,11
105,8,4,28,True,,0.84375,0.906795634920635,0.1503034172534561,0.59375,0.7708333333333334,0.3397930902395039,0.25,0.1359623015873016,-0.18948967298604777,0.1,21.54434690031882,1
106,10,4,26,True,,0.8,0.8987698412698412,0.13102633442785944,0.6,0.824119769119769,0.24988823603840982,0.20000000000000007,0.07465007215007213,-0.11886190161055038,0.46415888336127775,0.001,7
107,13,4,23,True,,0.6538461538461539,0.8752633050709975,0.23534589220237792,0.8653846153846154,0.9541838503376965,0.24764396680166398,-0.21153846153846156,-0.078920545266699,-0.012298074599286057,0.1,0.001,3
108,10,3,27,True,,0.8333333333333334,0.9430122655122654,0.08513297585008622,0.8333333333333334,0.9430122655122654,0.24477641761876937,0.0,0.0,-0.15964344176868314,0.46415888336127775,0.001,9
109,11,2,27,True,,1.0,1.0,0.18497051860651595,1.0,1.0,0.24278876575120997,0.0,0.0,-0.057818247144694024,0.1,0.001,4
110,11,4,25,True,,0.7727272727272727,0.8542535747081202,0.06920794892010858,0.9318181818181819,0.9750688705234161,0.16156391053712318,-0.15909090909090917,-0.12081529581529582,-0.0923559616170146,2.154434690031882,0.1,10
111,15,3,22,True,,0.7777777777777779,0.9379514004514004,0.06536689181649182,0.9777777777777779,0.9958333333333333,0.24502738866247212,-0.19999999999999996,-0.057881932881932996,-0.1796604968459803,4.6415888336127775,0.001,7
112,11,4,25,True,,0.8409090909090908,0.9342069546615002,0.15336257575492457,0.7045454545454546,0.8583267742358651,0.18278458147510182,0.13636363636363624,0.07588018042563505,-0.029422005720177252,0.21544346900318823,0.21544346900318823,4
113,11,3,26,True,,1.0,1.0,0.058459344809088605,0.9393939393939393,0.986013986013986,0.10837496360997367,0.06060606060606066,0.013986013986013957,-0.04991561880088507,0.46415888336127775,2.154434690031882,6
114,10,4,26,True,,0.75,0.7980122655122655,0.1852956318622763,1.0,0.9999999999999999,0.242988379519461,-0.25,-0.20198773448773444,-0.05769274765718471,0.1,0.001,3
115,8,4,28,True,,1.0,1.0,0.04923047267174715,0.78125,0.8338789682539683,0.18227820494784827,0.21875,0.16612103174603166,-0.13304773227610112,10.0,0.046415888336127774,8
116,12,2,26,True,,1.0,1.0,0.0017263469083261922,0.25,0.8110491360491361,0.38626352231687516,0.75,0.1889508639508639,-0.384537175408549,46.41588833612773,46.41588833612773,12
118,12,3,25,True,,0.7500000000000001,0.9085999648499649,0.11919558132074609,0.8055555555555556,0.9455657768157769,0.2445211425550932,-0.05555555555555547,-0.036965811965812057,-0.1253255612343471,10.0,0.001,9
119,11,3,26,True,,0.7272727272727273,0.8845566050111504,0.15633466622814648,0.7878787878787878,0.9461760461760462,0.17682882121965254,-0.06060606060606055,-0.061619441164895816,-0.02049415499150606,0.1,46.41588833612773,3
120,12,4,24,True,,0.7708333333333334,0.8599888537388537,0.12334804009062054,0.6666666666666666,0.8477554852554852,0.24485443248415134,0.10416666666666674,0.012233368483368534,-0.1215063923935308,21.54434690031882,0.001,7
121,13,3,24,True,,1.0,1.0,0.013983983383537305,1.0,1.0,0.13477452969768686,0.0,0.0,-0.12079054631414955,1.0,0.46415888336127775,8
122,11,4,25,True,,1.0,1.0,0.03909852740086719,0.9545454545454546,0.986013986013986,0.1843536803735211,0.045454545454545414,0.013986013986013957,-0.1452551529726539,0.46415888336127775,0.046415888336127774,6
123,9,5,26,True,,0.8444444444444444,0.8782627865961201,0.12263858057486318,0.8,0.8865881032547702,0.24572022992429626,0.0444444444444444,-0.008325316658650106,-0.12308164934943308,1.0,0.001,11
