task_id,n_rows,n_unique_task_fold,expanded_fraction,max_distance,mean_abs_expression_difference,mean_abs_logvariance_difference,complete_25_folds_x_77,all_folds_have_77_unique
63,1925,77,0.0,0,0.44678930842532466,0.04091361246554247,True,True
64,1925,77,0.0,0,0.4591546702922078,0.04123051630540475,True,True
65,1925,77,0.0,0,0.47601621897727264,0.04124182401187316,True,True
66,1925,77,0.0,0,0.4689798167857142,0.04226600085126769,True,True
67,1925,77,0.0,0,0.49521033508116885,0.038594343073669476,True,True
68,1925,77,0.0,0,0.47310909603896106,0.03858962918029263,True,True
69,1925,77,0.0,0,0.46601686983766233,0.039911864475009495,True,True
70,1925,77,0.0,0,0.46217323428571433,0.04111091218484647,True,True
71,1925,77,0.0,0,0.46340283154220785,0.039504780720045006,True,True
72,1925,77,0.0,0,0.48266782415584414,0.040915524177691,True,True
73,1925,77,0.0,0,0.46675554079545456,0.03794826088212427,True,True
74,1925,77,0.0,0,0.4834068058928571,0.045077641700811834,True,True
75,1925,77,0.0,0,0.46024647100649346,0.041103520851525174,True,True
76,1925,77,0.0,0,0.4799103723214286,0.0410668483735193,True,True
77,1925,77,0.0,0,0.48475919529220773,0.04044337689067208,True,True
78,1925,77,0.0,0,0.4763030004220779,0.042461344936341225,True,True
79,1925,77,0.0,0,0.49734945558441557,0.041649878557824316,True,True
80,1925,77,0.0,0,0.46712427207792206,0.04151974562105462,True,True
81,1925,77,0.0,0,0.4695135407792208,0.03992008910501246,True,True
82,1925,77,0.0,0,0.4689697401948052,0.04168757642081731,True,True
83,1925,77,0.0,0,0.4600031197077921,0.039221323251556826,True,True
84,1925,77,0.0,0,0.47273851139610396,0.04121872039055519,True,True
85,1925,77,0.0,0,0.48641857814935063,0.04141735972047472,True,True
86,1925,77,0.0,0,0.46145261443181823,0.04167337095829943,True,True
87,1925,77,0.0,0,0.47782881089285717,0.04029141342713106,True,True
88,1925,77,0.0,0,0.4692170745292208,0.04049112245100131,True,True
89,1925,77,0.0,0,0.4784705058603896,0.04033060829126079,True,True
90,1925,77,0.0,0,0.4816354934902597,0.03992227816522797,True,True
91,1925,77,0.0,0,0.4758315681655844,0.046020210523385625,True,True
92,1925,77,0.0,0,0.4697743572077922,0.041733776389566345,True,True
93,1925,77,0.0,0,0.48423012936688314,0.043313105467117426,True,True
94,1925,77,0.0,0,0.4821626014772727,0.042235396884889656,True,True
95,1925,77,0.0,0,0.48291793470779215,0.04131406780376352,True,True
96,1925,77,0.0,0,0.48490921483766236,0.04340962517226106,True,True
97,1925,77,0.0,0,0.47515058566558444,0.041759355198859725,True,True
98,1925,77,0.0,0,0.4768122383928571,0.041417255374634525,True,True
99,1925,77,0.0,0,0.4635627563636364,0.04082981771590153,True,True
100,1925,77,0.0,0,0.45377259128246755,0.040177175038276364,True,True
101,1925,77,0.0,0,0.4582222750811689,0.03931255321420027,True,True
102,1925,77,0.0,0,0.4740869846753247,0.04209119143682545,True,True
103,1925,77,0.0,0,0.46941907069805194,0.03761977345511711,True,True
104,1925,77,0.0,0,0.48669816673701294,0.042026702842497946,True,True
105,1925,77,0.0,0,0.47728144637987013,0.038800623033100896,True,True
106,1925,77,0.0,0,0.45819878185064933,0.042660472940034146,True,True
107,1925,77,0.0,0,0.47214394790584413,0.04146026536623786,True,True
108,1925,77,0.0,0,0.4751962386363636,0.041150018508513714,True,True
109,1925,77,0.0,0,0.47105030280844157,0.042513387841142954,True,True
110,1925,77,0.0,0,0.49251202889610396,0.040151067114881304,True,True
111,1925,77,0.0,0,0.4809819113311688,0.0424801419560227,True,True
112,1925,77,0.0,0,0.4887061949188311,0.039581624666420206,True,True
113,1925,77,0.0,0,0.476616225275974,0.04242994393489889,True,True
114,1925,77,0.0,0,0.4676252541883117,0.04298696455001869,True,True
115,1925,77,0.0,0,0.4646606898538961,0.03961293528916568,True,True
116,1925,77,0.0,0,0.4778094778246753,0.03881518682265859,True,True
117,1925,77,0.0,0,0.4649019029545454,0.04340944875917734,True,True
118,1925,77,0.0,0,0.47152323662337664,0.041216168921847256,True,True
