model,brier,prevalence_baseline_brier,brier_skill_score,calibration_intercept_exploratory,calibration_slope_exploratory,calibration_status
candidate,0.0857880354000932,0.1875,0.542463811199503,0.14487593222143166,1.417170186613657,ok
ma,0.1994313953960868,0.1875,-0.06363410877912967,1.016147775601912,1.5088781304203742,ok
