repeat,outer_fold,model,gene,selected_probe,n_candidate_probes,training_mean_expression,tie_count,selection_rule
2,2,candidate,MFN2,11741010_a_at,3,8.505554625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,MIEF1,11757944_s_at,3,6.2477116875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,MIEF2,11735347_a_at,1,4.294871656250001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,MST1,11721819_x_at,2,5.21054884375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,MTCH2,11721075_a_at,2,6.8781852812499995,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,MTFR1,11725658_a_at,5,5.6703450625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,MTFR1L,11735789_a_at,8,7.035492875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,MTOR,11716134_a_at,3,6.39127440625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,NBR1,11738519_x_at,6,7.799420875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,NFKB1,11717542_a_at,1,8.81821184375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,OPA1,11740746_s_at,5,6.265850406249999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,OPTN,11745271_x_at,3,8.79461253125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,PHB2,11715383_a_at,3,8.69472546875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,PINK1,11726996_at,2,8.968856531250001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,PLD6,11725448_at,2,4.7759916874999995,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,PMAIP1,11724509_a_at,2,6.51466328125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,RELA,11745440_s_at,3,7.870866124999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,RHEB,11716260_s_at,4,8.3564354375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,RPS6KB1,11750648_x_at,7,6.70352278125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,RPTOR,11722498_s_at,6,4.89093871875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,SQSTM1,11756761_x_at,5,9.15478721875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TAX1BP1,11752195_s_at,5,9.436508812500001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TBK1,11717931_at,2,7.72773696875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TEAD1,11752086_a_at,3,5.4219508125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TEAD4,11733699_a_at,1,4.829470531249999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TMEM173,11727044_a_at,1,6.9503299062499995,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TNF,11721577_at,1,6.530422,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TSC1,11718820_at,4,7.21195353125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,TSC2,11756886_a_at,2,6.08453125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,ULK1,11744271_a_at,1,6.4447508749999995,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,VCP,11745875_x_at,4,8.178199125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,VDAC1,11715655_s_at,1,7.51523709375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,VDAC2,11748509_s_at,2,9.368854062499999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,VDAC3,11754510_s_at,3,9.276786625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,WWTR1,11755099_a_at,3,6.7504659375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,candidate,YAP1,11717924_a_at,8,4.5517780625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,ma,BID,11732218_x_at,4,8.2420635625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,ma,FTH1,11757633_x_at,2,12.28866,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,ma,LACTB,11721387_at,2,7.53237615625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,2,ma,PDK3,11730952_a_at,1,5.827424687500001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,AKT1,11716087_s_at,3,7.2407946875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,AMBRA1,11741563_a_at,3,6.4313791875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,ATG5,11718147_a_at,3,6.35904528125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,ATG7,11750782_a_at,3,5.76874865625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BAK1,11748849_a_at,5,7.165715125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BAX,11742537_a_at,2,6.30815546875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BBC3,11727707_a_at,2,8.32617546875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BCL2,11721377_x_at,6,7.45488825,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BCL2L1,11739958_x_at,3,9.6948793125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BCL2L13,11747880_a_at,7,7.585155718749999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BID,11732218_x_at,4,8.219285,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BNIP3,11743084_s_at,2,5.5701985625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,BNIP3L,11746802_x_at,6,11.13317434375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,CALCOCO2,11744395_s_at,5,8.53519703125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,CCL5,11753810_a_at,3,10.748458375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,CHUK,11754797_a_at,1,6.60050796875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,CXCL10,11720298_at,1,4.824446374999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,DNM1,11761584_x_at,3,5.301190468750001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,DNM1L,11742435_a_at,4,7.40673203125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,DNM2,11735759_a_at,3,9.3115621875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,EIF4EBP1,11718284_x_at,3,7.2711714375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,FIS1,11723286_a_at,1,8.286450875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,FKBP8,11743133_a_at,3,7.3068025625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,FUNDC1,11731671_at,1,6.050853,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,GABARAP,11715479_a_at,4,11.5118403125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,GABARAPL2,11728662_s_at,4,10.167024875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,GDAP1,11739561_at,4,4.180637624999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,GIGYF1,11720122_at,5,7.989156031249999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,GIGYF2,11739463_a_at,7,5.958201750000001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,HIF1A,11718757_s_at,8,9.114078562500001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,IKBKB,11730928_a_at,11,7.977089125000001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,IL6,11760425_a_at,2,4.461023093750001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,INF2,11736439_a_at,5,6.1846860625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,IRF3,11745499_x_at,6,6.411121874999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,IRF7,11718916_a_at,1,8.5878584375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,LATS1,11745334_a_at,3,3.03177175,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,LATS2,11755581_a_at,3,6.7993056562500005,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MAP1LC3B,11738984_x_at,4,9.556352531249999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MCL1,11715483_s_at,6,11.89950790625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MFF,11745184_a_at,5,7.68927159375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MFN1,11731456_at,3,6.66805471875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MFN2,11741010_a_at,3,8.441422750000001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MIEF1,11757944_s_at,3,6.249333468750001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MIEF2,11735347_a_at,1,4.28935603125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MST1,11721819_x_at,2,5.2138536875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MTCH2,11721075_a_at,2,6.9115379375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MTFR1,11725658_a_at,5,5.69608921875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MTFR1L,11735789_a_at,8,7.00267346875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,MTOR,11716134_a_at,3,6.375070125000001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,NBR1,11738519_x_at,6,7.74202759375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,NFKB1,11717542_a_at,1,8.797181312500001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,OPA1,11740746_s_at,5,6.24798765625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,OPTN,11745271_x_at,3,8.86081384375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,PHB2,11715383_a_at,3,8.70943859375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,PINK1,11726996_at,2,8.9862679375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,PLD6,11725448_at,2,4.726688218750001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,PMAIP1,11724509_a_at,2,6.57542575,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,RELA,11745440_s_at,3,7.8708780625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,RHEB,11716260_s_at,4,8.341469624999998,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,RPS6KB1,11750648_x_at,7,6.6631311875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,RPTOR,11722498_s_at,6,4.8750005000000005,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,SQSTM1,11756761_x_at,5,9.1362635625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TAX1BP1,11752195_s_at,5,9.43769203125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TBK1,11717931_at,2,7.681700874999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TEAD1,11752086_a_at,3,5.4136345625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TEAD4,11733699_a_at,1,4.8683059687500005,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TMEM173,11727044_a_at,1,6.9332199375000005,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TNF,11721577_at,1,6.449756375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TSC1,11718820_at,4,7.205712875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,TSC2,11756886_a_at,2,6.07396225,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,ULK1,11744271_a_at,1,6.4715826875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,VCP,11745875_x_at,4,8.156035406249998,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,VDAC1,11715655_s_at,1,7.5242080937499995,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,VDAC2,11748509_s_at,2,9.4078571875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,VDAC3,11754510_s_at,3,9.286107906249999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,WWTR1,11755099_a_at,3,6.74419028125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,candidate,YAP1,11717924_a_at,8,4.5887464375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,ma,BID,11732218_x_at,4,8.219285,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,ma,FTH1,11757633_x_at,2,12.2295878125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,ma,LACTB,11721387_at,2,7.50601640625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,3,ma,PDK3,11730952_a_at,1,5.804467156249999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,AKT1,11716087_s_at,3,7.24934040625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,AMBRA1,11741563_a_at,3,6.43483853125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,ATG5,11718147_a_at,3,6.27383928125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,ATG7,11750782_a_at,3,5.79774415625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BAK1,11748849_a_at,5,7.12220284375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BAX,11742537_a_at,2,6.267972875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BBC3,11727707_a_at,2,8.29287446875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BCL2,11721376_at,6,7.33614096875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BCL2L1,11739958_x_at,3,9.6885739375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BCL2L13,11747880_a_at,7,7.5471114375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BID,11732218_x_at,4,8.20255440625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BNIP3,11743084_s_at,2,5.42872696875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,BNIP3L,11746802_x_at,6,11.05988378125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,CALCOCO2,11744395_s_at,5,8.530949,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,CCL5,11753810_a_at,3,10.728133,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,CHUK,11754797_a_at,1,6.57351621875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,CXCL10,11720298_at,1,4.82459665625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,DNM1,11761584_x_at,3,5.32675446875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,DNM1L,11742435_a_at,4,7.3560972187499996,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,DNM2,11735759_a_at,3,9.3193461875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,EIF4EBP1,11718284_x_at,3,7.28381328125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,FIS1,11723286_a_at,1,8.296166812500001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,FKBP8,11743133_a_at,3,7.36207565625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,FUNDC1,11731671_at,1,6.023479468750001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,GABARAP,11715479_a_at,4,11.5238165625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,GABARAPL2,11728662_s_at,4,10.1219406875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,GDAP1,11739561_at,4,4.1608895937499994,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,GIGYF1,11720122_at,5,8.0439385,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,GIGYF2,11739463_a_at,7,6.00112440625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,HIF1A,11718757_s_at,8,9.093269249999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,IKBKB,11730928_a_at,11,7.9493423125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,IL6,11760425_a_at,2,4.4856383125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,INF2,11736439_a_at,5,6.17238359375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,IRF3,11745499_x_at,6,6.443375625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,IRF7,11718916_a_at,1,8.642626374999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,LATS1,11745334_a_at,3,3.016306875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,LATS2,11755581_a_at,3,6.7900046875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MAP1LC3B,11738984_x_at,4,9.568530874999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MCL1,11715483_s_at,6,11.88628415625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MFF,11745184_a_at,5,7.67387196875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MFN1,11731456_at,3,6.63343321875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MFN2,11741010_a_at,3,8.526235437499999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MIEF1,11757944_s_at,3,6.2635565,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MIEF2,11735347_a_at,1,4.36119715625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MST1,11721819_x_at,2,5.2307883125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MTCH2,11721075_a_at,2,6.880188,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MTFR1,11725658_a_at,5,5.662659625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MTFR1L,11735789_a_at,8,7.02358384375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,MTOR,11716134_a_at,3,6.387537312500001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,NBR1,11738519_x_at,6,7.7281660625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,NFKB1,11717542_a_at,1,8.79541715625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,OPA1,11740746_s_at,5,6.2070687499999995,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,OPTN,11745271_x_at,3,8.89303834375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,PHB2,11715383_a_at,3,8.641919906250001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,PINK1,11726996_at,2,9.016191187499999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,PLD6,11725448_at,2,4.7390545,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,PMAIP1,11724509_a_at,2,6.4763655625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,RELA,11745440_s_at,3,7.91372371875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,RHEB,11716260_s_at,4,8.313559937499999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,RPS6KB1,11750648_x_at,7,6.6407278125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,RPTOR,11722498_s_at,6,4.852239625000001,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,SQSTM1,11756761_x_at,5,9.106518999999999,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TAX1BP1,11752195_s_at,5,9.36032903125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TBK1,11717931_at,2,7.6209981875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TEAD1,11752086_a_at,3,5.4358621875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TEAD4,11733699_a_at,1,4.86310121875,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TMEM173,11727044_a_at,1,6.93744240625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TNF,11721577_at,1,6.52001603125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TSC1,11718820_at,4,7.2023829062499996,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,TSC2,11756886_a_at,2,6.1170533124999995,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,ULK1,11744271_a_at,1,6.48857125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,VCP,11745875_x_at,4,8.17332928125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,VDAC1,11715655_s_at,1,7.5561753750000005,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,VDAC2,11748509_s_at,2,9.3868465,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,VDAC3,11754510_s_at,3,9.23268665625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,WWTR1,11755099_a_at,3,6.77721075,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,candidate,YAP1,11717924_a_at,8,4.57839878125,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,ma,BID,11732218_x_at,4,8.20255440625,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,ma,FTH1,11757633_x_at,2,12.262469375000002,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,ma,LACTB,11721387_at,2,7.4568059375,1,highest outer-training mean; exact ties by lexicographic probe ID
2,4,ma,PDK3,11730952_a_at,1,5.8128116875,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,AKT1,11716087_s_at,3,7.20533484375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,AMBRA1,11741563_a_at,3,6.41894709375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,ATG5,11718147_a_at,3,6.36672309375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,ATG7,11750782_a_at,3,5.7802529375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BAK1,11748849_a_at,5,7.14461678125,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BAX,11742537_a_at,2,6.2792791875,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BBC3,11727707_a_at,2,8.22739925,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BCL2,11721376_at,6,7.4198183125,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BCL2L1,11739958_x_at,3,9.672188,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BCL2L13,11747880_a_at,7,7.589304562500001,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BID,11732218_x_at,4,8.201360843749999,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BNIP3,11743084_s_at,2,5.55635840625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,BNIP3L,11746802_x_at,6,11.0922690625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,CALCOCO2,11744395_s_at,5,8.550397624999999,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,CCL5,11753810_a_at,3,10.7546070625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,CHUK,11754797_a_at,1,6.60573784375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,CXCL10,11720298_at,1,4.91239540625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,DNM1,11761584_x_at,3,5.278697031249999,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,DNM1L,11742435_a_at,4,7.4316246249999995,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,DNM2,11735759_a_at,3,9.280988,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,EIF4EBP1,11718284_x_at,3,7.2677707187500005,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,FIS1,11723286_a_at,1,8.275839,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,FKBP8,11743133_a_at,3,7.2640226875,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,FUNDC1,11731671_at,1,6.03896146875,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,GABARAP,11715479_a_at,4,11.5139515625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,GABARAPL2,11728662_s_at,4,10.18066821875,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,GDAP1,11739561_at,4,4.247805625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,GIGYF1,11720122_at,5,7.99633525,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,GIGYF2,11739463_a_at,7,5.970402218749999,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,HIF1A,11718757_s_at,8,9.088173874999999,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,IKBKB,11730928_a_at,11,7.9909479999999995,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,IL6,11760425_a_at,2,4.478108531249999,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,INF2,11736439_a_at,5,6.157345875,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,IRF3,11745499_x_at,6,6.41514290625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,IRF7,11718916_a_at,1,8.599277718749999,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,LATS1,11745334_a_at,3,3.0643625625,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,LATS2,11755581_a_at,3,6.8023317187500005,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MAP1LC3B,11738984_x_at,4,9.569405375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MCL1,11715483_s_at,6,11.88419478125,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MFF,11745184_a_at,5,7.69421009375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MFN1,11731456_at,3,6.66501409375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MFN2,11741010_a_at,3,8.512341406250002,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MIEF1,11757944_s_at,3,6.26885159375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MIEF2,11735347_a_at,1,4.29718534375,1,highest outer-training mean; exact ties by lexicographic probe ID
3,0,candidate,MST1,11721819_x_at,2,5.20247990625,1,highest outer-training mean; exact ties by lexicographic probe ID
