repeat,outer_fold,model,gene,selected_probe,n_candidate_probes,training_mean_expression,tie_count,selection_rule
1,1,candidate,IRF3,11745499_x_at,6,6.42101334375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,IRF7,11718916_a_at,1,8.718972249999998,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,LATS1,11745334_a_at,3,3.04491378125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,LATS2,11755581_a_at,3,6.7693825937500005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MAP1LC3B,11738984_x_at,4,9.6501275625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MCL1,11715483_s_at,6,11.98967821875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MFF,11745184_a_at,5,7.66111865625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MFN1,11731456_at,3,6.6719299375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MFN2,11741010_a_at,3,8.53614928125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MIEF1,11757944_s_at,3,6.22294434375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MIEF2,11735347_a_at,1,4.31082684375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MST1,11721819_x_at,2,5.211979031249999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MTCH2,11721075_a_at,2,6.82519525,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MTFR1,11725658_a_at,5,5.65731240625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MTFR1L,11735789_a_at,8,7.0483630625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,MTOR,11716134_a_at,3,6.36327059375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,NBR1,11738519_x_at,6,7.799792,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,NFKB1,11717542_a_at,1,8.774778625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,OPA1,11740746_s_at,5,6.2719924375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,OPTN,11745271_x_at,3,8.80442440625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,PHB2,11715383_a_at,3,8.6142593125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,PINK1,11726996_at,2,9.0543309375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,PLD6,11725448_at,2,4.761900625000001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,PMAIP1,11724509_a_at,2,6.421823968749999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,RELA,11745440_s_at,3,7.8566075,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,RHEB,11716260_s_at,4,8.319573375000001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,RPS6KB1,11750648_x_at,7,6.6576516562500005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,RPTOR,11722498_s_at,6,4.892478125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,SQSTM1,11756761_x_at,5,9.157685,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TAX1BP1,11752195_s_at,5,9.4383458125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TBK1,11717931_at,2,7.7207930625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TEAD1,11752086_a_at,3,5.430978249999999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TEAD4,11733699_a_at,1,4.7982446875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TMEM173,11727044_a_at,1,6.9128458125000005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TNF,11721577_at,1,6.5227366875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TSC1,11718820_at,4,7.210281999999999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,TSC2,11756886_a_at,2,6.07767978125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,ULK1,11744271_a_at,1,6.47472040625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,VCP,11745875_x_at,4,8.139963062500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,VDAC1,11715655_s_at,1,7.4315844375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,VDAC2,11748509_s_at,2,9.3115555,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,VDAC3,11754510_s_at,3,9.248823375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,WWTR1,11755099_a_at,3,6.75709634375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,candidate,YAP1,11717924_a_at,8,4.5652685625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,ma,BID,11732218_x_at,4,8.2731995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,ma,FTH1,11757633_x_at,2,12.3068040625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,ma,LACTB,11721387_at,2,7.566184375000001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,1,ma,PDK3,11730952_a_at,1,5.91535559375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,AKT1,11716087_s_at,3,7.2516023125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,AMBRA1,11741563_a_at,3,6.42690709375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,ATG5,11718147_a_at,3,6.376921124999999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,ATG7,11750782_a_at,3,5.7871559375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BAK1,11748849_a_at,5,7.143216125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BAX,11742537_a_at,2,6.3352344375000005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BBC3,11727707_a_at,2,8.30439734375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BCL2,11721376_at,6,7.3734639062500005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BCL2L1,11739958_x_at,3,9.669820031250001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BCL2L13,11747880_a_at,7,7.565045312500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BID,11732218_x_at,4,8.19161596875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BNIP3,11743084_s_at,2,5.52175134375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,BNIP3L,11746802_x_at,6,11.08127528125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,CALCOCO2,11744395_s_at,5,8.565539375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,CCL5,11753810_a_at,3,10.7378464375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,CHUK,11754797_a_at,1,6.6139966875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,CXCL10,11720298_at,1,4.91756809375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,DNM1,11761584_x_at,3,5.28621309375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,DNM1L,11742435_a_at,4,7.416821531249999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,DNM2,11735759_a_at,3,9.30033078125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,EIF4EBP1,11718284_x_at,3,7.2642598125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,FIS1,11723286_a_at,1,8.2733556875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,FKBP8,11743133_a_at,3,7.310086281249999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,FUNDC1,11731671_at,1,6.0337816250000005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,GABARAP,11715479_a_at,4,11.530366875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,GABARAPL2,11728662_s_at,4,10.162050906250002,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,GDAP1,11739561_at,4,4.20024465625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,GIGYF1,11720122_at,5,7.992970625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,GIGYF2,11739463_a_at,7,5.9750507187499995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,HIF1A,11718757_s_at,8,9.1342223125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,IKBKB,11730928_a_at,11,8.01433125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,IL6,11760425_a_at,2,4.4552253125000005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,INF2,11736439_a_at,5,6.13426815625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,IRF3,11745499_x_at,6,6.44727128125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,IRF7,11718916_a_at,1,8.636373531250001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,LATS1,11745334_a_at,3,3.02573053125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,LATS2,11755581_a_at,3,6.818871625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MAP1LC3B,11738984_x_at,4,9.580026656249998,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MCL1,11715483_s_at,6,11.92707353125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MFF,11745184_a_at,5,7.69228628125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MFN1,11731456_at,3,6.679039281250001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MFN2,11741010_a_at,3,8.4855484375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MIEF1,11757944_s_at,3,6.270706125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MIEF2,11735347_a_at,1,4.31811525,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MST1,11721819_x_at,2,5.2047369375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MTCH2,11721075_a_at,2,6.899688906250001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MTFR1,11725658_a_at,5,5.673901125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MTFR1L,11735789_a_at,8,6.996633375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,MTOR,11716134_a_at,3,6.3927633125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,NBR1,11738519_x_at,6,7.755371875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,NFKB1,11717542_a_at,1,8.782256687499999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,OPA1,11740746_s_at,5,6.28994734375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,OPTN,11745271_x_at,3,8.8713779375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,PHB2,11715383_a_at,3,8.698380937500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,PINK1,11726996_at,2,8.99848709375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,PLD6,11725448_at,2,4.75053196875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,PMAIP1,11724509_a_at,2,6.5842405625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,RELA,11745440_s_at,3,7.87519925,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,RHEB,11716260_s_at,4,8.373624312499999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,RPS6KB1,11750648_x_at,7,6.7184403125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,RPTOR,11722498_s_at,6,4.8584,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,SQSTM1,11756761_x_at,5,9.1274254375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TAX1BP1,11752195_s_at,5,9.457707812499999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TBK1,11717931_at,2,7.733322906250001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TEAD1,11752086_a_at,3,5.4130382812499995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TEAD4,11733699_a_at,1,4.8313391875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TMEM173,11727044_a_at,1,6.9319640625000005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TNF,11721577_at,1,6.5045564375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TSC1,11718820_at,4,7.2364631875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,TSC2,11756886_a_at,2,6.0843883125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,ULK1,11744271_a_at,1,6.49117934375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,VCP,11745875_x_at,4,8.17739525,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,VDAC1,11715655_s_at,1,7.5531130625000005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,VDAC2,11748509_s_at,2,9.39334040625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,VDAC3,11754510_s_at,3,9.27755275,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,WWTR1,11755099_a_at,3,6.72839471875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,candidate,YAP1,11717924_a_at,8,4.57221775,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,ma,BID,11732218_x_at,4,8.19161596875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,ma,FTH1,11757633_x_at,2,12.2551225,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,ma,LACTB,11721387_at,2,7.5119117187499995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,2,ma,PDK3,11730952_a_at,1,5.7939988125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,AKT1,11716087_s_at,3,7.2580083124999994,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,AMBRA1,11741563_a_at,3,6.427109375000001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,ATG5,11718147_a_at,3,6.30317725,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,ATG7,11750782_a_at,3,5.763293,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BAK1,11748849_a_at,5,7.1653505,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BAX,11742537_a_at,2,6.2555707499999995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BBC3,11727707_a_at,2,8.29491484375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BCL2,11721377_x_at,6,7.372117875000001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BCL2L1,11739958_x_at,3,9.653100437500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BCL2L13,11747880_a_at,7,7.57410725,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BID,11732218_x_at,4,8.229652125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BNIP3,11743084_s_at,2,5.52548846875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,BNIP3L,11746802_x_at,6,11.0951540625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,CALCOCO2,11744395_s_at,5,8.533432093750001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,CCL5,11753810_a_at,3,10.838584718749999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,CHUK,11754797_a_at,1,6.54730528125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,CXCL10,11720298_at,1,4.77114803125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,DNM1,11761584_x_at,3,5.29494103125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,DNM1L,11742435_a_at,4,7.3975015312500005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,DNM2,11735759_a_at,3,9.311777750000001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,EIF4EBP1,11718284_x_at,3,7.270422968749999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,FIS1,11723286_a_at,1,8.239655437500002,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,FKBP8,11743133_a_at,3,7.31044428125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,FUNDC1,11731671_at,1,6.055957187500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,GABARAP,11715479_a_at,4,11.5406840625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,GABARAPL2,11728662_s_at,4,10.17855225,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,GDAP1,11739561_at,4,4.19964796875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,GIGYF1,11720122_at,5,7.9980150000000005,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,GIGYF2,11739463_a_at,7,5.966534125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,HIF1A,11718757_s_at,8,9.07970584375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,IKBKB,11730928_a_at,11,7.978375249999999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,IL6,11760425_a_at,2,4.484070593749999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,INF2,11736439_a_at,5,6.1799336875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,IRF3,11745499_x_at,6,6.388215,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,IRF7,11718916_a_at,1,8.559294812500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,LATS1,11745334_a_at,3,3.0288424375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,LATS2,11755581_a_at,3,6.811067093749999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MAP1LC3B,11738984_x_at,4,9.57335871875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MCL1,11715483_s_at,6,11.903102593749999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MFF,11745184_a_at,5,7.6564528125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MFN1,11731456_at,3,6.6215425,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MFN2,11741010_a_at,3,8.48551603125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MIEF1,11757944_s_at,3,6.27314978125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MIEF2,11735347_a_at,1,4.31537896875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MST1,11721819_x_at,2,5.22822840625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MTCH2,11721075_a_at,2,6.90432275,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MTFR1,11725658_a_at,5,5.6515231875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MTFR1L,11735789_a_at,8,7.01577034375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,MTOR,11716134_a_at,3,6.382066437500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,NBR1,11738519_x_at,6,7.75117134375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,NFKB1,11717542_a_at,1,8.82082275,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,OPA1,11740746_s_at,5,6.2487816249999995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,OPTN,11745271_x_at,3,8.82189421875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,PHB2,11715383_a_at,3,8.66902434375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,PINK1,11726996_at,2,8.96212153125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,PLD6,11725448_at,2,4.7544275,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,PMAIP1,11724509_a_at,2,6.501548312499999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,RELA,11745440_s_at,3,7.89358628125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,RHEB,11716260_s_at,4,8.30996134375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,RPS6KB1,11750648_x_at,7,6.6240250625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,RPTOR,11722498_s_at,6,4.88100828125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,SQSTM1,11756761_x_at,5,9.136071125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TAX1BP1,11752195_s_at,5,9.41364065625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TBK1,11717931_at,2,7.63874603125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TEAD1,11752086_a_at,3,5.42085821875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TEAD4,11733699_a_at,1,4.87954840625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TMEM173,11727044_a_at,1,6.94876846875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TNF,11721577_at,1,6.4922730625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TSC1,11718820_at,4,7.18717871875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,TSC2,11756886_a_at,2,6.08746934375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,ULK1,11744271_a_at,1,6.446222656249999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,VCP,11745875_x_at,4,8.18929409375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,VDAC1,11715655_s_at,1,7.549370906249999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,VDAC2,11748509_s_at,2,9.41236053125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,VDAC3,11754510_s_at,3,9.262007906250002,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,WWTR1,11755099_a_at,3,6.78411959375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,candidate,YAP1,11717924_a_at,8,4.585039125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,ma,BID,11732218_x_at,4,8.229652125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,ma,FTH1,11757633_x_at,2,12.2567546875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,ma,LACTB,11721387_at,2,7.468264906250001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,3,ma,PDK3,11730952_a_at,1,5.805246718749999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,AKT1,11716087_s_at,3,7.28334184375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,AMBRA1,11741563_a_at,3,6.42428390625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,ATG5,11718147_a_at,3,6.3516210937499995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,ATG7,11750782_a_at,3,5.7684731875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BAK1,11748849_a_at,5,7.140580249999999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BAX,11742537_a_at,2,6.320903374999999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BBC3,11727707_a_at,2,8.330441968749998,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BCL2,11721377_x_at,6,7.429036281249999,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BCL2L1,11739958_x_at,3,9.70253603125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BCL2L13,11747880_a_at,7,7.5612168749999995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BID,11732218_x_at,4,8.2445195,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BNIP3,11743084_s_at,2,5.49645415625,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,BNIP3L,11746802_x_at,6,11.12191034375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,CALCOCO2,11744395_s_at,5,8.5102715,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,CCL5,11753810_a_at,3,10.815105625000001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,CHUK,11754797_a_at,1,6.5878448125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,CXCL10,11720298_at,1,4.7514038437499995,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,DNM1,11761584_x_at,3,5.3014759375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,DNM1L,11742435_a_at,4,7.400070906250001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,DNM2,11735759_a_at,3,9.30547928125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,EIF4EBP1,11718284_x_at,3,7.24575978125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,FIS1,11723286_a_at,1,8.293027312500001,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,FKBP8,11743133_a_at,3,7.350309375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,FUNDC1,11731671_at,1,6.022845375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,GABARAP,11715479_a_at,4,11.49132375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,GABARAPL2,11728662_s_at,4,10.11260025,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,GDAP1,11739561_at,4,4.18425771875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,GIGYF1,11720122_at,5,8.01858646875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,GIGYF2,11739463_a_at,7,6.00487653125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,HIF1A,11718757_s_at,8,9.11483478125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,IKBKB,11730928_a_at,11,7.97260525,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,IL6,11760425_a_at,2,4.479754875,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,INF2,11736439_a_at,5,6.14886328125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,IRF3,11745499_x_at,6,6.42370534375,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,IRF7,11718916_a_at,1,8.5951203125,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,LATS1,11745334_a_at,3,3.00717325,1,highest outer-training mean; exact ties by lexicographic probe ID
1,4,candidate,LATS2,11755581_a_at,3,6.80757278125,1,highest outer-training mean; exact ties by lexicographic probe ID
