"profile","donor","Gene","common_rank_original","rank_percentile_original","p_value_original","common_adjusted_p_value_original","common_rank_mt_excluded","rank_percentile_mt_excluded","p_value_mt_excluded","common_adjusted_p_value_mt_excluded","rank_percentile_shift"
"manuscript","hoa2","VCAN",52,0.174061433447099,0.910438501506396,0.999999999996351,30,0.0989761092150171,0.70972128199888,0.999999999970122,-0.0750853242320819
"manuscript","hoa2","VCP",112,0.378839590443686,0.980161641866189,0.999999999996351,83,0.279863481228669,0.926560654760193,0.999999999970122,-0.098976109215017
"manuscript","hoa2","VDAC1",116,0.392491467576792,0.98118415357914,0.999999999996351,213,0.723549488054608,0.999831323439474,0.999999999970122,0.331058020477816
"manuscript","hoa2","VDAC2",173,0.587030716723549,0.992964828564189,0.999999999996351,196,0.665529010238908,0.999473008145907,0.999999999970122,0.0784982935153584
"manuscript","hoa2","VDAC3",219,0.744027303754266,0.997222260955005,0.999999999996351,195,0.662116040955631,0.999464394169466,0.999999999970122,-0.0819112627986348
"manuscript","hoa2","VEGFC",123,0.416382252559727,0.98267127469846,0.999999999996351,153,0.51877133105802,0.992198001718984,0.999999999970122,0.102389078498293
"manuscript","hoa2","VSIR",106,0.358361774744027,0.97654524315502,0.999999999996351,62,0.208191126279863,0.863237392534336,0.999999999970122,-0.150170648464164
"manuscript","hoa2","VWF",1,0,0.211744584551328,0.999999999996351,5,0.0136518771331058,0.140886199524827,0.999999999970122,0.0136518771331058
"manuscript","hoa2","WDR44",217,0.737201365187713,0.997106716730382,0.999999999996351,127,0.430034129692833,0.978389807343105,0.999999999970122,-0.307167235494881
"manuscript","hoa2","WWTR1",117,0.395904436860068,0.981797224433918,0.999999999996351,27,0.0887372013651877,0.706317708921535,0.999999999970122,-0.307167235494881
"manuscript","hoa2","YAP1",196,0.665529010238908,0.995932793291147,0.999999999996351,223,0.757679180887372,0.999862377480723,0.999999999970122,0.0921501706484641
"manuscript","hoa2","YME1L1",68,0.228668941979522,0.9452417851464,0.999999999996351,119,0.402730375426621,0.973623727519966,0.999999999970122,0.174061433447099
"manuscript","hoa2","ZEB2",164,0.556313993174061,0.991285793515612,0.999999999996351,269,0.914675767918089,0.999962025756181,0.999999999970122,0.358361774744027
"manuscript","hoa2","ZNF224",185,0.627986348122867,0.994186746195915,0.999999999996351,86,0.290102389078498,0.94026715427708,0.999999999970122,-0.337883959044369
"manuscript","hoa2","ZNF331",283,0.962457337883959,0.999972085555142,0.999999999996351,229,0.778156996587031,0.9998911267949,0.999999999970122,-0.184300341296928
"manuscript","hoa3","AC002558.3",161,0.546075085324232,0.996542152574374,0.999999999992947,208,0.706484641638225,0.999095278289539,0.999999999988964,0.160409556313993
"manuscript","hoa3","AC010359.3",173,0.587030716723549,0.997659134912937,0.999999999992947,126,0.426621160409556,0.991268093335038,0.999999999988964,-0.160409556313993
"manuscript","hoa3","AC091271.1",241,0.819112627986348,0.999753535252931,0.999999999992947,241,0.819112627986348,0.999866064056687,0.999999999988964,0
"manuscript","hoa3","AC109326.1",238,0.808873720136519,0.99971519747911,0.999999999992947,271,0.921501706484642,0.99995767735051,0.999999999988964,0.112627986348123
"manuscript","hoa3","ACE",147,0.498293515358362,0.99571359018315,0.999999999992947,157,0.532423208191126,0.994969521643718,0.999999999988964,0.0341296928327646
"manuscript","hoa3","ACKR1",13,0.0409556313993174,0.632813152740097,0.999999999992947,9,0.0273037542662116,0.0321693690007229,0.999999999988964,-0.0136518771331058
"manuscript","hoa3","ADAMTS1",127,0.430034129692833,0.993752123967228,0.999999999992947,131,0.443686006825939,0.992480712992609,0.999999999988964,0.0136518771331058
"manuscript","hoa3","ADAMTS4",21,0.068259385665529,0.71974607134393,0.999999999992947,31,0.102389078498294,0.729838801099268,0.999999999988964,0.0341296928327645
"manuscript","hoa3","ADAMTS6",192,0.651877133105802,0.99833941376616,0.999999999992947,93,0.313993174061433,0.982825844786947,0.999999999988964,-0.337883959044369
"manuscript","hoa3","ADAMTS9",43,0.143344709897611,0.871656497121595,0.999999999992947,59,0.197952218430034,0.94265353260731,0.999999999988964,0.0546075085324232
"manuscript","hoa3","ADGRG6",5,0.0136518771331058,0.370545895747061,0.999999999992947,11,0.0341296928327645,0.11749605500412,0.999999999988964,0.0204778156996587
"manuscript","hoa3","ADM",277,0.9419795221843,0.999984127039249,0.999999999992947,200,0.679180887372014,0.998682305384748,0.999999999988964,-0.262798634812287
"manuscript","hoa3","AFG3L2",259,0.880546075085324,0.999928328280762,0.999999999992947,254,0.863481228668942,0.999902441324479,0.999999999988964,-0.0170648464163823
"manuscript","hoa3","AKAP12",49,0.16382252559727,0.895321575844958,0.999999999992947,62,0.208191126279863,0.951073176309405,0.999999999988964,0.0443686006825939
"manuscript","hoa3","AKT1",186,0.631399317406143,0.998179358234535,0.999999999992947,291,0.989761092150171,0.99999999998552,0.999999999988964,0.358361774744027
"manuscript","hoa3","ANKRD29",77,0.25938566552901,0.97910489680908,0.999999999992947,72,0.242320819112628,0.964856204997536,0.999999999988964,-0.0170648464163822
"manuscript","hoa3","ANKRD42",124,0.419795221843003,0.993598997216288,0.999999999992947,154,0.522184300341297,0.994871384290659,0.999999999988964,0.102389078498294
"manuscript","hoa3","APOD",195,0.662116040955631,0.998405341224548,0.999999999992947,144,0.488054607508532,0.994288179383067,0.999999999988964,-0.174061433447099
"manuscript","hoa3","AQP7",201,0.68259385665529,0.998637014552541,0.999999999992947,156,0.52901023890785,0.994904909061805,0.999999999988964,-0.15358361774744
"manuscript","hoa3","ARL15",118,0.399317406143345,0.992776018322414,0.999999999992947,115,0.389078498293515,0.989740232533236,0.999999999988964,-0.0102389078498293
"manuscript","hoa3","ARL4C",290,0.986348122866894,0.999999999992792,0.999999999992947,290,0.986348122866894,0.999999978271272,0.999999999988964,0
"manuscript","hoa3","ATF3",62,0.208191126279863,0.951795869579112,0.999999999992947,75,0.252559726962457,0.967771990109585,0.999999999988964,0.0443686006825939
"manuscript","hoa3","ATG5",215,0.73037542662116,0.999135075531562,0.999999999992947,240,0.815699658703072,0.99985966408248,0.999999999988964,0.0853242320819113
"manuscript","hoa3","ATP13A3",78,0.262798634812287,0.979284139545731,0.999999999992947,69,0.232081911262799,0.961181581897391,0.999999999988964,-0.0307167235494881
"manuscript","hoa3","ATP5F1A",15,0.0477815699658703,0.646827034841608,0.999999999992947,54,0.180887372013652,0.927052977099309,0.999999999988964,0.133105802047782
"manuscript","hoa3","ATP5F1B",254,0.863481228668942,0.999896747949708,0.999999999992947,74,0.249146757679181,0.967394815037321,0.999999999988964,-0.614334470989761
"manuscript","hoa3","ATP5MC1",23,0.0750853242320819,0.739377304984942,0.999999999992947,37,0.122866894197952,0.797995781103725,0.999999999988964,0.0477815699658703
"manuscript","hoa3","ATP8A1",125,0.42320819112628,0.993659103764095,0.999999999992947,111,0.37542662116041,0.988490546423249,0.999999999988964,-0.0477815699658704
"manuscript","hoa3","B3GNT5",37,0.122866894197952,0.843037141835056,0.999999999992947,49,0.16382252559727,0.91059463683279,0.999999999988964,0.0409556313993174
"manuscript","hoa3","BAX",231,0.784982935153584,0.999562065286105,0.999999999992947,204,0.692832764505119,0.998899788081867,0.999999999988964,-0.0921501706484642
"manuscript","hoa3","BCL2L1",250,0.849829351535836,0.999883076870762,0.999999999992947,246,0.83617747440273,0.999885356756357,0.999999999988964,-0.0136518771331058
"manuscript","hoa3","BCL2L13",233,0.791808873720137,0.999578492687608,0.999999999992947,98,0.331058020477816,0.985286796368852,0.999999999988964,-0.460750853242321
"manuscript","hoa3","BGN",240,0.815699658703072,0.999752329610386,0.999999999992947,229,0.778156996587031,0.999791708327117,0.999999999988964,-0.037542662116041
"manuscript","hoa3","BID",93,0.313993174061433,0.985484240803103,0.999999999992947,160,0.542662116040956,0.995372814733067,0.999999999988964,0.228668941979522
"manuscript","hoa3","BIRC3",41,0.136518771331058,0.861917167113405,0.999999999992947,48,0.160409556313993,0.901645318195289,0.999999999988964,0.0238907849829351
"manuscript","hoa3","BMP4",35,0.116040955631399,0.837402861652397,0.999999999992947,25,0.0819112627986348,0.604578694533708,0.999999999988964,-0.0341296928327645
"manuscript","hoa3","BNIP3",214,0.726962457337884,0.999105557206705,0.999999999992947,279,0.948805460750853,0.999969115140023,0.999999999988964,0.221843003412969
"manuscript","hoa3","BNIP3L",276,0.938566552901024,0.999984066108073,0.999999999992947,248,0.843003412969283,0.999893635580513,0.999999999988964,-0.0955631399317406
"manuscript","hoa3","BTNL9",117,0.395904436860068,0.992486304213335,0.999999999992947,67,0.225255972696246,0.959705947220658,0.999999999988964,-0.170648464163823
"manuscript","hoa3","C11orf96",20,0.0648464163822526,0.699251853987339,0.999999999992947,15,0.0477815699658703,0.278620857997547,0.999999999988964,-0.0170648464163822
"manuscript","hoa3","C1orf54",237,0.805460750853242,0.999697713921028,0.999999999992947,145,0.491467576791809,0.99442815706653,0.999999999988964,-0.313993174061433
"manuscript","hoa3","C2CD4B",25,0.0819112627986348,0.760488383413232,0.999999999992947,14,0.0443686006825939,0.266665577915539,0.999999999988964,-0.037542662116041
"manuscript","hoa3","C7",2,0.00341296928327645,0.00990297569047601,0.999999999992947,3,0.0068259385665529,0.000476311836183987,0.0466785599460307,0.00341296928327645
"manuscript","hoa3","CALCOCO2",24,0.0784982935153584,0.751620616984491,0.999999999992947,30,0.0989761092150171,0.719567768595074,0.999999999988964,0.0204778156996587
"manuscript","hoa3","CAT",56,0.187713310580205,0.935998098456342,0.999999999992947,57,0.191126279863481,0.938523343350418,0.999999999988964,0.00341296928327647
"manuscript","hoa3","CBWD5",221,0.750853242320819,0.999389098481838,0.999999999992947,173,0.587030716723549,0.996899326854705,0.999999999988964,-0.16382252559727
"manuscript","hoa3","CCL2",61,0.204778156996587,0.949925646386933,0.999999999992947,138,0.467576791808874,0.993837102521189,0.999999999988964,0.262798634812287
"manuscript","hoa3","CCL23",57,0.191126279863481,0.938208715383099,0.999999999992947,32,0.10580204778157,0.742084871778948,0.999999999988964,-0.0853242320819113
"manuscript","hoa3","CCN1",179,0.607508532423208,0.99781489113945,0.999999999992947,282,0.959044368600683,0.999974744265442,0.999999999988964,0.351535836177474
"manuscript","hoa3","CCN2",293,0.996587030716723,0.999999999992856,0.999999999992947,284,0.965870307167236,0.999981519850132,0.999999999988964,-0.030716723549488
"manuscript","hoa3","CCND1",272,0.924914675767918,0.999974057441629,0.999999999992947,235,0.798634812286689,0.999841257114839,0.999999999988964,-0.126279863481229
"manuscript","hoa3","CD14",213,0.723549488054608,0.999042643476856,0.999999999992947,211,0.716723549488055,0.999258379186513,0.999999999988964,-0.00682593856655289
"manuscript","hoa3","CD300LG",79,0.266211604095563,0.979606494281592,0.999999999992947,52,0.174061433447099,0.922319293336884,0.999999999988964,-0.0921501706484642
"manuscript","hoa3","CD83",252,0.856655290102389,0.999889522657553,0.999999999992947,215,0.73037542662116,0.999536451785923,0.999999999988964,-0.126279863481229
"manuscript","hoa3","CDH13",143,0.484641638225256,0.995110004671067,0.999999999992947,198,0.672354948805461,0.998525373957822,0.999999999988964,0.187713310580205
"manuscript","hoa3","CGAS",89,0.300341296928328,0.984652236059495,0.999999999992947,177,0.600682593856655,0.99703242545391,0.999999999988964,0.300341296928328
"manuscript","hoa3","CKS2",36,0.119453924914676,0.842465953515933,0.999999999992947,53,0.177474402730375,0.923818429609975,0.999999999988964,0.0580204778156997
"manuscript","hoa3","CLDN5",65,0.218430034129693,0.966208391284198,0.999999999992947,71,0.238907849829352,0.962988479550743,0.999999999988964,0.0204778156996587
"manuscript","hoa3","CLPP",235,0.798634812286689,0.999612530333707,0.999999999992947,185,0.627986348122867,0.997650552686959,0.999999999988964,-0.170648464163823
"manuscript","hoa3","CNKSR3",131,0.443686006825939,0.994075972611764,0.999999999992947,46,0.15358361774744,0.886756412140956,0.999999999988964,-0.290102389078498
"manuscript","hoa3","COX4I1",144,0.488054607508532,0.995508098928653,0.999999999992947,44,0.146757679180887,0.868191179452815,0.999999999988964,-0.341296928327645
"manuscript","hoa3","COX5A",189,0.641638225255973,0.998202322914896,0.999999999992947,161,0.546075085324232,0.995391224857269,0.999999999988964,-0.0955631399317406
"manuscript","hoa3","COX6C",151,0.511945392491468,0.995891114378569,0.999999999992947,28,0.0921501706484642,0.658959814304511,0.999999999988964,-0.419795221843003
"manuscript","hoa3","COX7A2",182,0.617747440273038,0.998004022177361,0.999999999992947,119,0.402730375426621,0.990296615816327,0.999999999988964,-0.215017064846416
"manuscript","hoa3","CR381670.1",58,0.194539249146758,0.941238019231284,0.999999999992947,35,0.116040955631399,0.783312275275449,0.999999999988964,-0.0784982935153584
"manuscript","hoa3","CREB5",99,0.334470989761092,0.988529714499159,0.999999999992947,84,0.283276450511945,0.978128668794388,0.999999999988964,-0.0511945392491467
"manuscript","hoa3","CRIP1",202,0.686006825938567,0.99864238031583,0.999999999992947,209,0.709897610921502,0.999210334857949,0.999999999988964,0.0238907849829352
"manuscript","hoa3","CX3CL1",234,0.795221843003413,0.999608050439129,0.999999999992947,260,0.883959044368601,0.999914352065657,0.999999999988964,0.0887372013651878
"manuscript","hoa3","CXCL12",81,0.273037542662116,0.981309119413157,0.999999999992947,100,0.337883959044369,0.985600559666035,0.999999999988964,0.0648464163822525
"manuscript","hoa3","CXCL2",39,0.129692832764505,0.858656910206353,0.999999999992947,20,0.0648464163822526,0.390495747117415,0.999999999988964,-0.0648464163822526
"manuscript","hoa3","CXCL3",84,0.283276450511945,0.982039442528098,0.999999999992947,256,0.870307167235495,0.999903843693318,0.999999999988964,0.587030716723549
"manuscript","hoa3","CXCR4",291,0.989761092150171,0.999999999992835,0.999999999992947,222,0.754266211604096,0.999713519326065,0.999999999988964,-0.235494880546075
"manuscript","hoa3","CYP1B1",245,0.832764505119454,0.999804671358904,0.999999999992947,27,0.0887372013651877,0.654319222991889,0.999999999988964,-0.744027303754266
"manuscript","hoa3","DDHD1",137,0.464163822525597,0.994598771027128,0.999999999992947,216,0.733788395904437,0.999591841492787,0.999999999988964,0.26962457337884
"manuscript","hoa3","DEPP1",76,0.255972696245734,0.97882833699888,0.999999999992947,70,0.235494880546075,0.962831894909862,0.999999999988964,-0.0204778156996587
"manuscript","hoa3","DGKE",176,0.597269624573379,0.997703898378926,0.999999999992947,87,0.293515358361775,0.979224540752252,0.999999999988964,-0.303754266211604
"manuscript","hoa3","DLL4",115,0.389078498293515,0.991760815071178,0.999999999992947,163,0.552901023890785,0.995526031638142,0.999999999988964,0.16382252559727
"manuscript","hoa3","DNAJA4",281,0.955631399317406,0.999991048527769,0.999999999992947,243,0.825938566552901,0.999875126510625,0.999999999988964,-0.129692832764505
"manuscript","hoa3","DNM1L",258,0.877133105802048,0.999926513877092,0.999999999992947,237,0.805460750853242,0.999855657904159,0.999999999988964,-0.0716723549488054
"manuscript","hoa3","DNM2",216,0.733788395904437,0.999222887442557,0.999999999992947,245,0.832764505119454,0.999881879028108,0.999999999988964,0.098976109215017
"manuscript","hoa3","DUSP2",227,0.771331058020478,0.999530309908608,0.999999999992947,234,0.795221843003413,0.999835081401044,0.999999999988964,0.0238907849829351
"manuscript","hoa3","DUSP4",257,0.873720136518771,0.999924852579059,0.999999999992947,250,0.849829351535836,0.999898024199016,0.999999999988964,-0.0238907849829352
"manuscript","hoa3","ECRG4",105,0.354948805460751,0.99013880835383,0.999999999992947,162,0.549488054607508,0.995494438854441,0.999999999988964,0.194539249146758
"manuscript","hoa3","EDN1",114,0.385665529010239,0.991724266222191,0.999999999992947,107,0.361774744027304,0.98797663079531,0.999999999988964,-0.0238907849829352
"manuscript","hoa3","EDNRB",116,0.392491467576792,0.9919093349116,0.999999999992947,96,0.324232081911263,0.984758855992954,0.999999999988964,-0.068259385665529
"manuscript","hoa3","EFNB1",138,0.467576791808874,0.994967147152114,0.999999999992947,181,0.614334470989761,0.997252986483955,0.999999999988964,0.146757679180887
"manuscript","hoa3","EGR1",46,0.15358361774744,0.879066095354685,0.999999999992947,16,0.0511945392491468,0.304798441303202,0.999999999988964,-0.102389078498294
"manuscript","hoa3","EGR3",73,0.245733788395904,0.975465874032671,0.999999999992947,81,0.273037542662116,0.97711262466307,0.999999999988964,0.0273037542662116
"manuscript","hoa3","EIF4EBP1",149,0.505119453924915,0.995850404647375,0.999999999992947,242,0.822525597269625,0.999874054778778,0.999999999988964,0.31740614334471
"manuscript","hoa3","EMCN",16,0.0511945392491468,0.649592952698025,0.999999999992947,6,0.0170648464163823,0.0152418436707836,0.746850339868396,-0.0341296928327645
"manuscript","hoa3","EMP3",107,0.361774744027304,0.990501295863894,0.999999999992947,95,0.320819112627986,0.983960332382978,0.999999999988964,-0.0409556313993174
"manuscript","hoa3","ENG",3,0.0068259385665529,0.0559070593647884,0.999999999992947,4,0.0102389078498294,0.0017893106082246,0.131514329704508,0.00341296928327645
"manuscript","hoa3","ERO1B",126,0.426621160409556,0.993701494290066,0.999999999992947,221,0.750853242320819,0.999669573048419,0.999999999988964,0.324232081911263
"manuscript","hoa3","F2RL3",95,0.320819112627986,0.986682838861939,0.999999999992947,68,0.228668941979522,0.960180474745846,0.999999999988964,-0.0921501706484642
"manuscript","hoa3","F8",64,0.215017064846416,0.965877921259606,0.999999999992947,65,0.218430034129693,0.956295037508003,0.999999999988964,0.00341296928327645
"manuscript","hoa3","FAM107A",142,0.48122866894198,0.995094232199542,0.999999999992947,149,0.505119453924915,0.994727330261105,0.999999999988964,0.0238907849829351
"manuscript","hoa3","FAM184A",80,0.26962457337884,0.980927639742374,0.999999999992947,129,0.436860068259386,0.991792394911654,0.999999999988964,0.167235494880546
"manuscript","hoa3","FAN1",148,0.501706484641638,0.995789492773394,0.999999999992947,106,0.358361774744027,0.98768754931366,0.999999999988964,-0.143344709897611
"manuscript","hoa3","FBLN2",74,0.249146757679181,0.977312225073473,0.999999999992947,64,0.215017064846416,0.955987565955442,0.999999999988964,-0.0341296928327645
"manuscript","hoa3","FILIP1",162,0.549488054607508,0.996576105887552,0.999999999992947,94,0.31740614334471,0.98392467550844,0.999999999988964,-0.232081911262799
"manuscript","hoa3","FILIP1L",204,0.692832764505119,0.998815987510212,0.999999999992947,268,0.911262798634812,0.999944654919473,0.999999999988964,0.218430034129693
"manuscript","hoa3","FIS1",66,0.221843003412969,0.967368984482161,0.999999999992947,60,0.201365187713311,0.943109120564643,0.999999999988964,-0.0204778156996587
"manuscript","hoa3","FKBP8",270,0.918088737201365,0.999970651274114,0.999999999992947,207,0.703071672354949,0.998962282088874,0.999999999988964,-0.215017064846416
"manuscript","hoa3","FLT1",255,0.866894197952218,0.99990078554624,0.999999999992947,247,0.839590443686007,0.999893109755352,0.999999999988964,-0.0273037542662117
"manuscript","hoa3","FMO2",67,0.225255972696246,0.96978233194185,0.999999999992947,51,0.170648464163823,0.918067776641765,0.999999999988964,-0.0546075085324232
"manuscript","hoa3","FUT8",119,0.402730375426621,0.992851708272445,0.999999999992947,193,0.655290102389078,0.998198833453393,0.999999999988964,0.252559726962457
"manuscript","hoa3","GABARAP",280,0.95221843003413,0.999988383970714,0.999999999992947,233,0.791808873720137,0.99981559392612,0.999999999988964,-0.160409556313993
"manuscript","hoa3","GABARAPL2",187,0.63481228668942,0.998194916280155,0.999999999992947,253,0.860068259385666,0.999901217172052,0.999999999988964,0.225255972696246
"manuscript","hoa3","GABPA",197,0.668941979522184,0.998555364305787,0.999999999992947,172,0.583617747440273,0.996893255254203,0.999999999988964,-0.0853242320819112
"manuscript","hoa3","GABRB2",265,0.901023890784983,0.999962766116166,0.999999999992947,118,0.399317406143345,0.990192233220196,0.999999999988964,-0.501706484641638
"manuscript","hoa3","GADD45G",85,0.286689419795222,0.982942402568764,0.999999999992947,244,0.829351535836177,0.999875549581136,0.999999999988964,0.542662116040956
"manuscript","hoa3","GBP1",200,0.679180887372014,0.998578513273703,0.999999999992947,182,0.617747440273038,0.99739465902613,0.999999999988964,-0.0614334470989761
"manuscript","hoa3","GCNT2",110,0.372013651877133,0.99134609013925,0.999999999992947,239,0.812286689419795,0.999859565667359,0.999999999988964,0.440273037542662
"manuscript","hoa3","GIGYF1",181,0.614334470989761,0.997935483789385,0.999999999992947,199,0.675767918088737,0.998653457755278,0.999999999988964,0.061433447098976
"manuscript","hoa3","GIGYF2",75,0.252559726962457,0.978322486747885,0.999999999992947,109,0.368600682593857,0.988312992407092,0.999999999988964,0.116040955631399
"manuscript","hoa3","GPRC5A",128,0.433447098976109,0.993963862280945,0.999999999992947,212,0.720136518771331,0.999322732015466,0.999999999988964,0.286689419795222
"manuscript","hoa3","GPRC5B",165,0.559726962457338,0.997148647244282,0.999999999992947,101,0.341296928327645,0.985665377304734,0.999999999988964,-0.218430034129693
"manuscript","hoa3","GPX4",100,0.337883959044369,0.988607216815998,0.999999999992947,23,0.0750853242320819,0.466963380231049,0.999999999988964,-0.262798634812287
"manuscript","hoa3","H19",96,0.324232081911263,0.987214216615741,0.999999999992947,85,0.286689419795222,0.978467375559883,0.999999999988964,-0.037542662116041
"manuscript","hoa3","HBEGF",26,0.0853242320819113,0.771115153494712,0.999999999992947,38,0.126279863481229,0.815846264615037,0.999999999988964,0.0409556313993174
"manuscript","hoa3","HES1",194,0.658703071672355,0.998379525785477,0.999999999992947,76,0.255972696245734,0.968524918646361,0.999999999988964,-0.402730375426621
"manuscript","hoa3","HIF1A",27,0.0887372013651877,0.771983548619415,0.999999999992947,19,0.0614334470989761,0.384790913806991,0.999999999988964,-0.0273037542662116
"manuscript","hoa3","HLA-DQA1",180,0.610921501706485,0.997835065366348,0.999999999992947,141,0.477815699658703,0.994124437843133,0.999999999988964,-0.133105802047782
"manuscript","hoa3","HMOX1",50,0.167235494880546,0.897970318863589,0.999999999992947,50,0.167235494880546,0.912664768328406,0.999999999988964,0
"manuscript","hoa3","HSPD1",59,0.197952218430034,0.94565483101249,0.999999999992947,33,0.109215017064846,0.761946752455379,0.999999999988964,-0.0887372013651877
"manuscript","hoa3","HSPE1",29,0.0955631399317406,0.78852081603356,0.999999999992947,24,0.0784982935153584,0.540260919993111,0.999999999988964,-0.0170648464163823
"manuscript","hoa3","HTRA2",72,0.242320819112628,0.973961657276944,0.999999999992947,232,0.78839590443686,0.999811278367952,0.999999999988964,0.546075085324232
"manuscript","hoa3","ICAM1",7,0.0204778156996587,0.451231661866802,0.999999999992947,5,0.0136518771331058,0.00280367661912787,0.164856185204719,-0.0068259385665529
"manuscript","hoa3","ICAM4",63,0.21160409556314,0.961027767370414,0.999999999992947,90,0.303754266211604,0.980918507433631,0.999999999988964,0.0921501706484642
"manuscript","hoa3","IER3",155,0.525597269624573,0.996133738832683,0.999999999992947,135,0.457337883959044,0.993548033848036,0.999999999988964,-0.0682593856655291
"manuscript","hoa3","IFIT1",121,0.409556313993174,0.993286389920876,0.999999999992947,142,0.48122866894198,0.994170661715284,0.999999999988964,0.0716723549488055
"manuscript","hoa3","IFIT2",292,0.993174061433447,0.999999999992846,0.999999999992947,293,0.996587030716723,0.999999999988612,0.999999999988964,0.00341296928327639
"manuscript","hoa3","IFIT3",247,0.839590443686007,0.999833704486597,0.999999999992947,168,0.569965870307167,0.996141741040528,0.999999999988964,-0.269624573378839
"manuscript","hoa3","IFT88",223,0.757679180887372,0.999455854698992,0.999999999992947,272,0.924914675767918,0.999958720117762,0.999999999988964,0.167235494880546
"manuscript","hoa3","IGFBP5",294,1,0.999999999992947,0.999999999992947,197,0.668941979522184,0.998522944339677,0.999999999988964,-0.331058020477816
"manuscript","hoa3","IKBKB",145,0.491467576791809,0.995574233560641,0.999999999992947,86,0.290102389078498,0.978762163831437,0.999999999988964,-0.201365187713311
"manuscript","hoa3","IL32",106,0.358361774744027,0.990331100444484,0.999999999992947,78,0.262798634812287,0.973148194018779,0.999999999988964,-0.0955631399317406
"manuscript","hoa3","INF2",264,0.897610921501707,0.999956457240758,0.999999999992947,192,0.651877133105802,0.998080570044094,0.999999999988964,-0.245733788395904
"manuscript","hoa3","INHBB",248,0.843003412969283,0.999856792082776,0.999999999992947,97,0.327645051194539,0.984899753468596,0.999999999988964,-0.515358361774744
"manuscript","hoa3","INMT",225,0.764505119453925,0.999485786885163,0.999999999992947,170,0.57679180887372,0.996582567487768,0.999999999988964,-0.187713310580205
"manuscript","hoa3","IRF3",183,0.621160409556314,0.998083460025003,0.999999999992947,188,0.638225255972696,0.997878841523602,0.999999999988964,0.0170648464163822
"manuscript","hoa3","IRF7",101,0.341296928327645,0.989427939969526,0.999999999992947,223,0.757679180887372,0.999717066514673,0.999999999988964,0.416382252559727
"manuscript","hoa3","ISG15",133,0.450511945392491,0.994196900570348,0.999999999992947,143,0.484641638225256,0.994280198803937,0.999999999988964,0.0341296928327645
"manuscript","hoa3","JAG1",190,0.645051194539249,0.998246988481293,0.999999999992947,136,0.460750853242321,0.993776521353396,0.999999999988964,-0.184300341296928
"manuscript","hoa3","JAG2",103,0.348122866894198,0.989897126857391,0.999999999992947,83,0.279863481228669,0.97809270280942,0.999999999988964,-0.068259385665529
"manuscript","hoa3","KCNQ1OT1",68,0.228668941979522,0.971987852127056,0.999999999992947,80,0.26962457337884,0.977051486590898,0.999999999988964,0.0409556313993174
"manuscript","hoa3","KDM6B",8,0.0238907849829352,0.466395034262961,0.999999999992947,17,0.0546075085324232,0.320523881640973,0.999999999988964,0.0307167235494881
"manuscript","hoa3","KDR",175,0.593856655290102,0.997701346865361,0.999999999992947,125,0.42320819112628,0.991102030825026,0.999999999988964,-0.170648464163822
"manuscript","hoa3","KEAP1",207,0.703071672354949,0.998878761531192,0.999999999992947,230,0.781569965870307,0.999797449954692,0.999999999988964,0.0784982935153583
"manuscript","hoa3","KIAA0040",98,0.331058020477816,0.987629657694072,0.999999999992947,206,0.699658703071672,0.99893469867351,0.999999999988964,0.368600682593857
"manuscript","hoa3","LAMA3",123,0.416382252559727,0.993556310258269,0.999999999992947,99,0.334470989761092,0.985580475428783,0.999999999988964,-0.0819112627986348
"manuscript","hoa3","LATS1",193,0.655290102389078,0.99834804230872,0.999999999992947,186,0.631399317406143,0.997748490101138,0.999999999988964,-0.0238907849829352
"manuscript","hoa3","LATS2",283,0.962457337883959,0.999999809530846,0.999999999992947,219,0.744027303754266,0.999644148031209,0.999999999988964,-0.218430034129693
"manuscript","hoa3","LCN6",244,0.829351535836177,0.99979634315086,0.999999999992947,231,0.784982935153584,0.999799736399809,0.999999999988964,-0.0443686006825939
"manuscript","hoa3","LEPR",167,0.566552901023891,0.99726516308087,0.999999999992947,73,0.245733788395904,0.966234431589757,0.999999999988964,-0.320819112627986
"manuscript","hoa3","LGALS1",196,0.665529010238908,0.998478324420556,0.999999999992947,137,0.464163822525597,0.993837076543197,0.999999999988964,-0.201365187713311
"manuscript","hoa3","LINC00472",288,0.979522184300341,0.999999999992663,0.999999999992947,292,0.993174061433447,0.99999999998826,0.999999999988964,0.0136518771331058
"manuscript","hoa3","LONP1",224,0.761092150170648,0.999456229127887,0.999999999992947,214,0.726962457337884,0.999523530027446,0.999999999988964,-0.0341296928327645
"manuscript","hoa3","LRG1",253,0.860068259385666,0.999889663498623,0.999999999992947,283,0.962457337883959,0.999977235173226,0.999999999988964,0.102389078498293
"manuscript","hoa3","LTBP4",135,0.457337883959044,0.994268941530968,0.999999999992947,108,0.36518771331058,0.98800557479396,0.999999999988964,-0.0921501706484641
"manuscript","hoa3","MAP1B",230,0.781569965870307,0.999555375753802,0.999999999992947,113,0.382252559726962,0.989052935527058,0.999999999988964,-0.399317406143345
"manuscript","hoa3","MAP1LC3B",38,0.126279863481229,0.844219954951752,0.999999999992947,89,0.300341296928328,0.97968142946557,0.999999999988964,0.174061433447099
"manuscript","hoa3","MCAM",168,0.569965870307167,0.997288143556071,0.999999999992947,167,0.566552901023891,0.99607562553529,0.999999999988964,-0.0034129692832765
