hoa1_retained_ec_cells,hoa1_stored_ec_nCount_sum,hoa1_key_pathways_positive,hoa1_key_pathways_fdr_lt_0_05,hoa1_key_pathways_total,hoa1_key_pathway_NES_min,hoa1_key_pathway_NES_max
26,277831,4,4,4,2.35678565460841,2.64789959876409
