n_cells,n_hvg,n_original_clusters,n_no_combat_clusters,cluster_adjusted_rand_index,subtype_adjusted_rand_index,cell_level_subtype_concordance,no_combat_typeH_exact_omnibus_p
13426,1500,9,13,0.166950014632861,0.11469961609971911,0.5863995233129748,0.8285714285714286
