"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"ATP13A3",78,0.958742186505031,0.999999999996351,84,0.979284139545731,0.999999999992947,81,84
"ANKRD29",80,0.961770887038153,0.999999999996351,83,0.97910489680908,0.999999999992947,81.5,83
"HSPD1",104,0.974503710071863,0.999999999996351,65,0.94565483101249,0.999999999992947,84.5,104
"PHLDA1",116,0.979254121815216,0.999999999996351,53,0.885166850538977,0.999999999992947,84.5,116
"NFKB1",99,0.972612359683548,0.999999999996351,77,0.973586537576705,0.999999999992947,88,99
"PIM1",124,0.981977343762151,0.999999999996351,58,0.901189737883007,0.999999999992947,91,124
"ATP5F1A",161,0.990428111371327,0.999999999996351,21,0.646827034841608,0.999999999992947,91,161
"TMEM161B-AS1",69,0.942863249432209,0.999999999996351,114,0.990829424688527,0.999999999992947,91.5,114
"BTNL9",60,0.915720553016241,0.999999999996351,123,0.992486304213335,0.999999999992947,91.5,123
"KDR",11,0.554632363800291,0.999999999996351,181,0.997701346865361,0.999999999992947,96,181
"ANKRD42",64,0.927456979159549,0.999999999996351,130,0.993598997216288,0.999999999992947,97,130
"SYNJ2",146,0.988231832181975,0.999999999996351,50,0.872922300779257,0.999999999992947,98,146
"WWTR1",123,0.981797224433918,0.999999999996351,76,0.972843252787787,0.999999999992947,99.5,123
"ADAMTS1",70,0.943760559555699,0.999999999996351,133,0.993752123967228,0.999999999992947,101.5,133
"IER3",44,0.874806569731483,0.999999999996351,161,0.996133738832683,0.999999999992947,102.5,161
"FAM184A",120,0.980532664411931,0.999999999996351,86,0.980927639742374,0.999999999992947,103,120
"CREB5",103,0.974492014788843,0.999999999996351,105,0.988529714499159,0.999999999992947,104,105
"DDHD1",68,0.941159910567406,0.999999999996351,143,0.994598771027128,0.999999999992947,105.5,143
"MTCH2",47,0.890863508076944,0.999999999996351,165,0.996452138274862,0.999999999992947,106,165
"GIGYF2",132,0.983531411549569,0.999999999996351,81,0.978322486747885,0.999999999992947,106.5,132
"HES1",13,0.615161881479563,0.999999999996351,200,0.998379525785477,0.999999999992947,106.5,200
"DEPP1",134,0.984985422316208,0.999999999996351,82,0.97882833699888,0.999999999992947,108,134
"CNKSR3",82,0.962579874130817,0.999999999996351,137,0.994075972611764,0.999999999992947,109.5,137
"AC010359.3",41,0.862708154524516,0.999999999996351,179,0.997659134912937,0.999999999992947,110,179
"ARL15",97,0.97196222339184,0.999999999996351,124,0.992776018322414,0.999999999992947,110.5,124
"LTBP4",83,0.962685962066163,0.999999999996351,141,0.994268941530968,0.999999999992947,112,141
"COX4I1",76,0.953950641362829,0.999999999996351,150,0.995508098928653,0.999999999992947,113,150
"EMP3",114,0.977111870230546,0.999999999996351,113,0.990501295863894,0.999999999992947,113.5,114
"ERO1B",96,0.971893709752653,0.999999999996351,132,0.993701494290066,0.999999999992947,114,132
"VEGFC",129,0.98267127469846,0.999999999996351,103,0.987248627308867,0.999999999992947,116,129
"SRGN",94,0.970236875711478,0.999999999996351,138,0.99414391414137,0.999999999992947,116,138
"GADD45G",142,0.987328769840231,0.999999999996351,91,0.982942402568764,0.999999999992947,116.5,142
"TRDMT1",71,0.94412568123268,0.999999999996351,163,0.996210068309988,0.999999999992947,117,163
"BIRC3",187,0.993484902802622,0.999999999996351,47,0.861917167113405,0.999999999992947,117,187
"PMAIP1",93,0.970101172678968,0.999999999996351,142,0.994306504475607,0.999999999992947,117.5,142
"RND1",66,0.93174379881996,0.999999999996351,169,0.99659909870166,0.999999999992947,117.5,169
"FBLN2",156,0.989760024543456,0.999999999996351,80,0.977312225073473,0.999999999992947,118,156
"CLDN5",166,0.990813097501514,0.999999999996351,71,0.966208391284198,0.999999999992947,118.5,166
"IRF3",50,0.89611078186139,0.999999999996351,189,0.998083460025003,0.999999999992947,119.5,189
"TEK",224,0.997157949235992,0.999999999996351,18,0.625255311896074,0.999999999992947,121,224
"MMP2",85,0.964899268382077,0.999999999996351,158,0.995955952145475,0.999999999992947,121.5,158
"SOD1",221,0.996955749745169,0.999999999996351,25,0.695948113666548,0.999999999992947,123,221
"CDH13",98,0.971966609871498,0.999999999996351,149,0.995110004671067,0.999999999992947,123.5,149
"COX6C",91,0.969479565464501,0.999999999996351,157,0.995891114378569,0.999999999992947,124,157
"YME1L1",74,0.9452417851464,0.999999999996351,175,0.997327056366639,0.999999999992947,124.5,175
"EFNB1",108,0.975690017096338,0.999999999996351,144,0.994967147152114,0.999999999992947,126,144
"PRDX1",220,0.996946634035416,0.999999999996351,34,0.778699210750812,0.999999999992947,127,220
"FILIP1",87,0.965328648023266,0.999999999996351,168,0.996576105887552,0.999999999992947,127.5,168
"GPX4",150,0.989004372503257,0.999999999996351,106,0.988607216815998,0.999999999992947,128,150
"FUT8",133,0.983717915124197,0.999999999996351,125,0.992851708272445,0.999999999992947,129,133
"SEMA3G",107,0.975535196316895,0.999999999996351,152,0.995635170478763,0.999999999992947,129.5,152
"PMPCB",211,0.996460181985429,0.999999999996351,48,0.870676624145197,0.999999999992947,129.5,211
"RCAN1",148,0.988713287376212,0.999999999996351,115,0.991153444451557,0.999999999992947,131.5,148
"KIAA0040",162,0.990597092811873,0.999999999996351,104,0.987629657694072,0.999999999992947,133,162
"GCNT2",151,0.989025722678869,0.999999999996351,116,0.99134609013925,0.999999999992947,133.5,151
"SOX17",101,0.973565329180114,0.999999999996351,166,0.996527504195477,0.999999999992947,133.5,166
"CXCL12",180,0.99297352859471,0.999999999996351,87,0.981309119413157,0.999999999992947,133.5,180
"UQCRC2",92,0.969571540993228,0.999999999996351,177,0.997579072139357,0.999999999992947,134.5,177
"COX5A",81,0.962252457965894,0.999999999996351,195,0.998202322914896,0.999999999992947,138,195
"EMCN",254,0.999177625748618,0.999999999996351,22,0.649592952698025,0.999999999992947,138,254
"PLEKHG2",177,0.992458489359821,0.999999999996351,100,0.985763315618523,0.999999999992947,138.5,177
"BNIP3",57,0.908918236667689,0.999999999996351,220,0.999105557206705,0.999999999992947,138.5,220
"FAM107A",130,0.982788483238986,0.999999999996351,148,0.995094232199542,0.999999999992947,139,148
"F8",208,0.996368472622829,0.999999999996351,70,0.965877921259606,0.999999999992947,139,208
"NBR1",140,0.986679951707675,0.999999999996351,140,0.994228768112975,0.999999999992947,140,140
"VCP",118,0.980161641866189,0.999999999996351,162,0.996187072489847,0.999999999992947,140,162
"RHEB",126,0.982080431180574,0.999999999996351,156,0.995853466844545,0.999999999992947,141,156
"LRG1",31,0.805447165977063,0.999999999996351,259,0.999889663498623,0.999999999992947,145,259
"GABPA",90,0.968649458591587,0.999999999996351,203,0.998555364305787,0.999999999992947,146.5,203
"COX7A2",109,0.975975154223594,0.999999999996351,188,0.998004022177361,0.999999999992947,148.5,188
"NDUFB8",261,0.999391464895075,0.999999999996351,36,0.798713839667323,0.999999999992947,148.5,261
"FMO2",228,0.997560045256927,0.999999999996351,73,0.96978233194185,0.999999999992947,150.5,228
"TBK1",185,0.993281383075119,0.999999999996351,117,0.991511122194731,0.999999999992947,151,185
"CCL23",239,0.998449556158843,0.999999999996351,63,0.938208715383099,0.999999999992947,151,239
"EDN1",184,0.993178904388086,0.999999999996351,120,0.991724266222191,0.999999999992947,152,184
"H19",203,0.996065333289301,0.999999999996351,102,0.987214216615741,0.999999999992947,152.5,203
"RPL32P3",55,0.908353355021826,0.999999999996351,252,0.999818637122606,0.999999999992947,153.5,252
"TSPAN13",111,0.976399534856083,0.999999999996351,197,0.998323564521001,0.999999999992947,154,197
"JAG2",199,0.995368996345222,0.999999999996351,109,0.989897126857391,0.999999999992947,154,199
"VCAM1",244,0.9986054569888,0.999999999996351,66,0.949656960252777,0.999999999992947,155,244
"FKBP8",34,0.819616379959725,0.999999999996351,276,0.999970651274114,0.999999999992947,155,276
"TM6SF1",167,0.990833348633459,0.999999999996351,145,0.99499218099766,0.999999999992947,156,167
"SOX13",136,0.986061639037176,0.999999999996351,176,0.997337017803762,0.999999999992947,156,176
"JAG1",117,0.979551020257325,0.999999999996351,196,0.998246988481293,0.999999999992947,156.5,196
