"donor","rank","Gene","Distance","Z","FC","p_value","adjusted_p_value"
"hoa3",1,"SQSTM1",0.000415936221929065,4.01219621622495,276.956629681397,3.45789652634163e-62,1.02007947527078e-59
"hoa3",2,"NFKBIA",4.74026772758484e-05,2.6264143122697,3.59719534194002,0.0578771369768196,0.99999999999986
"hoa3",3,"ACKR1",4.71222352378628e-05,2.622956503788,3.5547580483962,0.0593749636039116,0.99999999999986
"hoa3",4,"C7",4.30836368900528e-05,2.57094645410605,2.97154967165738,0.0847406425658376,0.99999999999986
"hoa3",5,"VWF",3.84601800033966e-05,2.50559985668153,2.36799567730463,0.123845969836378,0.99999999999986
"hoa3",6,"SELE",2.80419482085766e-05,2.32691524681222,1.25885191806977,0.261868518743725,0.99999999999986
"hoa3",7,"ICAM1",2.53673633229396e-05,2.27118233521615,1.03017009487137,0.310118720629161,0.99999999999986
"hoa3",8,"ENG",2.10874491754876e-05,2.16963482681398,0.711879321721662,0.398820627746863,0.99999999999986
"hoa3",9,"KDM6B",1.58631583800427e-05,2.01617502773725,0.402844650471327,0.525623805647858,0.99999999999986
"hoa3",10,"MCL1",1.50884475558322e-05,1.98955302639939,0.364457922802005,0.546040782962489,0.99999999999986
"hoa3",11,"TIPARP",1.50255472820801e-05,1.98733681523835,0.361425573776627,0.547715572382602,0.99999999999986
"hoa3",12,"TNFAIP3",1.2452942431683e-05,1.88848994985945,0.248257421923546,0.618304761663591,0.99999999999986
"hoa3",13,"EMCN",1.20976265835151e-05,1.87338828289775,0.234292631534462,0.628359013771286,0.99999999999986
"hoa3",14,"ADGRG6",6.97549769921042e-06,1.5928713133278,0.0778948382511601,0.780170793881773,0.99999999999986
"hoa3",15,"ADAMTS4",6.62628068965187e-06,1.5673456144778,0.0702907112099477,0.790913974474384,0.99999999999986
"hoa3",16,"NFE2L2",5.76293089262555e-06,1.49850756800041,0.0531673609094534,0.817640728393451,0.99999999999986
"hoa3",17,"VCAN",5.72403945054595e-06,1.49518847123855,0.0524521768484489,0.818849949844758,0.99999999999986
"hoa3",18,"CALCOCO2",5.65321472732309e-06,1.48909057334601,0.0511622038287389,0.821053153266053,0.99999999999986
"hoa3",19,"MIR222HG",5.64617005274217e-06,1.48848020901067,0.0510347731446611,0.821272375321303,0.99999999999986
"hoa3",20,"HBEGF",5.59455960688172e-06,1.48398713858691,0.0501060411775531,0.822878856886888,0.99999999999986
