"donor","rank","Gene","Distance","Z","FC","p_value","adjusted_p_value"
"hoa2",1,"SQSTM1",0.000221925295476987,3.98904088078731,287.581126166687,1.67345685392545e-64,4.93669771908008e-62
"hoa2",2,"NFKBIA",1.39469041542396e-05,2.09091749527691,1.13580139885623,0.286541264369651,0.99999999999946
"hoa2",3,"ICAM1",1.2078808799341e-05,2.00669020741698,0.851912478903555,0.356011869214033,0.99999999999946
"hoa2",4,"CXCL2",7.87175106565198e-06,1.76338488544379,0.361817417705658,0.547498616725096,0.99999999999946
"hoa2",5,"VWF",7.86049999645665e-06,1.76259050117758,0.360783867850117,0.548071217371876,0.99999999999946
"hoa2",6,"EGR1",7.37755349622666e-06,1.7274951545213,0.317812885358728,0.57292499474989,0.99999999999946
"hoa2",7,"SELE",6.77025834669003e-06,1.68032443707256,0.267643838020729,0.604916702662448,0.99999999999946
"hoa2",8,"ENG",6.65667009749892e-06,1.67108402074362,0.258738367989541,0.61098824061041,0.99999999999946
"hoa2",9,"HES1",6.06276355435826e-06,1.62034415142304,0.214628815596788,0.643163325972824,0.99999999999946
"hoa2",10,"MCL1",5.96043272704313e-06,1.61115589810322,0.20744470203239,0.648777635165062,0.99999999999946
"hoa2",11,"PECAM1",5.84095908227992e-06,1.60024825475852,0.199211815902902,0.655357799049484,0.99999999999946
"hoa2",12,"NR4A2",5.49387807778304e-06,1.5673894904427,0.176240128516682,0.674624526688991,0.99999999999946
"hoa2",13,"KDM6B",5.45462284381036e-06,1.56355712260238,0.173730560354617,0.676817401224281,0.99999999999946
"hoa2",14,"ICAM4",5.39028312655712e-06,1.55722218600098,0.169656272536774,0.6804174699451,0.99999999999946
"hoa2",15,"MIR222HG",5.15208217264968e-06,1.5331647794773,0.154993087212352,0.69380873320313,0.99999999999946
"hoa2",16,"NR4A1",5.14276490907923e-06,1.53220371049473,0.154433000785987,0.69433451595488,0.99999999999946
"hoa2",17,"FIS1",4.89157086193704e-06,1.50568805242483,0.139715138360417,0.708564367645408,0.99999999999946
"hoa2",18,"EMCN",4.71821951399139e-06,1.48667000346065,0.129987937054731,0.718444546510533,0.99999999999946
"hoa2",19,"SLC25A44",4.01718671398065e-06,1.40276974592286,0.0942303494904758,0.758866493932802,0.99999999999946
"hoa2",20,"COX4I1",3.92043713495295e-06,1.39017816508712,0.089746135130825,0.764500140593686,0.99999999999946
"hoa2",21,"CXCL12",3.86894548718957e-06,1.38336303973654,0.0874041367333124,0.767503566850706,0.99999999999946
"hoa2",22,"UQCRB",3.86080952861368e-06,1.38227880387675,0.0870369210467081,0.767978445332547,0.99999999999946
"hoa2",23,"EGR3",3.8540405312921e-06,1.38137517804691,0.0867319921386179,0.768373603604037,0.99999999999946
"hoa2",24,"NSUN6",3.71189810442064e-06,1.3620644919119,0.0804523729596371,0.776685302601124,0.99999999999946
"hoa2",25,"SEMA4A",3.70155239360871e-06,1.36063330787883,0.0800045282037534,0.777291274404286,0.99999999999946
"hoa2",26,"ANKRD29",3.62996455707154e-06,1.35063099919494,0.0769398855113819,0.781488031030245,0.99999999999946
"hoa2",27,"BTNL9",3.40074443991489e-06,1.31737296917072,0.0675296905904617,0.794968099371292,0.99999999999946
"hoa2",28,"ADAMTS4",3.25480689346566e-06,1.29513845676918,0.0618581917918463,0.803582737136707,0.99999999999946
"hoa2",29,"CLDN5",3.07153833253529e-06,1.26591806778991,0.0550882080818947,0.814434778128462,0.99999999999946
"hoa2",30,"ATF3",3.03352307700292e-06,1.25966230944177,0.0537330351535443,0.816690349408748,0.99999999999946
"hoa2",31,"GPX4",2.99537960866636e-06,1.25331461984211,0.0523902540508011,0.818955054993057,0.99999999999946
"hoa2",32,"COX6C",2.91097408661114e-06,1.23900727760989,0.0494792884221922,0.82397184016274,0.99999999999946
"hoa2",33,"TSPAN13",2.8872330700707e-06,1.23491619181096,0.0486755035934066,0.825384234137579,0.99999999999946
"hoa2",34,"PRDX5",2.72230469478907e-06,1.20563553379441,0.0432733214456428,0.835211472474579,0.99999999999946
"hoa2",35,"LRG1",2.62377927487477e-06,1.18737792022683,0.0401977144727968,0.841094502715697,0.99999999999946
