"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"IFIT2",242,0.999507885018164,0.99999999999946,259,0.999848035302727,0.99999999999986,250.5,259
"IFT88",239,0.999425146307208,0.99999999999946,264,0.999861926454339,0.99999999999986,251.5,264
"FILIP1L",215,0.998597572066109,0.99999999999946,288,0.999974244769893,0.99999999999986,251.5,288
"ULK1",255,0.999756791360549,0.99999999999946,255,0.9998311487506,0.99999999999986,255,255
"AC002558.3",224,0.998938810353469,0.99999999999946,286,0.999971848666721,0.99999999999986,255,286
"RPS6KB1",241,0.99950106372556,0.99999999999946,277,0.999940199515859,0.99999999999986,259,277
"BGN",271,0.999920546007475,0.99999999999946,249,0.999702202022853,0.99999999999986,260,271
"BCL2L1",286,0.999976124855063,0.99999999999946,238,0.999573019254079,0.99999999999986,262,286
"TBK1",287,0.999976967176455,0.99999999999946,237,0.999562810521243,0.99999999999986,262,287
"LATS1",265,0.999902862135313,0.99999999999946,269,0.999876136637397,0.99999999999986,267,269
"IGFBP5",270,0.999920468289294,0.99999999999946,268,0.999872927707151,0.99999999999986,269,270
"CCN2",289,0.999986594281077,0.99999999999946,256,0.999833176135747,0.99999999999986,272.5,289
"RND3",288,0.999978240422253,0.99999999999946,262,0.999858240788715,0.99999999999986,275,288
"RGS2",274,0.999927426692103,0.99999999999946,280,0.999949533030055,0.99999999999986,277,280
